sim_id,daily_pnl_dollars
203,-34.30
204,-34.30
205,-34.20
206,-34.10
207,-34.10
208,-34.00
209,-34.00
210,-34.00
211,-33.90
212,-33.90
213,-33.90
214,-33.90
215,-33.90
216,-33.80
217,-33.80
218,-33.80
219,-33.70
220,-33.70
221,-33.60
222,-33.60
223,-33.60
224,-33.60
225,-33.50
226,-33.50
227,-33.50
228,-33.50
229,-33.50
230,-33.40
231,-33.40
232,-33.40
233,-33.30
234,-33.30
235,-33.30
236,-33.30
237,-33.30
238,-33.20
239,-33.20
240,-33.20
241,-33.20
242,-33.10
243,-33.10
244,-33.00
245,-32.90
246,-32.90
247,-32.90
248,-32.90
249,-32.90
250,-32.90
251,-32.80
252,-32.80
253,-32.80
254,-32.80
255,-32.80
256,-32.80
257,-32.80
258,-32.70
259,-32.70
260,-32.60
261,-32.60
262,-32.50
263,-32.50
264,-32.50
265,-32.50
266,-32.50
267,-32.40
268,-32.30
269,-32.30
270,-32.30
271,-32.30
272,-32.30
273,-32.20
274,-32.00
275,-32.00
276,-32.00
277,-32.00
278,-32.00
279,-31.90
280,-31.70
281,-31.70
282,-31.70
283,-31.70
284,-31.70
285,-31.70
286,-31.70
287,-31.60
288,-31.60
289,-31.50
290,-31.50
291,-31.50
292,-31.50
293,-31.50
294,-31.50
295,-31.40
296,-31.40
297,-31.40
298,-31.40
299,-31.40
300,-31.40
301,-31.40
302,-31.30
303,-31.30
304,-31.30
305,-31.20
306,-31.20
307,-31.10
308,-31.00
309,-31.00
310,-31.00
311,-31.00
312,-31.00
313,-30.90
314,-30.90
315,-30.90
316,-30.90
317,-30.80
318,-30.80
319,-30.80
320,-30.80
321,-30.80
322,-30.80
323,-30.60
324,-30.60
325,-30.60
326,-30.50
327,-30.50
328,-30.50
329,-30.40
330,-30.40
331,-30.30
332,-30.30
333,-30.30
334,-30.30
335,-30.30
336,-30.20
337,-30.20
338,-30.20
339,-30.20
340,-30.20
341,-30.10
342,-30.10
343,-30.00
344,-30.00
345,-30.00
346,-30.00
347,-30.00
348,-30.00
349,-29.90
350,-29.80
351,-29.80
352,-29.80
353,-29.80
354,-29.80
355,-29.70
356,-29.70
357,-29.70
358,-29.70
359,-29.60
360,-29.60
361,-29.60
362,-29.60
363,-29.50
364,-29.50
365,-29.40
366,-29.40
367,-29.40
368,-29.40
369,-29.40
370,-29.40
371,-29.40
372,-29.30
373,-29.30
374,-29.30
375,-29.30
376,-29.30
377,-29.10
378,-29.10
379,-29.10
380,-29.10
381,-29.10
382,-29.00
383,-29.00
384,-29.00
385,-28.90
386,-28.90
387,-28.90
388,-28.90
389,-28.90
390,-28.90
391,-28.80
392,-28.80
393,-28.80
394,-28.80
395,-28.80
396,-28.80
397,-28.70
398,-28.70
399,-28.70
400,-28.70
401,-28.70
402,-28.60
403,-28.60
404,-28.60
405,-28.60
406,-28.50
407,-28.50
408,-28.50
409,-28.50
410,-28.50
411,-28.50
412,-28.50
413,-28.50
414,-28.40
415,-28.40
416,-28.40
417,-28.40
418,-28.40
419,-28.40
420,-28.30
421,-28.30
422,-28.30
423,-28.30
424,-28.30
425,-28.30
426,-28.30
427,-28.30
428,-28.20
429,-28.20
430,-28.10
431,-28.10
432,-28.10
433,-28.10
434,-28.10
435,-28.10
436,-28.00
437,-28.00
438,-28.00
439,-28.00
440,-28.00
441,-28.00
442,-28.00
443,-27.90
444,-27.90
445,-27.90
446,-27.90
447,-27.90
448,-27.80
449,-27.80
450,-27.80
451,-27.80
452,-27.80
453,-27.80
454,-27.70
455,-27.70
456,-27.70
457,-27.70
458,-27.70
459,-27.70
460,-27.70
461,-27.70
462,-27.70
463,-27.70
464,-27.60
465,-27.60
466,-27.60
467,-27.60
468,-27.50
469,-27.50
470,-27.50
471,-27.50
472,-27.50
473,-27.50
474,-27.50
475,-27.50
476,-27.50
477,-27.40
478,-27.30
479,-27.30
480,-27.30
481,-27.30
482,-27.30
483,-27.30
484,-27.20
485,-27.20
486,-27.20
487,-27.20
488,-27.10
489,-27.10
490,-27.10
491,-27.10
492,-27.10
493,-27.00
494,-27.00
495,-27.00
496,-27.00
497,-27.00
498,-27.00
499,-26.90
500,-26.90
501,-26.90
502,-26.90
503,-26.80
504,-26.80
505,-26.80
506,-26.80
507,-26.80
508,-26.70
509,-26.70
510,-26.70
511,-26.70
512,-26.70
513,-26.70
514,-26.60
515,-26.60
516,-26.60
517,-26.60
518,-26.60
519,-26.60
520,-26.50
521,-26.50
522,-26.50
523,-26.50
524,-26.50
525,-26.40
526,-26.40
527,-26.30
528,-26.30
529,-26.30
530,-26.30
531,-26.30
532,-26.20
533,-26.20
534,-26.20
535,-26.20
536,-26.10
537,-26.10
538,-26.10
539,-26.10
540,-26.10
541,-26.10
542,-26.00
543,-26.00
544,-26.00
545,-25.90
546,-25.90
547,-25.90
548,-25.90
549,-25.80
550,-25.80
551,-25.80
552,-25.80
553,-25.80
554,-25.80
555,-25.80
556,-25.70
557,-25.70
558,-25.70
559,-25.70
560,-25.70
561,-25.70
562,-25.70
563,-25.70
564,-25.70
565,-25.70
566,-25.70
567,-25.70
568,-25.70
569,-25.60
570,-25.60
571,-25.60
572,-25.60
573,-25.60
574,-25.60
575,-25.60
576,-25.60
577,-25.50
578,-25.50
579,-25.50
580,-25.50
581,-25.50
582,-25.50
583,-25.50
584,-25.50
585,-25.40
586,-25.40
587,-25.40
588,-25.40
589,-25.30
590,-25.30
591,-25.30
592,-25.30
593,-25.30
594,-25.30
595,-25.30
596,-25.20
597,-25.20
598,-25.20
599,-25.20
600,-25.10
601,-25.10
602,-25.10
603,-25.10
604,-25.10
605,-25.10
606,-25.10
607,-25.10
608,-25.10
609,-25.00
610,-25.00
611,-24.90
612,-24.90
613,-24.90
614,-24.90
615,-24.90
616,-24.90
617,-24.90
618,-24.90
619,-24.90
620,-24.90
621,-24.90
622,-24.90
623,-24.80
624,-24.70
625,-24.70
626,-24.70
627,-24.70
628,-24.60
629,-24.60
630,-24.60
631,-24.60
632,-24.60
633,-24.60
634,-24.60
635,-24.60
636,-24.60
637,-24.50
638,-24.50
639,-24.50
640,-24.50
641,-24.50
642,-24.50
643,-24.40
644,-24.40
645,-24.40
646,-24.40
647,-24.40
648,-24.40
649,-24.30
650,-24.30
651,-24.30
652,-24.30
653,-24.30
654,-24.20
655,-24.20
656,-24.20
657,-24.20
658,-24.20
659,-24.20
660,-24.20
661,-24.20
662,-24.20
663,-24.20
664,-24.20
665,-24.20
666,-24.20
667,-24.20
668,-24.10
669,-24.10
670,-24.10
671,-24.10
672,-24.10
673,-24.10
674,-24.10
675,-24.10
676,-24.10
677,-24.10
678,-24.10
679,-24.10
680,-24.00
681,-24.00
682,-24.00
683,-24.00
684,-24.00
685,-24.00
686,-24.00
687,-24.00
688,-23.90
689,-23.90
690,-23.90
691,-23.90
692,-23.90
693,-23.80
694,-23.80
695,-23.80
696,-23.80
697,-23.80
698,-23.80
699,-23.80
700,-23.80
701,-23.80
702,-23.80
703,-23.80
704,-23.80
705,-23.70
706,-23.70
707,-23.70
708,-23.70
709,-23.70
710,-23.60
711,-23.60
712,-23.60
713,-23.60
714,-23.50
715,-23.50
716,-23.50
717,-23.50
718,-23.50
719,-23.50
720,-23.50
721,-23.40
722,-23.40
723,-23.40
724,-23.40
725,-23.40
726,-23.40
727,-23.40
728,-23.30
729,-23.30
730,-23.30
731,-23.30
732,-23.30
733,-23.30
734,-23.30
735,-23.30
736,-23.30
737,-23.30
738,-23.20
739,-23.20
740,-23.20
741,-23.20
742,-23.20
743,-23.20
744,-23.10
745,-23.10
746,-23.10
747,-23.00
748,-23.00
749,-23.00
750,-23.00
751,-23.00
752,-23.00
753,-22.90
754,-22.90
755,-22.90
756,-22.90
757,-22.90
758,-22.90
759,-22.80
760,-22.80
761,-22.80
762,-22.80
763,-22.70
764,-22.70
765,-22.70
766,-22.60
767,-22.60
768,-22.60
769,-22.60
770,-22.60
771,-22.60
772,-22.60
773,-22.60
774,-22.60
775,-22.60
776,-22.60
777,-22.50
778,-22.50
779,-22.50
780,-22.50
781,-22.50
782,-22.50
783,-22.40
784,-22.40
785,-22.40
786,-22.40
787,-22.40
788,-22.40
789,-22.30
790,-22.30
791,-22.30
792,-22.30
793,-22.30
794,-22.30
795,-22.20
796,-22.20
797,-22.20
798,-22.20
799,-22.20
800,-22.20
801,-22.20
802,-22.20
803,-22.10
804,-22.10
805,-22.10
806,-22.00
807,-22.00
808,-22.00
809,-22.00
810,-22.00
811,-22.00
812,-22.00
813,-22.00
814,-22.00
815,-22.00
816,-21.90
817,-21.90
818,-21.80
819,-21.80
820,-21.80
821,-21.80
822,-21.80
823,-21.80
824,-21.70
825,-21.70
826,-21.70
827,-21.70
828,-21.70
829,-21.70
830,-21.70
831,-21.70
832,-21.70
833,-21.70
834,-21.70
835,-21.70
836,-21.70
837,-21.60
838,-21.60
839,-21.60
840,-21.60
841,-21.60
842,-21.60
843,-21.60
844,-21.50
845,-21.50
846,-21.50
847,-21.50
848,-21.50
849,-21.50
850,-21.50
851,-21.50
852,-21.50
853,-21.50
854,-21.50
855,-21.50
856,-21.50
857,-21.50
858,-21.40
859,-21.40
860,-21.40
861,-21.40
862,-21.40
863,-21.40
864,-21.40
865,-21.40
866,-21.30
867,-21.30
868,-21.30
869,-21.30
870,-21.20
871,-21.20
872,-21.20
873,-21.20
874,-21.20
875,-21.20
876,-21.20
877,-21.20
878,-21.10
879,-21.10
880,-21.10
881,-21.10
882,-21.10
883,-21.10
884,-21.10
885,-21.10
886,-21.00
887,-21.00
888,-21.00
889,-21.00
890,-21.00
891,-21.00
892,-21.00
893,-21.00
894,-21.00
895,-21.00
896,-21.00
897,-21.00
898,-20.90
899,-20.90
900,-20.90
901,-20.90
902,-20.90
903,-20.90
904,-20.90
905,-20.90
906,-20.90
907,-20.90
908,-20.90
909,-20.90
910,-20.90
911,-20.90
912,-20.80
913,-20.80
914,-20.80
915,-20.80
916,-20.80
917,-20.80
918,-20.80
919,-20.80
920,-20.80
921,-20.80
922,-20.70
923,-20.70
924,-20.70
925,-20.70
926,-20.70
927,-20.70
928,-20.70
929,-20.70
930,-20.60
931,-20.60
932,-20.60
933,-20.60
934,-20.60
935,-20.60
936,-20.60
937,-20.60
938,-20.50
939,-20.50
940,-20.50
941,-20.50
942,-20.50
943,-20.50
944,-20.50
945,-20.50
946,-20.50
947,-20.50
948,-20.50
949,-20.40
950,-20.40
951,-20.40
952,-20.40
953,-20.40
954,-20.40
955,-20.40
956,-20.40
957,-20.40
958,-20.40
959,-20.40
960,-20.30
961,-20.30
962,-20.30
963,-20.30
964,-20.30
965,-20.30
966,-20.30
967,-20.20
968,-20.20
969,-20.20
970,-20.20
971,-20.20
972,-20.20
973,-20.20
974,-20.20
975,-20.10
976,-20.10
977,-20.10
978,-20.10
979,-20.10
980,-20.10
981,-20.10
982,-20.10
983,-20.00
984,-20.00
985,-20.00
986,-20.00
987,-20.00
988,-20.00
989,-20.00
990,-20.00
991,-20.00
992,-20.00
993,-20.00
994,-20.00
995,-20.00
996,-19.90
997,-19.90
998,-19.90
999,-19.90
1000,-19.90
1001,-19.80
1002,-19.80
1003,-19.80
1004,-19.80
1005,-19.80
1006,-19.80
1007,-19.80
1008,-19.80
1009,-19.80
1010,-19.80
1011,-19.80
1012,-19.80
1013,-19.80
1014,-19.80
1015,-19.70
1016,-19.70
1017,-19.70
1018,-19.70
1019,-19.70
1020,-19.70
1021,-19.70
1022,-19.70
1023,-19.70
1024,-19.60
1025,-19.60
1026,-19.60
1027,-19.60
1028,-19.60
1029,-19.60
1030,-19.60
1031,-19.60
1032,-19.60
1033,-19.60
1034,-19.50
1035,-19.50
1036,-19.50
1037,-19.50
1038,-19.50
1039,-19.50
1040,-19.50
1041,-19.50
1042,-19.50
1043,-19.40
1044,-19.40
1045,-19.40
1046,-19.40
1047,-19.40
1048,-19.40
1049,-19.40
1050,-19.40
1051,-19.40
1052,-19.40
1053,-19.40
1054,-19.40
1055,-19.30
1056,-19.30
1057,-19.30
1058,-19.30
1059,-19.30
1060,-19.30
1061,-19.30
1062,-19.30
1063,-19.30
1064,-19.20
1065,-19.20
1066,-19.20
1067,-19.20
1068,-19.20
1069,-19.10
1070,-19.10
1071,-19.10
1072,-19.10
1073,-19.10
1074,-19.10
1075,-19.10
1076,-19.10
1077,-19.10
1078,-19.10
1079,-19.00
1080,-19.00
1081,-19.00
1082,-19.00
1083,-19.00
1084,-19.00
1085,-19.00
1086,-19.00
1087,-19.00
1088,-18.90
1089,-18.90
1090,-18.90
1091,-18.90
1092,-18.90
1093,-18.90
1094,-18.90
1095,-18.90
1096,-18.90
1097,-18.80
1098,-18.80
1099,-18.80
1100,-18.80
1101,-18.80
1102,-18.80
1103,-18.80
1104,-18.80
1105,-18.80
1106,-18.80
1107,-18.80
1108,-18.80
1109,-18.70
1110,-18.70
1111,-18.70
1112,-18.70
1113,-18.70
1114,-18.70
1115,-18.70
1116,-18.70
1117,-18.70
1118,-18.70
1119,-18.60
1120,-18.60
1121,-18.60
1122,-18.60
1123,-18.60
1124,-18.60
1125,-18.60
1126,-18.60
1127,-18.60
1128,-18.60
1129,-18.50
1130,-18.50
1131,-18.50
1132,-18.50
1133,-18.50
1134,-18.50
1135,-18.50
1136,-18.50
1137,-18.50
1138,-18.50
1139,-18.50
1140,-18.40
1141,-18.40
1142,-18.40
1143,-18.40
1144,-18.40
1145,-18.40
1146,-18.40
1147,-18.40
1148,-18.40
1149,-18.40
1150,-18.40
1151,-18.40
1152,-18.40
1153,-18.30
1154,-18.30
1155,-18.30
1156,-18.30
1157,-18.30
1158,-18.30
1159,-18.30
1160,-18.30
1161,-18.30
1162,-18.30
1163,-18.30
1164,-18.30
1165,-18.20
1166,-18.20
1167,-18.20
1168,-18.20
1169,-18.20
1170,-18.20
1171,-18.20
1172,-18.20
1173,-18.20
1174,-18.20
1175,-18.20
1176,-18.20
1177,-18.10
1178,-18.10
1179,-18.10
1180,-18.10
1181,-18.10
1182,-18.10
1183,-18.10
1184,-18.10
1185,-18.10
1186,-18.10
1187,-18.10
1188,-18.00
1189,-18.00
1190,-18.00
1191,-18.00
1192,-18.00
1193,-18.00
1194,-18.00
1195,-18.00
1196,-17.90
1197,-17.90
1198,-17.90
1199,-17.90
1200,-17.90
1201,-17.90
1202,-17.90
1203,-17.90
1204,-17.90
1205,-17.90
1206,-17.90
1207,-17.80
1208,-17.80
1209,-17.80
1210,-17.80
1211,-17.80
1212,-17.80
1213,-17.80
1214,-17.80
1215,-17.80
1216,-17.80
1217,-17.70
1218,-17.70
1219,-17.70
1220,-17.70
1221,-17.70
1222,-17.70
1223,-17.70
1224,-17.70
1225,-17.70
1226,-17.70
1227,-17.70
1228,-17.60
1229,-17.60
1230,-17.60
1231,-17.60
1232,-17.60
1233,-17.60
1234,-17.60
1235,-17.60
1236,-17.60
1237,-17.60
1238,-17.60
1239,-17.50
1240,-17.50
1241,-17.50
1242,-17.50
1243,-17.50
1244,-17.50
1245,-17.50
1246,-17.50
1247,-17.40
1248,-17.40
1249,-17.40
1250,-17.40
1251,-17.40
1252,-17.40
1253,-17.40
1254,-17.40
1255,-17.40
1256,-17.40
1257,-17.40
1258,-17.40
1259,-17.30
1260,-17.30
1261,-17.30
1262,-17.30
1263,-17.30
1264,-17.30
1265,-17.30
1266,-17.30
1267,-17.30
1268,-17.30
1269,-17.30
1270,-17.20
1271,-17.20
1272,-17.20
1273,-17.20
1274,-17.20
1275,-17.20
1276,-17.20
1277,-17.20
1278,-17.20
1279,-17.20
1280,-17.20
1281,-17.20
1282,-17.20
1283,-17.20
1284,-17.20
1285,-17.10
1286,-17.10
1287,-17.10
1288,-17.10
1289,-17.10
1290,-17.10
1291,-17.10
1292,-17.10
1293,-17.10
1294,-17.10
1295,-17.10
1296,-17.00
1297,-17.00
1298,-17.00
1299,-17.00
1300,-17.00
1301,-17.00
1302,-17.00
1303,-17.00
1304,-17.00
1305,-17.00
1306,-17.00
1307,-17.00
1308,-17.00
1309,-17.00
1310,-16.90
1311,-16.90
1312,-16.90
1313,-16.90
1314,-16.90
1315,-16.90
1316,-16.90
1317,-16.90
1318,-16.90
1319,-16.90
1320,-16.90
1321,-16.80
1322,-16.80
1323,-16.80
1324,-16.80
1325,-16.80
1326,-16.80
1327,-16.80
1328,-16.80
1329,-16.80
1330,-16.80
1331,-16.80
1332,-16.80
1333,-16.80
1334,-16.80
1335,-16.70
1336,-16.70
1337,-16.70
1338,-16.70
1339,-16.70
1340,-16.70
1341,-16.70
1342,-16.70
1343,-16.70
1344,-16.70
1345,-16.60
1346,-16.60
1347,-16.60
1348,-16.60
1349,-16.60
1350,-16.60
1351,-16.60
1352,-16.60
1353,-16.60
1354,-16.50
1355,-16.50
1356,-16.50
1357,-16.50
1358,-16.50
1359,-16.50
1360,-16.50
1361,-16.50
1362,-16.50
1363,-16.50
1364,-16.50
1365,-16.50
1366,-16.50
1367,-16.50
1368,-16.40
1369,-16.40
1370,-16.40
1371,-16.40
1372,-16.40
1373,-16.40
1374,-16.40
1375,-16.40
1376,-16.40
1377,-16.40
1378,-16.40
1379,-16.40
1380,-16.40
1381,-16.40
1382,-16.30
1383,-16.30
1384,-16.30
1385,-16.30
1386,-16.30
1387,-16.30
1388,-16.30
1389,-16.30
1390,-16.30
1391,-16.30
1392,-16.30
1393,-16.30
1394,-16.30
1395,-16.20
1396,-16.20
1397,-16.20
1398,-16.20
1399,-16.20
1400,-16.20
1401,-16.20
1402,-16.20
1403,-16.20
1404,-16.20
1405,-16.20
1406,-16.10
1407,-16.10
1408,-16.10
1409,-16.10
1410,-16.10
1411,-16.10
1412,-16.10
1413,-16.10
1414,-16.10
1415,-16.10
1416,-16.10
1417,-16.10
1418,-16.10
1419,-16.10
1420,-16.10
1421,-16.00
1422,-16.00
1423,-16.00
1424,-16.00
1425,-16.00
1426,-16.00
1427,-16.00
1428,-16.00
1429,-16.00
1430,-16.00
1431,-16.00
1432,-16.00
1433,-16.00
1434,-16.00
1435,-16.00
1436,-15.90
1437,-15.90
1438,-15.90
1439,-15.90
1440,-15.90
1441,-15.90
1442,-15.90
1443,-15.90
1444,-15.90
1445,-15.90
1446,-15.90
1447,-15.90
1448,-15.90
1449,-15.90
1450,-15.80
1451,-15.80
1452,-15.80
1453,-15.80
1454,-15.80
1455,-15.80
1456,-15.80
1457,-15.80
1458,-15.80
1459,-15.80
1460,-15.80
1461,-15.80
1462,-15.70
1463,-15.70
1464,-15.70
1465,-15.70
1466,-15.70
1467,-15.70
1468,-15.70
1469,-15.70
1470,-15.70
1471,-15.70
1472,-15.70
1473,-15.60
1474,-15.60
1475,-15.60
1476,-15.60
1477,-15.60
1478,-15.60
1479,-15.60
1480,-15.60
1481,-15.60
1482,-15.60
1483,-15.60
1484,-15.60
1485,-15.50
1486,-15.50
1487,-15.50
1488,-15.50
1489,-15.50
1490,-15.50
1491,-15.50
1492,-15.50
1493,-15.50
1494,-15.50
1495,-15.50
1496,-15.50
1497,-15.50
1498,-15.40
1499,-15.40
1500,-15.40
1501,-15.40
1502,-15.40
1503,-15.40
1504,-15.40
1505,-15.40
1506,-15.40
1507,-15.40
1508,-15.30
1509,-15.30
1510,-15.30
1511,-15.30
1512,-15.30
1513,-15.30
1514,-15.30
1515,-15.30
1516,-15.30
1517,-15.30
1518,-15.30
1519,-15.30
1520,-15.30
1521,-15.30
1522,-15.30
1523,-15.20
1524,-15.20
1525,-15.20
1526,-15.20
1527,-15.20
1528,-15.20
1529,-15.20
1530,-15.20
1531,-15.20
1532,-15.20
1533,-15.20
1534,-15.20
1535,-15.20
1536,-15.20
1537,-15.20
1538,-15.10
1539,-15.10
1540,-15.10
1541,-15.10
1542,-15.10
1543,-15.10
1544,-15.10
1545,-15.10
1546,-15.10
1547,-15.10
1548,-15.10
1549,-15.10
1550,-15.10
1551,-15.10
1552,-15.00
1553,-15.00
1554,-15.00
1555,-15.00
1556,-15.00
1557,-15.00
1558,-14.90
1559,-14.90
1560,-14.90
1561,-14.90
1562,-14.90
1563,-14.90
1564,-14.90
1565,-14.90
1566,-14.80
1567,-14.80
1568,-14.80
1569,-14.80
1570,-14.80
1571,-14.80
1572,-14.80
1573,-14.80
1574,-14.80
1575,-14.80
1576,-14.70
1577,-14.70
1578,-14.70
1579,-14.70
1580,-14.70
1581,-14.70
1582,-14.70
1583,-14.70
1584,-14.70
1585,-14.70
1586,-14.70
1587,-14.60
1588,-14.60
1589,-14.60
1590,-14.60
1591,-14.60
1592,-14.60
1593,-14.60
1594,-14.60
1595,-14.60
1596,-14.60
1597,-14.60
1598,-14.50
1599,-14.50
1600,-14.50
1601,-14.50
1602,-14.50
1603,-14.50
1604,-14.50
1605,-14.50
1606,-14.50
1607,-14.50
1608,-14.50
1609,-14.40
1610,-14.40
1611,-14.40
1612,-14.40
1613,-14.40
1614,-14.40
1615,-14.40
1616,-14.40
1617,-14.40
1618,-14.40
1619,-14.40
1620,-14.30
1621,-14.30
1622,-14.30
1623,-14.30
1624,-14.30
1625,-14.30
1626,-14.30
1627,-14.30
1628,-14.30
1629,-14.30
1630,-14.30
1631,-14.20
1632,-14.20
1633,-14.20
1634,-14.20
1635,-14.20
1636,-14.20
1637,-14.20
1638,-14.20
1639,-14.20
1640,-14.20
1641,-14.20
1642,-14.20
1643,-14.20
1644,-14.20
1645,-14.20
1646,-14.20
1647,-14.20
1648,-14.20
1649,-14.20
1650,-14.10
1651,-14.10
1652,-14.10
1653,-14.10
1654,-14.10
1655,-14.10
1656,-14.10
1657,-14.10
1658,-14.10
1659,-14.10
1660,-14.10
1661,-14.10
1662,-14.10
1663,-14.10
1664,-14.10
1665,-14.00
1666,-14.00
1667,-14.00
1668,-14.00
1669,-14.00
1670,-14.00
1671,-14.00
1672,-14.00
1673,-14.00
1674,-14.00
1675,-14.00
1676,-14.00
1677,-14.00
1678,-14.00
1679,-14.00
1680,-14.00
1681,-14.00
1682,-14.00
1683,-13.90
1684,-13.90
1685,-13.90
1686,-13.90
1687,-13.90
1688,-13.90
1689,-13.90
1690,-13.90
1691,-13.90
1692,-13.90
1693,-13.90
1694,-13.90
1695,-13.90
1696,-13.90
1697,-13.90
1698,-13.80
1699,-13.80
1700,-13.80
1701,-13.80
1702,-13.80
1703,-13.80
1704,-13.80
1705,-13.80
1706,-13.80
1707,-13.80
1708,-13.80
1709,-13.80
1710,-13.80
1711,-13.70
1712,-13.70
1713,-13.70
1714,-13.70
1715,-13.70
1716,-13.70
1717,-13.70
1718,-13.70
1719,-13.70
1720,-13.70
1721,-13.70
1722,-13.60
1723,-13.60
1724,-13.60
1725,-13.60
1726,-13.60
1727,-13.60
1728,-13.60
1729,-13.60
1730,-13.60
1731,-13.60
1732,-13.50
1733,-13.50
1734,-13.50
1735,-13.50
1736,-13.50
1737,-13.50
1738,-13.50
1739,-13.50
1740,-13.50
1741,-13.50
1742,-13.50
1743,-13.50
1744,-13.50
1745,-13.50
1746,-13.50
1747,-13.50
1748,-13.50
1749,-13.50
1750,-13.50
1751,-13.50
1752,-13.50
1753,-13.40
1754,-13.40
1755,-13.40
1756,-13.40
1757,-13.40
1758,-13.40
1759,-13.40
1760,-13.40
1761,-13.40
1762,-13.40
1763,-13.30
1764,-13.30
1765,-13.30
1766,-13.30
1767,-13.30
1768,-13.30
1769,-13.30
1770,-13.30
1771,-13.30
1772,-13.30
1773,-13.30
1774,-13.30
1775,-13.20
1776,-13.20
1777,-13.20
1778,-13.20
1779,-13.20
1780,-13.20
1781,-13.20
1782,-13.20
1783,-13.20
1784,-13.10
1785,-13.10
1786,-13.10
1787,-13.10
1788,-13.10
1789,-13.10
1790,-13.10
1791,-13.10
1792,-13.10
1793,-13.10
1794,-13.00
1795,-13.00
1796,-13.00
1797,-13.00
1798,-13.00
1799,-13.00
1800,-13.00
1801,-13.00
1802,-13.00
1803,-13.00
1804,-13.00
1805,-13.00
1806,-13.00
1807,-13.00
1808,-13.00
1809,-13.00
1810,-12.90
1811,-12.90
1812,-12.90
1813,-12.90
1814,-12.90
1815,-12.90
1816,-12.90
1817,-12.90
1818,-12.90
1819,-12.90
1820,-12.90
1821,-12.90
1822,-12.90
1823,-12.90
1824,-12.90
1825,-12.90
1826,-12.80
1827,-12.80
1828,-12.80
1829,-12.80
1830,-12.80
1831,-12.80
1832,-12.80
1833,-12.80
1834,-12.80
1835,-12.80
1836,-12.80
1837,-12.80
1838,-12.80
1839,-12.70
1840,-12.70
1841,-12.70
1842,-12.70
1843,-12.70
1844,-12.70
1845,-12.70
1846,-12.70
1847,-12.70
1848,-12.70
1849,-12.70
1850,-12.70
1851,-12.70
1852,-12.70
1853,-12.70
1854,-12.60
1855,-12.60
1856,-12.60
1857,-12.60
1858,-12.60
1859,-12.60
1860,-12.60
1861,-12.60
1862,-12.60
1863,-12.60
1864,-12.60
1865,-12.60
1866,-12.60
1867,-12.60
1868,-12.60
1869,-12.50
1870,-12.50
