cell_id,dca_drop,exit_target,strategy_AB,n_trades,win_rate,mean_roi,median_roi,p25_roi,p75_roi,max_loss,total_pnl_baby
ATP_CHALL_leader_55-59,10,hold99,A,88,60.2,8.27,67.8,-100.0,77.84,835,3330
ATP_CHALL_leader_55-59,10,hold99,B,88,60.2,8.27,67.8,-100.0,77.84,835,3330
ATP_CHALL_leader_55-59,10,5,A,88,86.4,1.66,8.47,8.47,14.97,835,715
ATP_CHALL_leader_55-59,10,5,B,88,87.5,0.88,8.47,8.47,9.58,835,145
ATP_CHALL_leader_55-59,10,10,A,88,80.7,1.78,16.95,16.95,23.95,835,-280
ATP_CHALL_leader_55-59,10,10,B,88,81.8,0.92,16.95,16.95,18.56,835,-910
ATP_CHALL_leader_55-59,10,15,A,88,77.3,3.34,25.42,25.42,32.93,835,670
ATP_CHALL_leader_55-59,10,15,B,88,79.5,3.97,25.42,25.42,27.54,835,1135
ATP_CHALL_leader_55-59,10,20,A,88,75.0,7.42,33.9,-1.27,41.92,835,3295
ATP_CHALL_leader_55-59,10,20,B,88,77.3,7.55,33.9,17.01,36.53,835,3385
ATP_CHALL_leader_55-59,10,25,A,88,69.3,5.61,42.37,-88.32,50.9,835,1820
ATP_CHALL_leader_55-59,10,25,B,88,70.5,5.06,42.37,-49.25,45.51,835,1415
ATP_CHALL_leader_55-59,10,30,A,88,64.8,5.1,50.85,-100.0,59.88,835,1460
ATP_CHALL_leader_55-59,10,30,B,88,64.8,2.89,50.85,-100.0,54.49,835,-160
ATP_CHALL_leader_55-59,15,hold99,A,88,60.2,9.07,67.8,-100.0,83.33,810,2805
ATP_CHALL_leader_55-59,15,hold99,B,88,60.2,9.07,67.8,-100.0,83.33,810,2805
ATP_CHALL_leader_55-59,15,5,A,88,83.0,-0.1,8.47,8.47,18.52,810,-890
ATP_CHALL_leader_55-59,15,5,B,88,84.1,-0.96,8.47,8.47,9.26,810,-1505
ATP_CHALL_leader_55-59,15,10,A,88,79.5,2.34,16.95,16.95,27.78,810,-290
ATP_CHALL_leader_55-59,15,10,B,88,83.0,3.86,16.95,16.95,18.52,810,790
ATP_CHALL_leader_55-59,15,15,A,88,76.1,3.21,25.42,10.17,37.04,810,150
ATP_CHALL_leader_55-59,15,15,B,88,78.4,3.38,25.42,25.42,27.78,810,270
ATP_CHALL_leader_55-59,15,20,A,88,73.9,7.36,33.9,-3.39,46.3,810,2775
ATP_CHALL_leader_55-59,15,20,B,88,75.0,5.49,33.9,-1.27,37.04,810,1440
ATP_CHALL_leader_55-59,15,25,A,88,68.2,5.4,42.37,-100.0,55.56,810,1225
ATP_CHALL_leader_55-59,15,25,B,88,70.5,5.77,42.37,-47.69,46.3,810,1495
ATP_CHALL_leader_55-59,15,30,A,88,64.8,6.15,50.85,-100.0,64.81,810,1395
ATP_CHALL_leader_55-59,15,30,B,88,65.9,4.51,50.85,-100.0,55.56,810,225
ATP_CHALL_leader_55-59,20,hold99,A,88,60.2,9.92,67.8,-100.0,84.25,785,3080
ATP_CHALL_leader_55-59,20,hold99,B,88,60.2,9.92,67.8,-100.0,84.25,785,3080
ATP_CHALL_leader_55-59,20,5,A,88,83.0,0.15,8.47,8.47,18.84,785,-690
ATP_CHALL_leader_55-59,20,5,B,88,85.2,0.19,8.47,8.47,8.92,785,-660
ATP_CHALL_leader_55-59,20,10,A,88,79.5,2.29,16.95,16.95,28.12,785,-390
ATP_CHALL_leader_55-59,20,10,B,88,84.1,5.09,16.95,16.95,18.47,785,1545
ATP_CHALL_leader_55-59,20,15,A,88,76.1,3.61,25.42,10.17,41.4,785,350
ATP_CHALL_leader_55-59,20,15,B,88,78.4,3.32,25.42,25.42,28.03,785,155
ATP_CHALL_leader_55-59,20,20,A,88,73.9,7.96,33.9,-3.39,50.96,785,2975
ATP_CHALL_leader_55-59,20,20,B,88,75.0,6.24,33.9,-1.27,37.58,785,1790
ATP_CHALL_leader_55-59,20,25,A,88,68.2,6.02,42.37,-100.0,60.51,785,1425
ATP_CHALL_leader_55-59,20,25,B,88,70.5,5.87,42.37,-46.02,47.13,785,1320
ATP_CHALL_leader_55-59,20,30,A,88,64.8,7.04,50.85,-100.0,70.06,785,1820
ATP_CHALL_leader_55-59,20,30,B,88,67.0,6.48,50.85,-100.0,56.69,785,1430
ATP_CHALL_leader_55-59,25,hold99,A,88,60.2,10.95,67.8,-100.0,67.8,760,3805
ATP_CHALL_leader_55-59,25,hold99,B,88,60.2,10.95,67.8,-100.0,67.8,760,3805
ATP_CHALL_leader_55-59,25,5,A,88,83.0,0.49,8.47,8.47,8.47,760,-390
ATP_CHALL_leader_55-59,25,5,B,88,84.1,-0.76,8.47,8.47,8.47,760,-1230
ATP_CHALL_leader_55-59,25,10,A,88,79.5,2.49,16.95,16.95,16.95,760,-140
ATP_CHALL_leader_55-59,25,10,B,88,83.0,4.08,16.95,16.95,19.53,760,925
ATP_CHALL_leader_55-59,25,15,A,88,76.1,4.03,25.42,10.17,25.42,760,700
ATP_CHALL_leader_55-59,25,15,B,88,78.4,3.76,25.42,25.42,29.05,760,520
ATP_CHALL_leader_55-59,25,20,A,88,73.9,8.59,33.9,-3.39,50.42,760,3375
ATP_CHALL_leader_55-59,25,20,B,88,75.0,6.8,33.9,-1.27,40.13,760,2175
ATP_CHALL_leader_55-59,25,25,A,88,68.2,6.69,42.37,-100.0,59.94,760,1875
ATP_CHALL_leader_55-59,25,25,B,88,70.5,6.51,42.37,-44.56,50.0,760,1755
ATP_CHALL_leader_55-59,25,30,A,88,64.8,7.82,50.85,-100.0,64.83,760,2320
ATP_CHALL_leader_55-59,25,30,B,88,67.0,7.2,50.85,-100.0,59.87,760,1900
ATP_CHALL_leader_55-59,30,hold99,A,88,60.2,11.01,67.8,-100.0,67.8,735,3730
ATP_CHALL_leader_55-59,30,hold99,B,88,60.2,11.01,67.8,-100.0,67.8,735,3730
ATP_CHALL_leader_55-59,30,5,A,88,81.8,-0.79,8.47,8.47,8.47,735,-1005
ATP_CHALL_leader_55-59,30,5,B,88,83.0,-2.09,8.47,8.47,8.47,735,-1845
ATP_CHALL_leader_55-59,30,10,A,88,78.4,1.37,16.95,16.95,16.95,735,-530
ATP_CHALL_leader_55-59,30,10,B,88,80.7,1.33,16.95,16.95,16.95,735,-560
ATP_CHALL_leader_55-59,30,15,A,88,75.0,2.48,25.42,-1.27,25.42,735,-65
ATP_CHALL_leader_55-59,30,15,B,88,78.4,3.69,25.42,25.42,25.42,735,715
ATP_CHALL_leader_55-59,30,20,A,88,73.9,8.65,33.9,-3.39,33.9,735,3375
ATP_CHALL_leader_55-59,30,20,B,88,75.0,6.7,33.9,-1.27,33.9,735,2115
ATP_CHALL_leader_55-59,30,25,A,88,68.2,7.08,42.37,-100.0,42.37,735,2175
ATP_CHALL_leader_55-59,30,25,B,88,68.2,3.41,42.37,-100.0,42.37,735,-195
ATP_CHALL_leader_55-59,30,30,A,88,64.8,7.96,50.85,-100.0,50.85,735,2370
ATP_CHALL_leader_55-59,30,30,B,88,65.9,5.34,50.85,-100.0,50.85,735,675
ATP_CHALL_leader_60-64,,hold99,NA,70,57.1,-0.97,59.68,-100.0,59.68,620,-420
ATP_CHALL_leader_60-64,,5,NA,70,80.0,-5.71,8.06,8.06,8.06,620,-2480
ATP_CHALL_leader_60-64,,10,NA,70,74.3,-8.43,16.13,-4.44,16.13,620,-3660
ATP_CHALL_leader_60-64,,15,NA,70,67.1,-9.61,24.19,-100.0,24.19,620,-4170
ATP_CHALL_leader_60-64,,20,NA,70,67.1,-4.72,32.26,-100.0,32.26,620,-2050
ATP_CHALL_leader_60-64,,25,NA,70,61.4,-6.06,40.32,-100.0,40.32,620,-2630
ATP_CHALL_leader_60-64,,30,NA,70,58.6,-5.35,48.39,-100.0,48.39,620,-2320
ATP_CHALL_leader_60-64,5,hold99,A,70,57.1,1.35,60.48,-100.0,64.09,905,-160
ATP_CHALL_leader_60-64,5,hold99,B,70,57.1,1.35,60.48,-100.0,64.09,905,-160
ATP_CHALL_leader_60-64,5,5,A,70,81.4,-5.84,8.06,8.06,11.05,905,-4440
ATP_CHALL_leader_60-64,5,5,B,70,82.9,-5.77,7.73,7.73,8.06,905,-4395
ATP_CHALL_leader_60-64,5,10,A,70,74.3,-7.4,19.34,-3.8,19.34,905,-5590
ATP_CHALL_leader_60-64,5,10,B,70,77.1,-5.74,16.02,16.02,16.05,905,-4540
ATP_CHALL_leader_60-64,5,15,A,70,67.1,-7.85,24.19,-100.0,27.62,905,-6035
ATP_CHALL_leader_60-64,5,15,B,70,68.6,-8.99,24.25,-100.0,24.31,905,-6755
ATP_CHALL_leader_60-64,5,20,A,70,67.1,-2.86,32.26,-100.0,35.91,905,-3090
ATP_CHALL_leader_60-64,5,20,B,70,67.1,-4.42,32.26,-100.0,32.6,905,-4080
ATP_CHALL_leader_60-64,5,25,A,70,61.4,-4.17,40.32,-100.0,44.2,905,-4010
ATP_CHALL_leader_60-64,5,25,B,70,65.7,0.4,40.32,-100.0,40.88,905,-1115
ATP_CHALL_leader_60-64,5,30,A,70,58.6,-3.24,48.39,-100.0,52.49,905,-3145
ATP_CHALL_leader_60-64,5,30,B,70,58.6,-4.8,48.39,-100.0,49.17,905,-4135
ATP_CHALL_leader_60-64,10,hold99,A,70,57.1,3.08,59.68,-100.0,68.75,880,215
ATP_CHALL_leader_60-64,10,hold99,B,70,57.1,3.08,59.68,-100.0,68.75,880,215
ATP_CHALL_leader_60-64,10,5,A,70,81.4,-4.73,8.06,8.06,14.2,880,-3960
ATP_CHALL_leader_60-64,10,5,B,70,82.9,-4.56,8.06,8.06,9.09,880,-3855
ATP_CHALL_leader_60-64,10,10,A,70,74.3,-6.93,16.13,-2.94,22.73,880,-5615
ATP_CHALL_leader_60-64,10,10,B,70,78.6,-3.5,16.13,16.13,17.61,880,-3500
ATP_CHALL_leader_60-64,10,15,A,70,67.1,-6.87,24.19,-100.0,31.25,880,-5685
ATP_CHALL_leader_60-64,10,15,B,70,70.0,-7.7,24.19,-100.0,26.14,880,-6195
ATP_CHALL_leader_60-64,10,20,A,70,67.1,-1.82,32.26,-100.0,39.77,880,-2940
ATP_CHALL_leader_60-64,10,20,B,70,67.1,-3.65,32.26,-100.0,34.66,880,-4065
ATP_CHALL_leader_60-64,10,25,A,70,61.4,-2.93,40.32,-100.0,48.3,880,-3660
ATP_CHALL_leader_60-64,10,25,B,70,65.7,1.38,40.32,-100.0,43.18,880,-1005
ATP_CHALL_leader_60-64,10,30,A,70,58.6,-1.69,48.39,-100.0,56.82,880,-2645
ATP_CHALL_leader_60-64,10,30,B,70,60.0,-1.56,48.39,-100.0,51.7,880,-2570
ATP_CHALL_leader_60-64,15,hold99,A,70,57.1,4.28,59.68,-100.0,73.68,855,335
ATP_CHALL_leader_60-64,15,hold99,B,70,57.1,4.28,59.68,-100.0,73.68,855,335
ATP_CHALL_leader_60-64,15,5,A,70,81.4,-4.24,8.06,8.06,8.06,855,-3780
ATP_CHALL_leader_60-64,15,5,B,70,82.9,-3.94,8.06,8.06,8.06,855,-3600
ATP_CHALL_leader_60-64,15,10,A,70,74.3,-7.07,16.13,-0.81,16.13,855,-5790
ATP_CHALL_leader_60-64,15,10,B,70,77.1,-5.34,16.13,16.13,16.13,855,-4755
ATP_CHALL_leader_60-64,15,15,A,70,67.1,-6.63,24.19,-100.0,35.09,855,-5735
ATP_CHALL_leader_60-64,15,15,B,70,70.0,-7.83,24.19,-100.0,26.32,855,-6455
ATP_CHALL_leader_60-64,15,20,A,70,67.1,-1.24,32.26,-100.0,43.86,855,-2840
ATP_CHALL_leader_60-64,15,20,B,70,67.1,-3.62,32.26,-100.0,35.09,855,-4265
ATP_CHALL_leader_60-64,15,25,A,70,61.4,-1.92,40.32,-100.0,52.63,855,-3210
ATP_CHALL_leader_60-64,15,25,B,70,65.7,1.61,40.32,-100.0,43.86,855,-1095
ATP_CHALL_leader_60-64,15,30,A,70,58.6,-0.63,48.39,-100.0,61.4,855,-2395
ATP_CHALL_leader_60-64,15,30,B,70,60.0,-1.33,48.39,-100.0,52.63,855,-2815
ATP_CHALL_leader_60-64,20,hold99,A,70,60.0,5.27,59.68,-100.0,78.92,830,740
ATP_CHALL_leader_60-64,20,hold99,B,70,60.0,5.27,59.68,-100.0,78.92,830,740
ATP_CHALL_leader_60-64,20,5,A,70,81.4,-5.8,8.06,8.06,8.06,830,-4510
ATP_CHALL_leader_60-64,20,5,B,70,82.9,-5.51,8.06,8.06,8.06,830,-4345
ATP_CHALL_leader_60-64,20,10,A,70,75.7,-6.72,16.13,1.45,16.13,830,-5365
ATP_CHALL_leader_60-64,20,10,B,70,78.6,-5.35,16.13,16.13,16.13,830,-4570
ATP_CHALL_leader_60-64,20,15,A,70,70.0,-6.3,24.19,-100.0,24.19,830,-5350
ATP_CHALL_leader_60-64,20,15,B,70,71.4,-6.69,24.19,-39.52,24.77,830,-5575
ATP_CHALL_leader_60-64,20,20,A,70,70.0,-0.76,32.26,-100.0,32.26,830,-2480
ATP_CHALL_leader_60-64,20,20,B,70,70.0,-3.19,32.26,-100.0,33.08,830,-3890
ATP_CHALL_leader_60-64,20,25,A,70,64.3,-1.24,40.32,-100.0,57.23,830,-2775
ATP_CHALL_leader_60-64,20,25,B,70,67.1,-0.37,40.32,-100.0,44.58,830,-2265
ATP_CHALL_leader_60-64,20,30,A,70,61.4,0.23,48.39,-100.0,66.27,830,-1935
ATP_CHALL_leader_60-64,20,30,B,70,65.7,3.2,48.39,-100.0,53.61,830,-210
ATP_CHALL_leader_60-64,25,hold99,A,70,60.0,5.45,59.68,-100.0,67.09,805,600
ATP_CHALL_leader_60-64,25,hold99,B,70,60.0,5.45,59.68,-100.0,67.09,805,600
ATP_CHALL_leader_60-64,25,5,A,70,80.0,-5.06,8.06,8.06,8.06,805,-3955
ATP_CHALL_leader_60-64,25,5,B,70,81.4,-4.77,8.06,8.06,8.06,805,-3790
ATP_CHALL_leader_60-64,25,10,A,70,74.3,-6.76,16.13,-4.44,16.13,805,-5140
ATP_CHALL_leader_60-64,25,10,B,70,75.7,-6.97,16.13,11.29,16.13,805,-5260
ATP_CHALL_leader_60-64,25,15,A,70,68.6,-6.1,24.19,-100.0,24.19,805,-5000
ATP_CHALL_leader_60-64,25,15,B,70,68.6,-8.33,24.19,-100.0,24.19,805,-6260
ATP_CHALL_leader_60-64,25,20,A,70,68.6,-0.71,32.26,-100.0,32.26,805,-2355
ATP_CHALL_leader_60-64,25,20,B,70,68.6,-3.02,32.26,-100.0,32.26,805,-3660
ATP_CHALL_leader_60-64,25,25,A,70,64.3,-1.3,40.32,-100.0,40.32,805,-2825
ATP_CHALL_leader_60-64,25,25,B,70,65.7,-2.18,40.32,-100.0,40.32,805,-3320
ATP_CHALL_leader_60-64,25,30,A,70,61.4,0.32,48.39,-100.0,48.39,805,-1985
ATP_CHALL_leader_60-64,25,30,B,70,64.3,1.39,48.39,-100.0,56.52,805,-1385
ATP_CHALL_leader_60-64,30,hold99,A,70,60.0,5.23,59.68,-100.0,59.68,780,335
ATP_CHALL_leader_60-64,30,hold99,B,70,60.0,5.23,59.68,-100.0,59.68,780,335
ATP_CHALL_leader_60-64,30,5,A,70,80.0,-5.01,8.06,8.06,8.06,780,-3705
ATP_CHALL_leader_60-64,30,5,B,70,81.4,-4.82,8.06,8.06,8.06,780,-3600
ATP_CHALL_leader_60-64,30,10,A,70,74.3,-6.53,16.13,-4.44,16.13,780,-4740
ATP_CHALL_leader_60-64,30,10,B,70,75.7,-7.02,16.13,11.29,16.13,780,-5010
ATP_CHALL_leader_60-64,30,15,A,70,68.6,-5.94,24.19,-100.0,24.19,780,-4675
ATP_CHALL_leader_60-64,30,15,B,70,68.6,-8.42,24.19,-100.0,24.19,780,-6025
ATP_CHALL_leader_60-64,30,20,A,70,68.6,-0.84,32.26,-100.0,32.26,780,-2305
ATP_CHALL_leader_60-64,30,20,B,70,68.6,-3.58,32.26,-100.0,32.26,780,-3805
ATP_CHALL_leader_60-64,30,25,A,70,64.3,-1.32,40.32,-100.0,40.32,780,-2725
ATP_CHALL_leader_60-64,30,25,B,70,65.7,-2.23,40.32,-100.0,40.32,780,-3220
ATP_CHALL_leader_60-64,30,30,A,70,61.4,0.04,48.39,-100.0,48.39,780,-2160
ATP_CHALL_leader_60-64,30,30,B,70,62.9,-1.0,48.39,-100.0,48.39,780,-2730
ATP_CHALL_leader_65-69,,hold99,NA,70,70.0,4.51,43.48,-100.0,43.48,690,2180
ATP_CHALL_leader_65-69,,5,NA,70,81.4,-3.79,7.25,7.25,7.25,690,-1830
ATP_CHALL_leader_65-69,,10,NA,70,81.4,-0.99,14.49,14.49,14.49,690,-480
ATP_CHALL_leader_65-69,,15,NA,70,80.0,1.76,21.74,21.74,21.74,690,850
ATP_CHALL_leader_65-69,,20,NA,70,72.9,-1.99,28.99,-6.88,28.99,690,-960
ATP_CHALL_leader_65-69,,25,NA,70,70.0,-0.6,36.23,-100.0,36.23,690,-290
ATP_CHALL_leader_65-69,,30,NA,70,70.0,4.51,43.48,-100.0,43.48,690,2180
ATP_CHALL_leader_65-69,5,hold99,A,70,70.0,6.37,47.03,-100.0,47.03,1010,2720
ATP_CHALL_leader_65-69,5,hold99,B,70,70.0,6.37,47.03,-100.0,47.03,1010,2720
ATP_CHALL_leader_65-69,5,5,A,70,87.1,0.2,7.25,7.25,9.9,1010,-960
ATP_CHALL_leader_65-69,5,5,B,70,88.6,0.54,6.93,6.93,7.25,1010,-720
ATP_CHALL_leader_65-69,5,10,A,70,81.4,-0.93,14.49,14.49,17.33,1010,-1845
ATP_CHALL_leader_65-69,5,10,B,70,84.3,0.94,14.36,14.36,14.49,1010,-525
ATP_CHALL_leader_65-69,5,15,A,70,80.0,2.97,23.25,21.74,24.75,1010,660
ATP_CHALL_leader_65-69,5,15,B,70,80.0,1.48,21.76,21.74,21.78,1010,-390
ATP_CHALL_leader_65-69,5,20,A,70,72.9,-0.27,32.18,-6.33,32.18,1010,-1465
ATP_CHALL_leader_65-69,5,20,B,70,74.3,0.01,29.21,-2.54,29.21,1010,-1270
ATP_CHALL_leader_65-69,5,25,A,70,70.0,1.12,37.92,-100.0,39.6,1010,-810
ATP_CHALL_leader_65-69,5,25,B,70,70.0,-0.37,36.43,-100.0,36.63,1010,-1860
ATP_CHALL_leader_65-69,5,30,A,70,70.0,6.37,47.03,-100.0,47.03,1010,2720
ATP_CHALL_leader_65-69,5,30,B,70,70.0,4.87,44.06,-100.0,44.06,1010,1655
ATP_CHALL_leader_65-69,10,hold99,A,70,70.0,7.49,43.48,-100.0,50.76,985,2495
ATP_CHALL_leader_65-69,10,hold99,B,70,70.0,7.49,43.48,-100.0,50.76,985,2495
ATP_CHALL_leader_65-69,10,5,A,70,87.1,1.35,7.25,7.25,12.69,985,-350
ATP_CHALL_leader_65-69,10,5,B,70,87.1,-0.02,7.25,7.25,8.12,985,-1295
ATP_CHALL_leader_65-69,10,10,A,70,81.4,-0.49,14.49,14.49,20.3,985,-1945
ATP_CHALL_leader_65-69,10,10,B,70,84.3,1.45,14.49,14.49,15.74,985,-610
ATP_CHALL_leader_65-69,10,15,A,70,80.0,3.61,21.74,21.74,27.92,985,460
ATP_CHALL_leader_65-69,10,15,B,70,80.0,2.05,21.74,21.74,23.35,985,-620
ATP_CHALL_leader_65-69,10,20,A,70,72.9,0.51,28.99,-5.64,35.53,985,-1765
ATP_CHALL_leader_65-69,10,20,B,70,74.3,0.68,28.99,-2.48,30.96,985,-1645
ATP_CHALL_leader_65-69,10,25,A,70,70.0,2.13,36.23,-100.0,43.15,985,-860
ATP_CHALL_leader_65-69,10,25,B,70,70.0,0.37,36.23,-100.0,38.58,985,-2075
ATP_CHALL_leader_65-69,10,30,A,70,70.0,7.49,43.48,-100.0,50.76,985,2495
ATP_CHALL_leader_65-69,10,30,B,70,70.0,5.71,43.48,-100.0,46.19,985,1265
ATP_CHALL_leader_65-69,15,hold99,A,70,70.0,8.3,43.48,-100.0,54.69,960,2540
ATP_CHALL_leader_65-69,15,hold99,B,70,70.0,8.3,43.48,-100.0,54.69,960,2540
ATP_CHALL_leader_65-69,15,5,A,70,85.7,1.63,7.25,7.25,15.62,960,-480
ATP_CHALL_leader_65-69,15,5,B,70,88.6,3.03,7.25,7.25,7.81,960,465
ATP_CHALL_leader_65-69,15,10,A,70,81.4,0.72,14.49,14.49,23.44,960,-1350
ATP_CHALL_leader_65-69,15,10,B,70,85.7,3.89,14.49,14.49,15.62,960,780
ATP_CHALL_leader_65-69,15,15,A,70,80.0,4.11,21.74,21.74,31.25,960,610
ATP_CHALL_leader_65-69,15,15,B,70,80.0,1.99,21.74,21.74,23.44,960,-815
ATP_CHALL_leader_65-69,15,20,A,70,72.9,1.28,28.99,-3.79,39.06,960,-1390
ATP_CHALL_leader_65-69,15,20,B,70,74.3,0.7,28.99,-1.87,31.25,960,-1780
ATP_CHALL_leader_65-69,15,25,A,70,70.0,3.0,36.23,-100.0,46.88,960,-510
ATP_CHALL_leader_65-69,15,25,B,70,70.0,0.43,36.23,-100.0,39.06,960,-2235
ATP_CHALL_leader_65-69,15,30,A,70,70.0,8.3,43.48,-100.0,54.69,960,2540
ATP_CHALL_leader_65-69,15,30,B,70,70.0,5.71,43.48,-100.0,46.88,960,800
ATP_CHALL_leader_65-69,20,hold99,A,70,70.0,8.82,43.48,-100.0,58.82,935,2590
ATP_CHALL_leader_65-69,20,hold99,B,70,70.0,8.82,43.48,-100.0,58.82,935,2590
ATP_CHALL_leader_65-69,20,5,A,70,85.7,1.83,7.25,7.25,18.72,935,-280
ATP_CHALL_leader_65-69,20,5,B,70,88.6,2.98,7.25,7.25,7.49,935,470
ATP_CHALL_leader_65-69,20,10,A,70,81.4,0.81,14.49,14.49,14.49,935,-1275
ATP_CHALL_leader_65-69,20,10,B,70,85.7,3.83,14.49,14.49,15.51,935,705
ATP_CHALL_leader_65-69,20,15,A,70,80.0,4.36,21.74,21.74,21.74,935,685
ATP_CHALL_leader_65-69,20,15,B,70,82.9,5.48,21.74,21.74,22.19,935,1420
ATP_CHALL_leader_65-69,20,20,A,70,72.9,1.7,28.99,-2.54,42.78,935,-1215
ATP_CHALL_leader_65-69,20,20,B,70,74.3,0.69,28.99,-0.76,31.55,935,-1875
ATP_CHALL_leader_65-69,20,25,A,70,70.0,3.49,36.23,-100.0,50.8,935,-360
ATP_CHALL_leader_65-69,20,25,B,70,71.4,2.44,36.23,-29.35,39.57,935,-1050
ATP_CHALL_leader_65-69,20,30,A,70,70.0,8.82,43.48,-100.0,58.82,935,2590
ATP_CHALL_leader_65-69,20,30,B,70,70.0,5.75,43.48,-100.0,47.59,935,580
ATP_CHALL_leader_65-69,25,hold99,A,70,71.4,8.35,43.48,-100.0,43.48,910,1890
ATP_CHALL_leader_65-69,25,hold99,B,70,71.4,8.35,43.48,-100.0,43.48,910,1890
ATP_CHALL_leader_65-69,25,5,A,70,85.7,0.06,7.25,7.25,7.25,910,-1340
ATP_CHALL_leader_65-69,25,5,B,70,87.1,0.11,7.25,7.25,7.25,910,-1310
ATP_CHALL_leader_65-69,25,10,A,70,82.9,0.77,14.49,14.49,14.49,910,-1225
ATP_CHALL_leader_65-69,25,10,B,70,85.7,2.42,14.49,14.49,14.49,910,-175
ATP_CHALL_leader_65-69,25,15,A,70,81.4,4.23,21.74,21.74,21.74,910,560
ATP_CHALL_leader_65-69,25,15,B,70,84.3,5.74,21.74,21.74,21.74,910,1520
ATP_CHALL_leader_65-69,25,20,A,70,74.3,1.23,28.99,-2.54,28.99,910,-1690
ATP_CHALL_leader_65-69,25,20,B,70,75.7,0.87,28.99,1.29,28.99,910,-1915
ATP_CHALL_leader_65-69,25,25,A,70,71.4,3.05,36.23,-100.0,36.23,910,-910
ATP_CHALL_leader_65-69,25,25,B,70,72.9,2.63,36.23,-29.35,36.23,910,-1180
ATP_CHALL_leader_65-69,25,30,A,70,71.4,8.35,43.48,-100.0,43.48,910,1890
ATP_CHALL_leader_65-69,25,30,B,70,71.4,5.88,43.48,-100.0,43.48,910,315
ATP_CHALL_leader_65-69,30,hold99,A,70,71.4,8.56,43.48,-100.0,43.48,885,2090
ATP_CHALL_leader_65-69,30,hold99,B,70,71.4,8.56,43.48,-100.0,43.48,885,2090
ATP_CHALL_leader_65-69,30,5,A,70,85.7,0.51,7.25,7.25,7.25,885,-1005
ATP_CHALL_leader_65-69,30,5,B,70,87.1,0.66,7.25,7.25,7.25,885,-915
ATP_CHALL_leader_65-69,30,10,A,70,82.9,0.73,14.49,14.49,14.49,885,-1125
ATP_CHALL_leader_65-69,30,10,B,70,87.1,4.05,14.49,14.49,14.49,885,930
ATP_CHALL_leader_65-69,30,15,A,70,81.4,4.59,21.74,21.74,21.74,885,910
ATP_CHALL_leader_65-69,30,15,B,70,84.3,5.76,21.74,21.74,21.74,885,1630
ATP_CHALL_leader_65-69,30,20,A,70,74.3,1.67,28.99,-2.54,28.99,885,-1215
ATP_CHALL_leader_65-69,30,20,B,70,75.7,0.91,28.99,3.45,28.99,885,-1680
ATP_CHALL_leader_65-69,30,25,A,70,71.4,3.25,36.23,-100.0,36.23,885,-660
ATP_CHALL_leader_65-69,30,25,B,70,72.9,2.62,36.23,-29.35,36.23,885,-1050
ATP_CHALL_leader_65-69,30,30,A,70,71.4,8.56,43.48,-100.0,43.48,885,2090
ATP_CHALL_leader_65-69,30,30,B,70,71.4,5.87,43.48,-100.0,43.48,885,425
ATP_CHALL_leader_70-74,,hold99,NA,58,79.3,13.82,35.62,35.62,35.62,730,5850
