cell,ticker,entry_mid,entry_bid,side,last_mid,exit_c,target,scalp_phase,theta_pregame,theta_early,gamma_excursion_pct,vega,pregame_min,total_min,n_snapshots
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR26SINMOL-MOL,44.0,6,loser,1.5,4,10,pregame,-0.0258,0.0000,4.5,2.2,1610,1859,355
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR27BLOAUG-AUG,40.5,7,loser,4.5,4,11,pregame,0.0205,0.0000,180.2,7.5,1610,1961,372
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR27MEDBUD-MED,42.5,7,winner,98.0,4,11,pregame,0.0199,0.0000,55.3,3.4,1610,1773,342
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22BERCIL-BER,49.5,49,loser,7.0,10,59,pregame,-0.0320,-0.4167,27.3,8.2,1155,1170,231
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22CARFUC-FUC,48.5,48,loser,2.5,10,58,late_match,0.0017,-0.0167,146.4,4.5,1155,2624,512
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22DZUBEL-DZU,46.5,46,winner,95.5,10,56,early_match,-0.0009,1.0667,111.8,7.2,1155,1235,244
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22TRUMER-MER,49.0,1,winner,96.5,10,11,pregame,0.0072,0.1000,178.6,4.6,973,2882,553
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22TRUMER-TRU,49.0,1,loser,3.0,10,11,pregame,-0.0057,-0.0167,178.6,3.9,973,2882,553
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR22ZHAKOP-ZHA,49.5,49,loser,3.5,10,59,none,-0.0398,,,6.1,1155,1088,215
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24GAUAUG-AUG,49.0,1,winner,93.5,10,11,pregame,0.0235,0.0000,38.8,4.6,1192,2850,556
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24GAUAUG-GAU,49.0,1,loser,6.5,10,11,pregame,-0.0222,0.0000,38.8,4.8,1192,2850,556
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24LEHTAB-TAB,46.5,44,loser,5.5,10,54,mid_match,-0.0113,0.0167,147.3,10.7,399,616,123
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24NAVVAC-VAC,46.0,16,loser,8.0,10,26,pregame,0.0990,-0.8167,181.5,13.0,399,464,93
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24NAVZVE-NAV,49.0,1,loser,1.5,10,11,pregame,-0.0228,0.0000,39.8,3.1,1294,3017,589
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR24NAVZVE-ZVE,49.0,1,winner,98.5,10,11,pregame,0.0236,0.0000,40.8,4.5,1294,3022,590
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25BUDSHA-BUD,45.5,6,winner,93.5,10,16,pregame,-0.0019,0.0000,120.9,5.8,1611,1997,396
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25BUDSHA-SHA,45.5,6,loser,6.0,10,16,pregame,0.0087,0.0000,120.9,5.9,1611,1997,396
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25CERDAR-CER,45.5,6,loser,2.5,10,16,pregame,-0.0180,-0.1333,15.4,5.3,1611,1639,326
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25CERDAR-DAR,45.5,6,winner,96.5,10,16,pregame,0.0230,0.1000,15.4,5.4,1611,1639,326
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25KHAWAL-KHA,45.5,6,winner,98.0,10,16,pregame,0.0326,,,3.7,1611,1513,301
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25KHAWAL-WAL,45.5,6,loser,1.5,10,16,pregame,-0.0273,,,3.1,1611,1518,302
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25MERMOU-MER,45.5,6,winner,92.5,10,16,pregame,-0.0062,-0.0167,131.9,8.6,1611,2038,403
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25MERMOU-MOU,45.5,6,loser,8.5,10,16,pregame,0.0130,0.0000,136.3,8.8,1611,2038,403
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25UGOCOB-COB,45.5,6,winner,95.5,10,16,pregame,0.0137,0.0000,127.5,4.5,1611,1926,383
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR25UGOCOB-UGO,45.5,6,loser,4.5,10,16,pregame,-0.0081,0.0000,127.5,4.1,1611,1926,383
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR26DAVRUU-DAV,49.0,1,loser,2.0,10,11,pregame,-0.0115,0.0000,66.3,4.2,1343,2744,525
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR26DAVRUU-RUU,49.0,1,winner,98.0,10,11,pregame,0.0130,0.0000,64.3,4.0,1343,2744,525
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR26FONJOD-FON,48.0,45,loser,1.5,10,55,late_match,-0.0016,0.0000,120.8,4.5,1610,2327,448
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR26PRIETC-PRI,48.0,45,loser,2.0,10,55,mid_match,-0.0025,0.0167,155.2,5.5,1610,1798,345
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR27ATMZVE-ZVE,46.0,7,winner,92.5,10,17,pregame,0.0233,0.0000,32.6,2.6,1610,2073,388
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR27TSIMER-MER,46.0,7,loser,2.5,10,17,pregame,-0.0090,0.0167,73.9,3.1,1610,1667,323
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR27TSIMER-TSI,45.0,7,winner,96.5,10,17,pregame,0.0158,-0.1000,73.3,3.3,1610,1667,323
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28CERBLO-BLO,45.5,6,winner,94.5,10,16,pregame,0.0316,,,8.8,1549,1477,259
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28ETCFIL-ETC,45.5,6,loser,3.5,10,16,pregame,-0.0260,,,4.3,1613,1592,279
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28ETCFIL-FIL,45.5,6,winner,96.5,10,16,pregame,0.0316,,,4.5,1613,1592,279
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28KOPJOD-JOD,45.5,6,winner,97.5,10,16,pregame,0.0229,0.0000,70.3,2.7,1613,1868,332
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28KOPJOD-KOP,45.5,6,loser,2.5,10,16,pregame,-0.0171,-0.0167,72.5,2.4,1613,1868,332
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28SINNOR-NOR,45.5,6,loser,2.0,10,16,pregame,-0.0270,,,2.5,1613,1586,278
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28SINNOR-SIN,45.5,6,winner,98.5,10,16,pregame,0.0329,,,3.1,1613,1586,277
ATP_MAIN_underdog_45-49,KXATPMATCH-26APR28TSIRUU-RUU,45.5,6,winner,93.5,10,16,pregame,0.0203,0.0000,182.4,11.5,1280,1557,272
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR22COSPRI-COS,43.0,1,loser,2.5,30,31,pregame,-0.0456,,,9.4,889,804,160
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR22COSPRI-PRI,43.0,1,winner,98.0,30,31,pregame,0.0619,,,9.3,889,804,160
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR22OKTYUA-YUA,44.0,3,winner,98.5,30,33,pregame,0.0614,,,10.2,888,789,156
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24KLIYUA-YUA,44.0,5,loser,7.0,30,35,pregame,-0.0418,,,13.6,885,837,167
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24KUDBRO-KUD,44.0,5,winner,93.5,30,35,pregame,0.0559,,,5.9,886,807,161
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24PRIFER-FER,43.0,1,winner,93.5,30,31,pregame,0.0568,,,7.4,890,868,173
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24PRIFER-PRI,43.0,1,loser,6.5,30,31,pregame,-0.0410,,,6.2,890,868,173
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24SEMOSU-OSU,44.5,4,winner,91.0,30,34,pregame,0.0525,,,9.3,887,836,167
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR24SEMOSU-SEM,44.5,4,loser,9.0,30,34,pregame,-0.0400,,,9.4,887,836,167
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25FERKLI-FER,44.5,4,winner,91.5,30,34,pregame,0.0529,,,7.9,888,805,161
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25FERKLI-KLI,44.5,4,loser,8.5,30,34,pregame,-0.0405,,,7.9,888,805,161
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25KUDOSU-KUD,44.5,4,winner,91.0,30,34,pregame,0.0523,,,4.3,888,810,162
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25KUDOSU-OSU,44.5,4,loser,8.5,30,34,pregame,-0.0405,,,4.0,888,810,162
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25WEIYAM-WEI,44.5,4,winner,98.5,30,34,pregame,0.0609,,,10.6,887,822,156
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25WEIYAM-YAM,44.5,4,loser,1.5,30,34,pregame,-0.0485,,,12.8,887,822,157
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25ZOLQIU-QIU,44.5,4,loser,8.0,30,34,pregame,-0.0412,,,18.0,887,797,152
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR25ZOLQIU-ZOL,44.5,4,winner,92.5,30,34,pregame,0.0541,,,6.4,887,797,152
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26ALVFAL-ALV,44.5,4,loser,4.0,30,34,pregame,-0.0456,,,11.1,888,792,149
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26ALVFAL-FAL,44.5,4,winner,95.5,30,34,pregame,0.0575,,,10.8,888,792,149
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26ETOZHU-ETO,44.5,4,loser,1.5,30,34,pregame,-0.2627,,,17.2,164,46,10
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26MARMON-MAR,44.5,4,loser,2.0,30,34,pregame,-0.0479,,,12.5,888,792,149
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26MARMON-MON,44.5,4,winner,98.0,30,34,pregame,0.0603,,,7.0,888,792,149
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26OVCBUY-BUY,44.5,4,loser,3.0,30,34,pregame,-0.0468,,,10.8,887,803,150
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR26OVCBUY-OVC,44.5,4,winner,97.0,30,34,pregame,0.0592,,,10.5,887,803,150
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR27MARKAZ-KAZ,44.5,4,loser,4.5,30,34,pregame,-0.0451,,,11.4,888,817,158
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR27MARKAZ-MAR,44.5,4,winner,95.5,30,34,pregame,0.0575,,,8.0,888,817,158
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR27WERROU-ROU,44.5,4,loser,1.5,30,34,pregame,-0.0484,,,11.8,888,770,149
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR27WERROU-WER,44.5,4,winner,98.0,30,34,pregame,0.0602,,,5.7,888,765,148
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28BARNAE-BAR,44.5,4,loser,1.5,30,34,pregame,-0.0485,,,11.5,886,885,158
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28BARNAE-NAE,44.5,4,winner,98.5,30,34,pregame,0.0609,,,4.1,886,885,158
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28BELBLI-BEL,44.5,4,loser,2.5,30,34,pregame,-0.0474,,,7.2,886,875,156
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28CHAGAL-CHA,44.5,4,winner,97.0,30,34,pregame,-0.0147,0.0000,159.6,7.5,885,1065,190
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28CHAGAL-GAL,44.5,4,loser,1.5,30,34,pregame,0.0266,0.0000,160.7,8.8,885,1076,191
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28MINMAS-MAS,44.5,4,winner,90.5,30,34,pregame,-0.0265,1.4167,175.3,10.1,888,951,170
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28MINMAS-MIN,44.5,4,loser,9.0,30,34,pregame,0.0388,-1.4333,174.2,9.9,888,951,170
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28NGUTUB-NGU,44.5,4,winner,94.5,30,34,pregame,0.0563,,,16.9,888,869,154
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28NGUTUB-TUB,44.5,4,loser,5.5,30,34,pregame,-0.0439,,,13.2,888,869,154
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28PAQOSU-OSU,44.5,4,winner,96.0,30,34,pregame,0.0580,,,6.7,888,813,144
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28PAQOSU-PAQ,44.5,4,loser,4.0,30,34,pregame,-0.0456,,,6.5,888,813,144
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28TEIBOU-BOU,44.5,4,loser,7.5,30,34,pregame,-0.0417,,,11.1,888,864,153
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28TEIBOU-TEI,44.5,4,winner,92.5,30,34,pregame,0.0540,,,10.8,888,864,153
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28WANQUE-QUE,44.5,4,loser,4.5,30,34,pregame,-0.0006,0.2167,128.1,4.5,885,958,172
WTA_CHALL_underdog_40-44,KXWTACHALLENGERMATCH-26APR28WANQUE-WAN,44.5,4,winner,95.5,30,34,pregame,0.0130,-0.2167,128.1,4.6,885,958,172
WTA_MAIN_leader_50-54,KXWTAMATCH-26APR21GIBARA-ARA,50.0,49,winner,96.5,16,65,late_match,,,136.0,7.3,-285,1387,274
WTA_MAIN_leader_50-54,KXWTAMATCH-26APR21GIBARA-GIB,50.0,49,loser,4.5,16,65,late_match,,,134.0,7.3,-285,1387,274
WTA_MAIN_leader_50-54,KXWTAMATCH-26APR21TOWBOU-TOW,52.5,52,loser,2.5,16,68,none,,,101.0,5.4,-285,1586,313
WTA_MAIN_leader_50-54,KXWTAMATCH-26APR22MCCVOL-VOL,50.0,1,loser,1.5,16,17,pregame,-0.0047,-0.7167,86.0,7.9,1273,1364,269
WTA_MAIN_leader_50-54,KXWTAMATCH-26APR24JEAGAU-GAU,51.0,10,winner,98.5,16,26,pregame,0.0270,-0.0333,17.6,6.4,1608,1836,353
WTA_MAIN_leader_60-64,KXWTAMATCH-26APR23WANSAM-WAN,60.0,59,loser,1.5,18,77,pregame,-0.0174,-0.4167,20.8,6.3,1607,1617,314
WTA_MAIN_leader_65-69,KXWTAMATCH-26APR21STEBOI-STE,68.5,68,winner,98.5,27,95,late_match,,,44.5,11.5,-285,167,34
WTA_MAIN_leader_70-74,KXWTAMATCH-26APR21RUSRUZ-RUS,70.5,70,winner,97.5,23,93,late_match,,,47.5,4.3,-285,1159,229
WTA_MAIN_leader_70-74,KXWTAMATCH-26APR21ZAKOSO-OSO,70.5,70,winner,95.5,23,93,late_match,,,39.0,10.6,-285,91,19
WTA_MAIN_leader_80-84,KXWTAMATCH-26APR21STEKAL-KAL,81.0,80,winner,96.5,17,97,none,,,107.4,22.8,-85,147,30
WTA_MAIN_underdog_15-19,KXWTAMATCH-26APR21STEKAL-STE,18.5,17,loser,3.5,31,48,mid_match,,,473.0,22.9,-85,147,30
WTA_MAIN_underdog_15-19,KXWTAMATCH-26APR23FERGRA-GRA,17.0,9,loser,1.5,31,40,none,-0.0003,0.0000,105.9,1.6,1607,1941,370
WTA_MAIN_underdog_15-19,KXWTAMATCH-26APR24NOSARA-ARA,17.0,11,loser,1.5,31,42,none,-0.0022,0.0000,70.6,1.5,1608,1714,329
WTA_MAIN_underdog_15-19,KXWTAMATCH-26APR24PEGBOU-BOU,16.5,9,loser,1.5,31,40,none,-0.0012,0.0000,109.1,1.9,1608,2164,418
WTA_MAIN_underdog_15-19,KXWTAMATCH-26APR27KOSMCC-MCC,18.5,9,loser,1.5,31,40,none,-0.0106,,,2.6,1609,1533,288
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR21GALVID-VID,23.5,23,loser,2.5,22,45,mid_match,,0.0000,191.5,12.2,-15,132,27
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR21PAREFR-EFR,23.5,23,loser,2.0,22,45,none,,0.0000,95.7,7.5,-15,172,35
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR24MEREAL-EAL,23.0,9,loser,1.5,22,31,pregame,-0.0134,,0.0,4.7,1608,1613,308
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR24PUTKOS-PUT,20.0,9,loser,2.0,22,31,none,0.0016,0.0000,112.5,2.9,1608,1790,342
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR24ZHEKEN-KEN,22.0,9,loser,5.5,22,31,pregame,-0.0103,,,5.9,1608,1548,296
WTA_MAIN_underdog_20-24,KXWTAMATCH-26APR27BENBAP-BAP,20.5,9,winner,93.5,22,31,pregame,0.0453,,,11.3,1610,1599,310
WTA_MAIN_underdog_25-29,KXWTAMATCH-26APR21RUSRUZ-RUZ,29.5,29,loser,2.5,17,46,none,,,113.6,4.3,-285,1159,229
WTA_MAIN_underdog_25-29,KXWTAMATCH-26APR24FRESIE-SIE,28.5,9,winner,92.5,17,26,pregame,0.0398,,,8.1,1608,1507,287
WTA_MAIN_underdog_25-29,KXWTAMATCH-26APR24TJESAM-TJE,27.0,9,loser,1.5,17,26,pregame,-0.0159,,,3.9,1608,1588,302
WTA_MAIN_underdog_25-29,KXWTAMATCH-26APR27ANNFER-ANN,26.0,9,loser,1.5,17,26,pregame,-0.0152,,,4.6,1610,1517,294
WTA_MAIN_underdog_30-34,KXWTAMATCH-26APR21STEBOI-BOI,31.5,31,loser,1.5,16,47,none,,,104.8,11.0,-285,162,33
WTA_MAIN_underdog_30-34,KXWTAMATCH-26APR21ZAKOSO-ZAK,30.5,30,loser,4.5,16,46,none,,,88.5,10.9,-285,91,19
WTA_MAIN_underdog_30-34,KXWTAMATCH-26APR26PEGKOS-KOS,30.0,9,winner,92.5,16,25,pregame,0.0075,0.0000,180.0,7.0,1609,1789,343
WTA_MAIN_underdog_30-34,KXWTAMATCH-26APR26PEGKOS-PEG,33.5,9,loser,7.5,16,25,pregame,0.0152,-0.0333,164.2,7.2,1609,1789,343
WTA_MAIN_underdog_35-39,KXWTAMATCH-26APR24FRESIE-FRE,36.0,9,loser,8.5,19,28,pregame,-0.0171,,,8.3,1608,1507,287
WTA_MAIN_underdog_35-39,KXWTAMATCH-26APR24TJESAM-SAM,37.5,9,winner,97.0,19,28,pregame,0.0370,,,5.2,1608,1573,301
WTA_MAIN_underdog_35-39,KXWTAMATCH-26APR27ANNFER-FER,37.5,9,winner,92.0,19,28,pregame,0.0338,,,4.2,1610,1512,293
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22JACGRA-GRA,43.0,1,winner,98.5,5,6,pregame,0.0094,0.9833,98.8,7.6,1333,1405,277
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22JACGRA-JAC,43.0,1,loser,1.5,5,6,pregame,0.0008,-0.9833,98.8,7.1,1333,1405,277
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22KALRAK-KAL,43.0,1,winner,97.5,5,6,pregame,0.0348,0.0333,4.7,11.1,1193,1206,237
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22KALRAK-RAK,43.0,1,loser,2.5,5,6,pregame,-0.0226,0.0000,2.3,10.1,1193,1206,237
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22KALSIN-KAL,43.0,1,loser,5.5,5,6,pregame,0.0004,-0.5667,69.8,5.9,1303,1364,269
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22KALSIN-SIN,43.0,1,winner,95.5,5,6,pregame,0.0096,0.5833,70.9,6.2,1303,1364,269
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22OLIWAL-OLI,43.0,1,loser,1.5,5,6,pregame,-0.0199,-0.4667,32.6,6.8,1233,1252,247
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22OLIWAL-WAL,43.0,1,winner,98.5,5,6,pregame,0.0312,0.4667,32.6,6.4,1233,1252,247
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22PARCOC-COC,43.0,1,loser,1.5,5,6,pregame,-0.0370,,,11.3,1123,1018,201
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22PARCOC-PAR,43.0,1,winner,98.5,5,6,pregame,0.0494,,,11.1,1123,1018,201
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22PAVEAL-EAL,43.0,1,winner,98.5,5,6,pregame,0.0508,,,8.5,1093,1038,205
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22PAVEAL-PAV,43.0,1,loser,1.5,5,6,pregame,-0.0380,,,8.0,1093,1044,206
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22SELJEA-JEA,43.0,1,winner,97.0,5,6,pregame,-0.0051,1.4833,147.7,8.5,1263,1313,259
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22SELJEA-SEL,43.0,1,loser,3.0,5,6,pregame,0.0154,-1.4833,147.7,9.4,1263,1313,259
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22TJECHA-CHA,43.0,1,loser,1.5,5,6,pregame,-0.0357,,,10.3,1163,1150,227
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22TJECHA-TJE,43.0,1,winner,98.5,5,6,pregame,0.0477,,,9.9,1163,1150,227
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22UDVBIR-BIR,43.0,1,loser,3.0,5,6,pregame,-0.0411,,,8.2,973,917,181
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR22UDVBIR-UDV,43.0,1,winner,97.0,5,6,pregame,0.0555,,,8.7,973,917,181
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR23WANSAM-SAM,43.5,43,winner,98.5,5,48,pregame,0.0149,0.4333,29.9,6.3,1607,1617,314
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR24MEREAL-MER,41.5,10,winner,98.5,5,15,pregame,0.0354,,0.0,6.1,1608,1613,308
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR24PUTKOS-KOS,44.5,10,winner,95.5,5,15,pregame,0.0211,0.0000,42.7,5.3,1608,1770,340
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR24ZHEKEN-ZHE,41.0,10,winner,95.5,5,15,pregame,0.0339,,,7.9,1608,1548,296
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25ANDGAL-AND,43.5,2,winner,98.0,5,7,pregame,0.0329,0.1167,18.4,3.9,1611,1639,326
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25ANDGAL-GAL,43.5,2,loser,2.5,5,7,pregame,-0.0248,-0.1000,16.1,2.4,1611,1639,326
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25BAPPAO-BAP,43.5,2,winner,98.5,5,7,pregame,-0.0012,0.0000,170.1,7.3,1611,1906,379
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25FERJOV-JOV,43.5,2,loser,1.5,5,7,pregame,0.0149,-0.2167,160.9,7.7,1611,1674,333
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25SABCRI-CRI,43.5,2,loser,5.5,5,7,pregame,-0.0236,0.0000,11.5,2.1,1611,2058,407
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25SABCRI-SAB,43.5,2,winner,94.5,5,7,pregame,0.0323,0.0000,11.5,3.2,1611,2058,407
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25SAMBON-BON,43.5,2,winner,94.5,5,7,pregame,0.0316,,,6.5,1611,1538,306
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR25SAMBON-SAM,43.5,2,loser,5.5,5,7,pregame,-0.0236,,,3.2,1611,1538,306
WTA_MAIN_underdog_40-44,KXWTAMATCH-26APR27BENBAP-BEN,43.0,9,loser,6.5,5,14,pregame,-0.0227,,,11.4,1610,1599,310
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR21TOWBOU-BOU,48.5,48,winner,98.5,15,63,late_match,,,111.3,6.0,-285,1596,314
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR22MCCVOL-MCC,49.0,1,winner,98.5,15,16,pregame,0.0059,0.6833,85.7,8.4,1273,1374,270
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23ANDUDV-AND,46.5,8,winner,98.5,15,23,pregame,0.0326,0.0000,43.0,10.5,1470,1852,351
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23ANDUDV-UDV,46.5,8,loser,1.5,15,23,pregame,-0.0279,0.0000,43.0,9.5,1470,1852,351
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BAPQUE-BAP,47.0,11,winner,98.0,15,26,pregame,0.0127,0.0000,66.0,4.9,1612,2000,379
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BAPQUE-QUE,47.0,11,loser,2.5,15,26,pregame,-0.0084,0.0000,68.1,4.3,1612,2000,379
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BENMAR-BEN,46.5,9,winner,97.5,15,24,pregame,0.0316,,,4.4,1612,1500,291
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BENMAR-MAR,46.5,9,loser,2.5,15,24,pregame,-0.0273,,,2.5,1612,1500,291
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BOUKAL-BOU,46.5,8,loser,5.5,15,23,pregame,-0.0309,,,8.8,1327,1323,254
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BOUKAL-KAL,46.5,8,winner,94.5,15,23,pregame,0.0362,,,8.8,1327,1323,254
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BOUSHN-BOU,47.0,10,loser,2.5,15,25,pregame,0.0202,-1.0333,151.1,6.8,1612,1663,323
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23BOUSHN-SHN,47.0,9,winner,98.0,15,24,pregame,-0.0164,1.0000,151.1,7.1,1612,1663,323
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23FERGRA-FER,46.5,9,winner,98.5,15,24,pregame,0.0224,0.0000,36.6,3.7,1607,1941,370
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23GALKAL-GAL,46.5,8,winner,96.5,15,23,pregame,0.0177,0.6500,43.0,8.7,1409,1435,278
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23GALKAL-KAL,46.5,8,loser,3.0,15,23,pregame,-0.0131,-0.6667,44.1,9.5,1409,1435,278
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23LINJOV-JOV,47.0,9,winner,98.5,15,24,pregame,0.0096,0.0000,79.8,3.9,1612,1898,365
