ATP_MAIN_leader_70-74,9,70.6,5.0,7.0,-2.0,-0.3,2.4,6.9,-2.4,1.5,-9.8,-37.6,-36.9,-36.9,-36.9,-36.9,-36.9,-36.9,-36.9,-36.9,-36.9,-36.9
ATP_MAIN_leader_75-79,9,76.0,-6.6,-4.8,-2.1,-0.4,2.3,6.7,11.2,1.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATP_MAIN_underdog_20-24,11,22.9,-4.0,-2.1,0.6,-8.0,-5.6,-1.5,2.6,6.7,10.8,14.8,23.0,31.2,11.9,27.8,-18.3,-31.0,-17.5,-4.0,9.5,-19.2
ATP_MAIN_underdog_25-29,8,26.4,5.0,7.0,10.0,12.0,15.0,5.5,9.8,-1.6,2.2,-28.7,-23.7,-18.7,-32.5,-23.0,-13.5,-4.0,-61.4,-55.2,-51.4,-51.4
ATP_MAIN_underdog_30-34,11,32.3,-13.6,-12.0,-9.5,-7.9,-5.5,-1.4,-8.7,-5.1,-1.5,2.2,-3.9,-11.9,-19.8,-26.3,-17.3,-8.2,10.1,-14.8,-14.8,-14.8
ATP_MAIN_underdog_35-39,16,38.1,-1.6,0.2,3.0,4.9,7.7,12.4,9.4,5.7,1.2,4.9,12.4,19.9,20.5,0.8,-14.6,-35.8,-49.9,-49.9,-49.9,-49.9
ATP_MAIN_underdog_40-44,9,40.9,5.0,7.0,10.0,12.0,15.0,20.0,-2.2,1.7,-9.7,-6.4,-15.9,-10.3,-2.0,12.0,25.9,-45.1,-45.1,-45.1,-45.1,-45.1
WTA_MAIN_leader_55-59,6,56.0,-12.4,-28.4,-26.4,-25.0,-23.0,-19.7,-16.4,-34.6,-32.1,-29.6,-24.6,-19.6,-12.1,-69.6,-69.6,-69.6,-69.6,-69.6,-69.6,-69.6
WTA_MAIN_leader_60-64,7,63.0,-24.8,-23.3,-36.6,-35.4,-33.7,-30.8,-27.9,-25.1,-22.2,-19.3,-13.6,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4
WTA_MAIN_leader_65-69,15,67.0,-22.8,-21.3,-19.1,-17.7,-15.5,-11.8,-8.1,-13.2,-9.9,-25.0,-20.4,-20.4,-20.4,-20.4,-20.4,-20.4,-20.4,-20.4,-20.4,-20.4
WTA_MAIN_leader_70-74,11,71.1,-4.6,-2.8,-0.1,1.8,4.5,9.0,13.6,18.1,23.3,1.4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
WTA_MAIN_leader_80-84,5,82.2,-15.8,-14.2,-11.8,-10.2,-7.8,-3.8,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1,-27.1
WTA_MAIN_leader_85-89,5,86.0,7.1,8.7,11.1,12.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7
WTA_MAIN_underdog_15-19,9,17.3,-5.4,-3.7,-1.0,0.8,3.5,8.0,12.5,2.3,6.2,10.1,17.9,25.8,2.2,-6.1,-21.6,-13.1,3.8,20.8,37.8,71.8
WTA_MAIN_underdog_20-24,8,23.0,5.0,7.0,10.0,-16.1,-13.8,-24.2,-21.1,-17.9,-32.1,-47.7,-44.0,-59.2,-55.6,-49.5,-71.2,-68.2,-62.2,-56.2,-50.3,-44.0
WTA_MAIN_underdog_25-29,9,26.1,-6.4,-4.6,-2.0,-0.2,2.5,6.9,11.4,15.8,20.3,24.7,33.6,42.5,17.6,34.3,26.3,40.2,-30.9,-19.6,-13.8,-13.8
WTA_MAIN_underdog_30-34,10,32.0,-15.7,-14.1,-11.7,-21.1,-19.0,-27.4,-24.4,-21.4,-32.1,-43.5,-53.9,-50.9,-46.4,-38.9,-53.8,-48.8,-38.8,-36.6,-36.6,-36.6
WTA_MAIN_underdog_35-39,9,36.0,-18.0,-16.5,-14.1,-12.6,-10.2,-6.4,-2.5,1.4,5.3,9.2,17.0,24.8,36.4,-9.7,-24.1,-15.7,-37.5,-37.5,-37.5,-37.5
WTA_MAIN_underdog_40-44,13,42.5,-26.7,-25.3,-31.9,-30.7,-28.8,-25.8,-22.7,-19.6,-16.5,-13.5,-7.3,-1.2,8.0,7.6,4.2,8.6,8.6,8.6,8.6,8.6
