ts_ET,leg,phase,best_bid,best_ask,bid_depth,ask_depth,last_traded_price,last_traded_side,last_traded_size,our_bid
04:43:04.31,Oliver Crawford,window1,30,31,711,996,,,,
04:43:22.24,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:43:37.05,Oliver Crawford,window1,30,31,711,996,,,,
04:43:52.92,Jurij Rodionov,window1,69,70,1005,1860,,,,
04:43:52.92,Oliver Crawford,window1,30,31,711,996,,,,
04:44:09.73,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:44:09.73,Oliver Crawford,window1,30,31,711,996,,,,
04:44:25.63,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:44:42.39,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:44:42.39,Oliver Crawford,window1,30,31,711,996,,,,
04:44:58.48,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:44:58.48,Oliver Crawford,window1,30,31,954,996,,,,
04:45:16.48,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:45:31.48,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:45:31.48,Oliver Crawford,window1,30,31,954,996,,,,
04:45:47.78,Oliver Crawford,window1,30,31,954,996,,,,
04:46:03.74,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:46:34.62,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:46:34.62,Oliver Crawford,window1,30,31,954,996,,,,
04:46:52.43,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:46:52.43,Oliver Crawford,window1,30,31,954,996,,,,
04:47:10.78,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:47:10.78,Oliver Crawford,window1,30,31,954,996,,,,
04:47:26.59,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:47:42.51,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:47:42.51,Oliver Crawford,window1,30,31,954,996,,,,
04:47:57.68,Jurij Rodionov,window1,69,70,1005,2103,,,,
04:47:57.68,Oliver Crawford,window1,30,31,954,996,,,,
04:48:14.15,Oliver Crawford,window1,30,31,954,996,,,,
04:48:50.78,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:49:09.18,Jurij Rodionov,window1,69,70,1005,2109,,,,
04:49:09.18,Oliver Crawford,window1,30,31,954,996,,,,
04:49:27.13,Jurij Rodionov,window1,68,69,2313,31,,,,
04:49:45.24,Jurij Rodionov,window1,68,69,2313,31,,,,
04:49:45.24,Oliver Crawford,window1,30,31,954,996,,,,
04:50:06.76,Jurij Rodionov,window1,68,69,2313,31,,,,
04:50:06.76,Oliver Crawford,window1,30,31,954,996,,,,
04:50:28.70,Jurij Rodionov,window1,68,69,2313,31,,,,
04:50:28.70,Oliver Crawford,window1,30,31,954,996,,,,
04:50:50.42,Jurij Rodionov,window1,68,69,2313,31,,,,
04:50:50.42,Oliver Crawford,window1,30,31,954,996,,,,
04:51:14.33,Jurij Rodionov,window1,68,69,2313,31,,,,
04:51:14.33,Oliver Crawford,window1,30,31,954,996,,,,
04:51:34.91,Jurij Rodionov,window1,68,69,2313,31,,,,
04:51:57.03,Jurij Rodionov,window1,68,69,2313,31,,,,
04:51:57.03,Oliver Crawford,window1,30,31,954,996,,,,
04:52:17.08,Jurij Rodionov,window1,68,69,2313,31,,,,
04:52:17.08,Oliver Crawford,window1,30,31,954,996,,,,
04:52:35.14,Jurij Rodionov,window1,68,69,2313,31,,,,
04:52:53.95,Jurij Rodionov,window1,68,69,2313,31,,,,
04:52:53.95,Oliver Crawford,window1,30,31,954,996,,,,
04:53:11.76,Jurij Rodionov,window1,68,69,2313,31,,,,
04:53:11.76,Oliver Crawford,window1,30,31,954,996,,,,
04:53:27.16,Jurij Rodionov,window1,68,69,2313,31,,,,
04:53:27.16,Oliver Crawford,window1,30,31,954,996,,,,
04:53:41.81,Jurij Rodionov,window1,68,69,2313,31,,,,
04:54:12.65,Jurij Rodionov,window1,68,69,2313,31,,,,
04:54:27.11,Oliver Crawford,window1,30,31,954,996,,,,
04:54:41.50,Jurij Rodionov,window1,68,69,2215,31,,,,
04:54:41.50,Oliver Crawford,window1,30,31,954,996,,,,
04:54:58.40,Jurij Rodionov,window1,68,69,2215,31,,,,
04:54:58.40,Oliver Crawford,window1,30,31,954,996,,,,
04:55:15.25,Jurij Rodionov,window1,68,69,2215,31,,,,
04:55:15.25,Oliver Crawford,window1,30,31,954,996,,,,
04:55:29.74,Jurij Rodionov,window1,68,69,2215,31,,,,
04:55:29.74,Oliver Crawford,window1,30,31,954,996,,,,
04:55:44.21,Jurij Rodionov,window1,68,69,2215,31,,,,
04:55:58.12,Jurij Rodionov,window1,68,69,2215,31,,,,
04:56:29.59,Jurij Rodionov,window1,68,69,2215,31,,,,
04:56:59.99,Jurij Rodionov,window1,68,69,2215,31,,,,
04:56:59.99,Oliver Crawford,window1,30,31,954,981,,,,
04:57:32.62,Jurij Rodionov,window1,68,69,2215,31,,,,
04:57:48.67,Jurij Rodionov,window1,68,69,2215,31,,,,
04:57:48.67,Oliver Crawford,window1,30,31,954,981,,,,
04:58:05.33,Jurij Rodionov,window1,68,69,2215,31,,,,
04:58:22.04,Jurij Rodionov,window1,68,69,2215,31,,,,
04:58:55.80,Jurij Rodionov,window1,68,69,2215,31,,,,
04:59:13.56,Jurij Rodionov,window1,68,69,2215,31,,,,
04:59:13.56,Oliver Crawford,window1,30,31,954,981,,,,
04:59:31.49,Jurij Rodionov,window1,68,69,2215,31,,,,
04:59:49.16,Jurij Rodionov,window1,68,69,2215,31,,,,
04:59:49.16,Oliver Crawford,window1,30,31,954,981,,,,
05:00:14.27,Jurij Rodionov,window1,68,69,2215,31,,,,
05:00:14.27,Oliver Crawford,window1,30,31,954,981,,,,
05:00:51.19,Jurij Rodionov,window1,68,69,2215,31,,,,
05:00:51.19,Oliver Crawford,window1,30,31,954,981,,,,
05:01:10.42,Jurij Rodionov,window1,68,69,1612,31,,,,
05:01:10.42,Oliver Crawford,window1,30,31,954,981,,,,
05:01:28.08,Jurij Rodionov,window1,68,69,2115,31,,,,
05:01:28.08,Oliver Crawford,window1,30,31,954,981,,,,
05:01:44.64,Jurij Rodionov,window1,68,69,2115,31,,,,
05:02:06.83,Jurij Rodionov,window1,68,69,2115,31,,,,
05:02:06.83,Oliver Crawford,window1,30,31,954,981,,,,
05:02:27.54,Jurij Rodionov,window1,68,69,2115,31,,,,
05:02:46.34,Jurij Rodionov,window1,68,69,2115,31,,,,
05:02:46.34,Oliver Crawford,window1,30,31,954,981,,,,
05:03:11.32,Jurij Rodionov,window1,68,69,2115,31,,,,
05:03:33.20,Jurij Rodionov,window1,68,69,2115,31,,,,
05:03:33.20,Oliver Crawford,window1,30,31,954,981,,,,
05:03:53.12,Jurij Rodionov,window1,68,69,2115,31,,,,
05:03:53.12,Oliver Crawford,window1,30,31,954,981,,,,
05:04:10.06,Jurij Rodionov,window1,68,69,2115,31,,,,
05:04:25.72,Jurij Rodionov,window1,68,69,2115,31,,,,
05:04:25.72,Oliver Crawford,window1,30,31,954,981,,,,
05:04:41.12,Jurij Rodionov,window1,68,69,2115,31,,,,
05:04:41.12,Oliver Crawford,window1,30,31,954,981,,,,
05:04:56.26,Jurij Rodionov,window1,68,69,2115,31,,,,
05:05:14.78,Jurij Rodionov,window1,68,69,2115,31,,,,
05:05:30.80,Jurij Rodionov,window1,68,69,2115,31,,,,
05:05:30.80,Oliver Crawford,window1,30,31,954,981,,,,
05:06:03.79,Jurij Rodionov,window1,68,69,1612,31,,,,
05:06:19.42,Jurij Rodionov,window1,68,69,2115,31,,,,
05:06:19.42,Oliver Crawford,window1,30,31,954,981,,,,
05:06:34.47,Jurij Rodionov,window1,68,69,2115,31,,,,
05:06:50.95,Jurij Rodionov,window1,68,69,2115,31,,,,
05:07:09.49,Jurij Rodionov,window1,68,69,2115,31,,,,
05:07:24.64,Jurij Rodionov,window1,68,69,2115,31,,,,
05:07:39.91,Jurij Rodionov,window1,68,69,2115,31,,,,
05:07:55.67,Jurij Rodionov,window1,68,69,2115,29,,,,
05:07:55.67,Oliver Crawford,window1,30,31,954,981,,,,
05:08:11.33,Jurij Rodionov,window1,68,69,2115,29,,,,
05:08:26.11,Jurij Rodionov,window1,68,69,2115,29,,,,
05:08:43.63,Jurij Rodionov,window1,68,69,2115,29,,,,
05:09:03.02,Jurij Rodionov,window1,68,69,2115,29,,,,
05:09:21.88,Jurij Rodionov,window1,68,69,2115,29,,,,
05:09:56.86,Jurij Rodionov,window1,68,69,2115,29,,,,
05:09:56.86,Oliver Crawford,window1,30,31,954,981,,,,
05:10:17.20,Jurij Rodionov,window1,68,69,1119,29,,,,
05:10:17.20,Oliver Crawford,window1,30,32,954,5883,,,,
05:10:36.90,Jurij Rodionov,window1,68,69,2253,29,,,,
05:10:36.90,Oliver Crawford,window1,30,31,954,1134,,,,
05:10:55.83,Jurij Rodionov,window1,68,69,2253,29,,,,
05:11:15.33,Jurij Rodionov,window1,68,69,2253,29,,,,
05:11:51.79,Jurij Rodionov,window1,68,69,2253,29,,,,
05:12:12.79,Jurij Rodionov,window1,68,69,2253,29,,,,
05:12:31.53,Jurij Rodionov,window1,68,69,2253,29,,,,
05:13:05.10,Jurij Rodionov,window1,68,69,2253,29,,,,
05:13:20.71,Jurij Rodionov,window1,68,69,2253,29,,,,
05:13:36.60,Jurij Rodionov,window1,68,69,2253,29,,,,
05:13:36.60,Oliver Crawford,window1,30,31,954,1134,,,,
05:13:52.67,Jurij Rodionov,window1,68,69,2253,29,,,,
05:14:10.84,Jurij Rodionov,window1,68,69,2253,29,,,,
05:14:10.84,Oliver Crawford,window1,30,31,954,1134,,,,
05:14:30.76,Jurij Rodionov,window1,68,69,2253,29,,,,
05:14:51.80,Jurij Rodionov,window1,68,69,2253,29,,,,
05:14:51.80,Oliver Crawford,window1,30,31,954,1134,,,,
05:15:14.32,Jurij Rodionov,window1,68,69,2253,29,,,,
05:15:35.43,Jurij Rodionov,window1,68,69,2253,29,,,,
05:15:57.14,Jurij Rodionov,window1,68,69,2253,29,,,,
05:15:57.14,Oliver Crawford,window1,30,31,954,1134,,,,
05:16:21.97,Jurij Rodionov,window1,68,69,2253,29,,,,
05:16:21.97,Oliver Crawford,window1,30,31,954,1134,,,,
05:16:45.31,Jurij Rodionov,window1,68,69,2253,29,,,,
05:16:45.31,Oliver Crawford,window1,30,31,954,1134,,,,
05:17:02.34,Jurij Rodionov,window1,68,69,2253,29,,,,
05:17:19.82,Jurij Rodionov,window1,68,69,2253,29,,,,
05:17:35.30,Jurij Rodionov,window1,68,69,2253,29,,,,
05:17:35.30,Oliver Crawford,window1,30,31,954,1134,,,,
05:17:53.59,Jurij Rodionov,window1,68,69,2253,29,,,,
05:18:14.18,Jurij Rodionov,window1,68,69,2253,29,,,,
05:18:14.18,Oliver Crawford,window1,30,31,954,1134,,,,
05:18:33.12,Jurij Rodionov,window1,68,69,2253,29,,,,
05:18:52.00,Jurij Rodionov,window1,68,69,2253,29,,,,
05:18:52.00,Oliver Crawford,window1,30,31,954,1134,,,,
05:19:11.36,Jurij Rodionov,window1,68,69,2253,29,,,,
05:19:29.34,Jurij Rodionov,window1,68,69,2253,29,,,,
05:19:29.34,Oliver Crawford,window1,30,31,954,1134,,,,
05:19:48.81,Jurij Rodionov,window1,68,69,2253,29,,,,
05:19:48.81,Oliver Crawford,window1,30,31,954,1134,,,,
05:20:09.11,Jurij Rodionov,window1,68,69,2253,29,,,,
05:20:09.11,Oliver Crawford,window1,30,31,954,1134,,,,
05:20:27.56,Jurij Rodionov,window1,68,69,2253,29,,,,
05:20:27.56,Oliver Crawford,window1,30,31,954,1134,,,,
05:20:46.44,Jurij Rodionov,window1,68,69,2253,29,,,,
05:20:46.44,Oliver Crawford,window1,30,31,954,1134,,,,
05:21:06.94,Jurij Rodionov,window1,68,69,2253,29,,,,
05:21:26.29,Oliver Crawford,window1,30,31,954,1134,,,,
05:21:43.47,Jurij Rodionov,window1,68,69,2253,29,,,,
05:21:59.45,Jurij Rodionov,window1,68,69,2253,29,,,,
05:21:59.45,Oliver Crawford,window1,30,31,954,1134,,,,
05:22:16.19,Jurij Rodionov,window1,68,69,2253,29,,,,
05:22:31.30,Jurij Rodionov,window1,68,69,2253,29,,,,
05:22:47.31,Jurij Rodionov,window1,68,69,2253,29,,,,
05:22:47.31,Oliver Crawford,window1,30,31,954,1134,,,,
05:23:03.06,Oliver Crawford,window1,30,31,954,1134,,,,
05:23:33.21,Jurij Rodionov,window1,68,69,2253,29,,,,
05:23:33.21,Oliver Crawford,window1,30,31,954,1134,,,,
05:23:47.71,Jurij Rodionov,window1,68,69,2253,29,,,,
05:24:02.56,Jurij Rodionov,window1,68,69,2253,29,,,,
05:24:17.97,Jurij Rodionov,window1,68,69,2253,29,,,,
05:24:17.97,Oliver Crawford,window1,30,31,954,1134,,,,
05:24:33.10,Jurij Rodionov,window1,68,69,2253,29,,,,
05:24:47.75,Jurij Rodionov,window1,68,69,2253,29,,,,
05:25:04.96,Jurij Rodionov,window1,68,69,2253,29,,,,
05:25:20.51,Jurij Rodionov,window1,68,69,2253,29,,,,
05:25:20.51,Oliver Crawford,window1,30,31,954,1134,,,,
05:25:36.93,Jurij Rodionov,window1,68,69,2253,29,,,,
05:25:53.49,Jurij Rodionov,window1,68,69,2253,29,,,,
05:25:53.49,Oliver Crawford,window1,30,31,954,1134,,,,
05:26:11.26,Jurij Rodionov,window1,68,69,2253,29,,,,
05:26:11.26,Oliver Crawford,window1,30,31,954,1134,,,,
05:26:30.43,Jurij Rodionov,window1,68,69,2253,29,,,,
05:26:30.43,Oliver Crawford,window1,30,31,954,1134,,,,
05:26:49.49,Jurij Rodionov,window1,68,69,2253,29,,,,
05:27:11.82,Jurij Rodionov,window1,68,69,2253,29,,,,
05:27:11.82,Oliver Crawford,window1,30,31,954,1134,,,,
05:27:35.94,Jurij Rodionov,window1,68,69,2253,29,,,,
05:27:55.74,Jurij Rodionov,window1,68,69,2253,29,,,,
05:28:15.27,Jurij Rodionov,window1,68,69,2253,29,,,,
05:28:31.99,Jurij Rodionov,window1,68,69,2253,29,,,,
05:28:31.99,Oliver Crawford,window1,30,31,954,1134,,,,
05:28:48.49,Jurij Rodionov,window1,68,69,2253,29,,,,
05:29:06.71,Oliver Crawford,window1,30,31,954,1134,,,,
05:29:24.95,Jurij Rodionov,window1,68,69,2253,29,,,,
05:29:24.95,Oliver Crawford,window1,30,31,954,1134,,,,
05:29:41.14,Jurij Rodionov,window1,68,69,2253,29,,,,
05:29:57.62,Jurij Rodionov,window1,68,69,2253,29,,,,
05:30:21.07,Oliver Crawford,window1,30,31,954,1134,,,,
05:30:39.23,Jurij Rodionov,window1,68,69,2253,29,,,,
05:30:39.23,Oliver Crawford,window1,30,31,954,1134,,,,
05:30:56.83,Jurij Rodionov,window1,68,69,2253,29,,,,
05:30:56.83,Oliver Crawford,window1,30,31,954,1134,,,,
05:31:13.29,Jurij Rodionov,window1,68,69,2253,29,,,,
05:31:28.42,Oliver Crawford,window1,30,31,954,1134,,,,
05:31:43.18,Jurij Rodionov,window1,68,69,2253,29,,,,
05:31:58.37,Jurij Rodionov,window1,68,69,2253,29,,,,
05:32:16.06,Jurij Rodionov,window1,68,69,2253,29,,,,
05:32:16.06,Oliver Crawford,window1,30,31,954,1134,,,,
05:32:47.74,Oliver Crawford,window1,30,31,954,1046,,,,
05:33:04.77,Jurij Rodionov,window1,68,69,2253,29,,,,
05:33:22.07,Jurij Rodionov,window1,68,69,2253,29,,,,
05:33:38.35,Jurij Rodionov,window1,68,69,2253,29,,,,
05:33:54.04,Jurij Rodionov,window1,68,69,2253,29,,,,
05:33:54.04,Oliver Crawford,window1,30,31,954,1046,,,,
05:34:10.68,Jurij Rodionov,window1,68,69,2237,29,,,,
05:34:10.68,Oliver Crawford,window1,30,31,954,1046,,,,
05:34:26.65,Jurij Rodionov,window1,68,69,2237,29,,,,
05:34:26.65,Oliver Crawford,window1,30,31,954,1046,,,,
05:34:41.90,Jurij Rodionov,window1,68,69,2237,29,,,,
05:34:41.90,Oliver Crawford,window1,30,31,954,1046,,,,
05:34:58.06,Jurij Rodionov,window1,68,69,2248,29,,,,
05:34:58.06,Oliver Crawford,window1,30,31,954,1046,,,,
05:35:31.38,Jurij Rodionov,window1,68,69,2248,29,,,,
05:35:31.38,Oliver Crawford,window1,30,31,954,1046,,,,
05:35:46.66,Jurij Rodionov,window1,68,69,2248,29,,,,
05:35:46.66,Oliver Crawford,window1,30,31,954,1046,,,,
05:36:02.99,Jurij Rodionov,window1,68,69,2248,29,,,,
05:36:02.99,Oliver Crawford,window1,30,31,954,1046,,,,
05:36:22.90,Jurij Rodionov,window1,68,69,2248,29,,,,
05:36:22.90,Oliver Crawford,window1,30,31,954,1046,,,,
05:36:40.44,Jurij Rodionov,window1,68,69,2248,29,,,,
05:36:56.18,Jurij Rodionov,window1,68,69,2248,29,,,,
05:36:56.18,Oliver Crawford,window1,30,31,954,1046,,,,
05:37:15.38,Jurij Rodionov,window1,68,69,2248,29,,,,
05:37:15.38,Oliver Crawford,window1,30,31,954,1046,,,,
05:37:32.80,Jurij Rodionov,window1,68,69,2248,29,,,,
05:37:32.80,Oliver Crawford,window1,30,31,954,1046,,,,
05:37:51.09,Jurij Rodionov,window1,68,69,2248,29,,,,
05:38:12.74,Jurij Rodionov,window1,68,69,2248,29,,,,
05:38:12.74,Oliver Crawford,window1,30,31,954,1046,,,,
05:38:34.68,Jurij Rodionov,window1,68,69,2248,29,,,,
05:38:34.68,Oliver Crawford,window1,30,31,954,1046,,,,
05:38:57.14,Jurij Rodionov,window1,68,69,2248,29,,,,
05:38:57.14,Oliver Crawford,window1,30,31,954,1046,,,,
05:39:20.89,Jurij Rodionov,window1,68,69,2248,29,,,,
05:39:20.89,Oliver Crawford,window1,30,31,954,1046,,,,
05:39:42.27,Jurij Rodionov,window1,68,69,2248,29,,,,
05:39:42.27,Oliver Crawford,window1,30,32,1284,1372,,,,
05:39:59.03,Jurij Rodionov,window1,68,69,2248,29,,,,
05:39:59.03,Oliver Crawford,window1,30,32,1284,1372,,,,
05:40:21.56,Jurij Rodionov,window1,68,69,2109,29,,,,
05:40:21.56,Oliver Crawford,window1,30,31,954,904,,,,
05:40:38.48,Jurij Rodionov,window1,68,69,2249,29,,,,
05:40:38.48,Oliver Crawford,window1,30,32,1284,1372,,,,
05:40:53.28,Jurij Rodionov,window1,68,69,2249,29,,,,
05:41:09.84,Jurij Rodionov,window1,68,69,2249,29,,,,
05:41:27.21,Jurij Rodionov,window1,68,69,2249,29,,,,
05:41:27.21,Oliver Crawford,window1,30,32,1284,1372,,,,
05:41:42.02,Oliver Crawford,window1,30,32,1284,1372,,,,
05:41:56.23,Jurij Rodionov,window1,68,69,2249,29,,,,
05:42:14.64,Jurij Rodionov,window1,68,69,2249,29,,,,
05:42:14.64,Oliver Crawford,window1,30,32,1284,1372,,,,
05:42:28.80,Jurij Rodionov,window1,68,69,2249,29,,,,
05:42:44.60,Jurij Rodionov,window1,68,69,2249,29,,,,
05:42:44.60,Oliver Crawford,window1,30,32,1284,1372,,,,
05:43:01.66,Jurij Rodionov,window1,68,69,2249,29,,,,
05:43:01.66,Oliver Crawford,window1,30,32,1284,1372,,,,
05:43:18.41,Jurij Rodionov,window1,68,69,2249,29,,,,
05:43:18.41,Oliver Crawford,window1,30,32,954,1702,,,,
05:43:33.62,Jurij Rodionov,window1,68,69,2249,29,,,,
05:43:48.38,Jurij Rodionov,window1,68,69,2249,29,,,,
05:43:48.38,Oliver Crawford,window1,30,32,954,1702,,,,
05:44:04.24,Jurij Rodionov,window1,68,69,2249,29,,,,
05:44:19.83,Oliver Crawford,window1,30,32,954,1702,,,,
05:44:33.89,Jurij Rodionov,window1,68,69,2249,29,,,,
05:44:33.89,Oliver Crawford,window1,30,32,954,1702,,,,
05:44:49.28,Oliver Crawford,window1,30,32,1284,1372,,,,
05:45:06.04,Jurij Rodionov,window1,68,69,2249,29,,,,
05:45:56.61,Jurij Rodionov,window1,68,69,2249,29,,,,
05:46:15.85,Jurij Rodionov,window1,68,69,2249,29,,,,
05:46:34.69,Jurij Rodionov,window1,68,69,2249,29,,,,
05:46:52.45,Jurij Rodionov,window1,68,69,2249,29,,,,
05:47:11.29,Jurij Rodionov,window1,68,69,3215,29,,,,
05:47:11.29,Oliver Crawford,window1,30,31,954,5980,,,,
05:47:30.83,Oliver Crawford,window1,30,31,954,5980,,,,
05:47:48.06,Jurij Rodionov,window1,68,69,3215,29,,,,
05:47:48.06,Oliver Crawford,window1,30,31,954,5980,,,,
05:48:07.62,Jurij Rodionov,window1,68,69,3215,29,,,,
05:48:07.62,Oliver Crawford,window1,30,31,954,5980,,,,
05:48:27.03,Jurij Rodionov,window1,68,69,3215,29,,,,
05:48:27.03,Oliver Crawford,window1,30,31,954,5980,,,,
05:50:47.31,Jurij Rodionov,window1,68,69,3215,29,,,,
05:50:47.31,Oliver Crawford,window1,30,31,954,5980,,,,
05:51:09.03,Jurij Rodionov,window1,68,69,3215,29,,,,
05:51:09.03,Oliver Crawford,window1,30,31,954,5980,,,,
05:51:29.90,Jurij Rodionov,window1,68,69,3215,29,,,,
05:51:29.90,Oliver Crawford,window1,30,31,954,5980,,,,
05:52:04.25,Jurij Rodionov,window1,68,69,3215,29,,,,
05:52:04.25,Oliver Crawford,window1,30,31,954,5980,,,,
05:52:20.63,Oliver Crawford,window1,30,31,954,5980,,,,
05:52:35.56,Jurij Rodionov,window1,68,69,3215,29,,,,
05:52:35.56,Oliver Crawford,window1,30,31,954,5980,,,,
05:53:06.10,Oliver Crawford,window1,30,31,954,5980,,,,
05:53:58.97,Jurij Rodionov,window1,68,69,3215,29,,,,
05:53:58.97,Oliver Crawford,window1,30,31,954,5980,,,,
05:54:29.73,Jurij Rodionov,window1,68,69,3215,29,,,,
05:54:42.35,Oliver Crawford,window1,30,31,954,5980,,,,
05:55:39.30,Jurij Rodionov,window1,68,69,3215,29,,,,
05:55:39.30,Oliver Crawford,window1,30,31,954,5980,,,,
05:56:06.97,Jurij Rodionov,window1,68,69,3215,29,,,,
05:56:06.97,Oliver Crawford,window1,30,31,954,5980,,,,
05:56:22.27,Oliver Crawford,window1,30,31,954,5980,,,,
05:56:49.56,Jurij Rodionov,window1,68,69,3215,29,,,,
05:56:49.56,Oliver Crawford,window1,30,31,954,5980,,,,
05:57:05.52,Jurij Rodionov,window1,68,69,3215,29,,,,
05:57:05.52,Oliver Crawford,window1,30,31,954,5980,,,,
06:00:36.40,Jurij Rodionov,window1,68,69,3215,29,,,,
06:00:36.40,Oliver Crawford,window1,30,31,954,5980,,,,
06:01:09.06,Jurij Rodionov,window1,68,69,3215,29,,,,
06:01:09.06,Oliver Crawford,window1,30,31,954,5980,,,,
06:01:55.56,Jurij Rodionov,window1,68,69,3215,29,,,,
06:01:55.56,Oliver Crawford,window1,30,31,954,5980,,,,
06:02:33.41,Oliver Crawford,window1,30,31,954,5980,,,,
06:02:49.89,Jurij Rodionov,window1,68,69,3215,29,,,,
06:04:08.94,Jurij Rodionov,window1,68,69,1746,29,,,,
06:04:08.94,Oliver Crawford,window1,30,32,1284,1372,,,,
06:04:27.20,Oliver Crawford,window1,30,32,1284,1372,,,,
06:05:35.24,Jurij Rodionov,window1,68,69,1756,29,,,,
06:05:52.40,Jurij Rodionov,window1,68,69,1756,29,,,,
06:05:52.40,Oliver Crawford,window1,30,32,954,1702,,,,
06:06:12.21,Jurij Rodionov,window1,68,69,1756,29,,,,
06:06:12.21,Oliver Crawford,window1,30,32,954,7002,,,,
06:06:30.77,Jurij Rodionov,window1,68,69,1756,29,,,,
06:06:30.77,Oliver Crawford,window1,30,32,954,1702,,,,
06:06:47.09,Jurij Rodionov,window1,68,69,1756,29,,,,
06:06:47.09,Oliver Crawford,window1,30,32,954,7002,,,,
06:07:01.67,Oliver Crawford,window1,30,32,954,7002,,,,
06:07:19.12,Oliver Crawford,window1,30,32,954,7002,,,,
06:07:50.61,Oliver Crawford,window1,30,32,954,7002,,,,
06:08:07.13,Jurij Rodionov,window1,68,69,1756,29,,,,
06:08:07.13,Oliver Crawford,window1,30,32,954,7002,,,,
06:08:23.21,Jurij Rodionov,window1,68,69,1756,29,,,,
06:08:23.21,Oliver Crawford,window1,30,32,954,7002,,,,
06:08:38.87,Oliver Crawford,window1,30,32,954,7002,,,,
06:09:15.49,Oliver Crawford,window1,30,32,1284,1372,,,,
06:09:31.16,Jurij Rodionov,window1,68,69,1756,29,,,,
06:09:31.16,Oliver Crawford,window1,30,32,954,6702,,,,
06:09:47.12,Jurij Rodionov,window1,68,69,1756,29,,,,
06:09:47.12,Oliver Crawford,window1,30,32,1284,1372,,,,
06:10:04.30,Jurij Rodionov,window1,68,69,1756,29,,,,
06:10:04.30,Oliver Crawford,window1,30,32,954,6702,,,,
06:10:23.73,Jurij Rodionov,window1,68,69,1756,29,,,,
06:10:23.73,Oliver Crawford,window1,30,32,954,6702,,,,
06:10:40.08,Jurij Rodionov,window1,68,69,1756,29,,,,
06:10:40.08,Oliver Crawford,window1,30,32,954,7002,,,,
06:10:56.42,Jurij Rodionov,window1,68,69,1756,29,,,,
06:10:56.42,Oliver Crawford,window1,30,32,954,7002,,,,
06:11:14.37,Jurij Rodionov,window1,68,69,1756,29,,,,
06:11:14.37,Oliver Crawford,window1,30,32,954,7002,,,,
06:11:47.77,Jurij Rodionov,window1,68,69,1568,29,,,,
06:11:47.77,Oliver Crawford,window1,30,31,954,988,,,,
06:12:08.70,Jurij Rodionov,window1,68,69,1756,29,,,,
06:12:08.70,Oliver Crawford,window1,30,32,954,7002,,,,
06:12:29.62,Jurij Rodionov,window1,68,69,1756,29,,,,
06:12:29.62,Oliver Crawford,window1,30,32,954,1702,,,,
06:12:49.21,Jurij Rodionov,window1,68,69,1756,29,,,,
06:12:49.21,Oliver Crawford,window1,30,32,954,6702,,,,
06:13:08.90,Jurij Rodionov,window1,68,69,1756,29,,,,
06:13:08.90,Oliver Crawford,window1,30,32,954,6702,,,,
06:13:28.47,Jurij Rodionov,window1,68,69,1756,29,,,,
06:13:28.47,Oliver Crawford,window1,30,32,1284,1372,,,,
06:13:50.67,Jurij Rodionov,window1,68,69,1756,29,,,,
06:13:50.67,Oliver Crawford,window1,30,32,954,7002,,,,
06:14:17.94,Jurij Rodionov,window1,68,69,1756,29,,,,
06:14:17.94,Oliver Crawford,window1,30,32,954,7002,,,,
06:14:39.90,Jurij Rodionov,window1,68,69,1756,29,,,,
06:14:39.90,Oliver Crawford,window1,30,32,954,7002,,,,
06:15:01.95,Jurij Rodionov,window1,68,69,1756,29,,,,
06:15:01.95,Oliver Crawford,window1,30,32,954,6702,,,,
06:15:28.22,Oliver Crawford,window1,30,32,954,6702,,,,
06:15:46.36,Jurij Rodionov,window1,68,69,1756,29,,,,
06:15:46.36,Oliver Crawford,window1,30,32,954,7002,,,,
06:16:05.74,Jurij Rodionov,window1,68,69,1756,29,,,,
06:16:05.74,Oliver Crawford,window1,30,32,1284,1372,,,,
06:16:25.98,Oliver Crawford,window1,30,32,954,6702,,,,
06:19:12.50,Jurij Rodionov,window1,68,69,1756,29,,,,
06:19:28.73,Jurij Rodionov,window1,68,69,1756,29,,,,
06:19:28.73,Oliver Crawford,window1,30,32,954,6702,,,,
06:20:35.47,Jurij Rodionov,window1,68,69,1756,29,,,,
06:20:35.47,Oliver Crawford,window1,30,32,954,7002,,,,
06:20:50.60,Jurij Rodionov,window1,68,69,1756,29,,,,
06:21:07.49,Jurij Rodionov,window1,68,69,1756,29,,,,
06:21:07.49,Oliver Crawford,window1,30,32,954,7002,,,,
06:21:41.14,Jurij Rodionov,window1,68,69,1756,29,,,,
06:21:41.14,Oliver Crawford,window1,30,32,954,7002,,,,
