sequence,changed_leg,valid_from_et,valid_from_tminus_scheduled,valid_from_tminus_bell,valid_to_et,duration_seconds,NIK_bid,NIK_ask,NIK_spread,VRB_bid,VRB_ask,VRB_spread
815,VRB,2026-07-19T11:32:01-04:00,T-57.983,T-62.983,2026-07-19T11:32:05-04:00,4.0,17,19,2,81,83,2
816,VRB,2026-07-19T11:32:05-04:00,T-57.917,T-62.917,2026-07-19T11:32:06-04:00,1.0,17,19,2,80,83,3
817,VRB,2026-07-19T11:32:06-04:00,T-57.900,T-62.900,2026-07-19T11:32:07-04:00,1.0,17,19,2,81,83,2
818,VRB,2026-07-19T11:32:07-04:00,T-57.883,T-62.883,2026-07-19T11:32:07-04:00,0.0,17,19,2,80,83,3
819,VRB,2026-07-19T11:32:07-04:00,T-57.883,T-62.883,2026-07-19T11:32:11-04:00,4.0,17,19,2,81,83,2
820,VRB,2026-07-19T11:32:11-04:00,T-57.817,T-62.817,2026-07-19T11:32:11-04:00,0.0,17,19,2,80,83,3
821,VRB,2026-07-19T11:32:11-04:00,T-57.817,T-62.817,2026-07-19T11:32:12-04:00,1.0,17,19,2,81,83,2
822,VRB,2026-07-19T11:32:12-04:00,T-57.800,T-62.800,2026-07-19T11:32:12-04:00,0.0,17,19,2,80,83,3
823,VRB,2026-07-19T11:32:12-04:00,T-57.800,T-62.800,2026-07-19T11:32:15-04:00,3.0,17,19,2,81,83,2
824,VRB,2026-07-19T11:32:15-04:00,T-57.750,T-62.750,2026-07-19T11:32:15-04:00,0.0,17,19,2,80,83,3
825,VRB,2026-07-19T11:32:15-04:00,T-57.750,T-62.750,2026-07-19T11:32:17-04:00,2.0,17,19,2,81,83,2
826,VRB,2026-07-19T11:32:17-04:00,T-57.717,T-62.717,2026-07-19T11:32:17-04:00,0.0,17,19,2,80,83,3
827,VRB,2026-07-19T11:32:17-04:00,T-57.717,T-62.717,2026-07-19T11:32:23-04:00,6.0,17,19,2,81,83,2
828,VRB,2026-07-19T11:32:23-04:00,T-57.617,T-62.617,2026-07-19T11:32:23-04:00,0.0,17,19,2,80,83,3
829,VRB,2026-07-19T11:32:23-04:00,T-57.617,T-62.617,2026-07-19T11:32:27-04:00,4.0,17,19,2,81,83,2
830,VRB,2026-07-19T11:32:27-04:00,T-57.550,T-62.550,2026-07-19T11:32:27-04:00,0.0,17,19,2,80,83,3
831,VRB,2026-07-19T11:32:27-04:00,T-57.550,T-62.550,2026-07-19T11:32:31-04:00,4.0,17,19,2,81,83,2
832,NIK,2026-07-19T11:32:31-04:00,T-57.483,T-62.483,2026-07-19T11:36:19-04:00,228.0,17,18,1,81,83,2
833,VRB,2026-07-19T11:36:19-04:00,T-53.683,T-58.683,2026-07-19T11:36:28-04:00,9.0,17,18,1,82,83,1
834,VRB,2026-07-19T11:36:28-04:00,T-53.533,T-58.533,2026-07-19T11:37:18-04:00,50.0,17,18,1,81,83,2
835,VRB,2026-07-19T11:37:18-04:00,T-52.700,T-57.700,2026-07-19T11:39:11-04:00,113.0,17,18,1,81,84,3
836,NIK,2026-07-19T11:39:11-04:00,T-50.817,T-55.817,2026-07-19T11:39:14-04:00,3.0,18,19,1,81,84,3
837,VRB,2026-07-19T11:39:14-04:00,T-50.767,T-55.767,2026-07-19T11:40:26-04:00,72.0,18,19,1,80,84,4
838,NIK,2026-07-19T11:40:26-04:00,T-49.567,T-54.567,2026-07-19T11:44:48-04:00,262.0,17,19,2,80,84,4
839,VRB,2026-07-19T11:44:48-04:00,T-45.200,T-50.200,2026-07-19T11:51:17-04:00,389.0,17,19,2,81,84,3
840,NIK,2026-07-19T11:51:17-04:00,T-38.717,T-43.717,2026-07-19T11:51:17-04:00,0.0,17,18,1,81,84,3
841,VRB,2026-07-19T11:51:17-04:00,T-38.717,T-43.717,2026-07-19T11:51:18-04:00,1.0,17,18,1,82,83,1
842,VRB,2026-07-19T11:51:18-04:00,T-38.700,T-43.700,2026-07-19T11:51:19-04:00,1.0,17,18,1,82,84,2
843,NIK,2026-07-19T11:51:19-04:00,T-38.683,T-43.683,2026-07-19T11:51:23-04:00,4.0,17,19,2,82,84,2
844,NIK,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,2026-07-19T11:51:23-04:00,0.0,17,18,1,82,84,2
845,VRB,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,2026-07-19T11:51:23-04:00,0.0,17,18,1,82,83,1
846,VRB,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,2026-07-19T11:51:26-04:00,3.0,17,18,1,82,84,2
847,NIK,2026-07-19T11:51:26-04:00,T-38.567,T-43.567,2026-07-19T11:51:27-04:00,1.0,17,19,2,82,84,2
848,VRB,2026-07-19T11:51:27-04:00,T-38.550,T-43.550,2026-07-19T11:51:29-04:00,2.0,17,19,2,82,83,1
849,NIK,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,2026-07-19T11:51:29-04:00,0.0,17,18,1,82,83,1
850,NIK,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,2026-07-19T11:51:29-04:00,0.0,17,19,2,82,83,1
851,VRB,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,2026-07-19T11:51:32-04:00,3.0,17,19,2,82,84,2
852,NIK,2026-07-19T11:51:32-04:00,T-38.467,T-43.467,2026-07-19T11:51:32-04:00,0.0,17,18,1,82,84,2
853,VRB,2026-07-19T11:51:32-04:00,T-38.467,T-43.467,2026-07-19T11:51:34-04:00,2.0,17,18,1,82,83,1
854,NIK,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,2026-07-19T11:51:34-04:00,0.0,17,19,2,82,83,1
855,VRB,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,2026-07-19T11:51:39-04:00,5.0,17,19,2,82,84,2
856,NIK,2026-07-19T11:51:39-04:00,T-38.350,T-43.350,2026-07-19T11:51:39-04:00,0.0,17,18,1,82,84,2
857,VRB,2026-07-19T11:51:39-04:00,T-38.350,T-43.350,2026-07-19T11:51:45-04:00,6.0,17,18,1,82,83,1
858,NIK,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,2026-07-19T11:51:45-04:00,0.0,17,19,2,82,83,1
859,VRB,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,2026-07-19T11:51:46-04:00,1.0,17,19,2,82,84,2
860,NIK,2026-07-19T11:51:46-04:00,T-38.233,T-43.233,2026-07-19T11:51:46-04:00,0.0,17,18,1,82,84,2
861,VRB,2026-07-19T11:51:46-04:00,T-38.233,T-43.233,2026-07-19T11:51:49-04:00,3.0,17,18,1,82,83,1
862,VRB,2026-07-19T11:51:49-04:00,T-38.183,T-43.183,2026-07-19T11:51:52-04:00,3.0,17,18,1,82,84,2
863,VRB,2026-07-19T11:51:52-04:00,T-38.133,T-43.133,2026-07-19T11:51:53-04:00,1.0,17,18,1,81,84,3
864,VRB,2026-07-19T11:51:53-04:00,T-38.117,T-43.117,2026-07-19T11:51:53-04:00,0.0,17,18,1,82,84,2
865,VRB,2026-07-19T11:51:53-04:00,T-38.117,T-43.117,2026-07-19T11:51:54-04:00,1.0,17,18,1,82,83,1
866,VRB,2026-07-19T11:51:54-04:00,T-38.100,T-43.100,2026-07-19T11:51:54-04:00,0.0,17,18,1,82,84,2
867,VRB,2026-07-19T11:51:54-04:00,T-38.100,T-43.100,2026-07-19T11:51:55-04:00,1.0,17,18,1,82,83,1
868,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:55-04:00,0.0,17,18,1,82,84,2
869,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:55-04:00,0.0,17,18,1,82,83,1
870,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:55-04:00,0.0,17,18,1,82,84,2
871,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:55-04:00,0.0,17,18,1,82,83,1
872,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:55-04:00,0.0,17,18,1,81,83,2
873,VRB,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,2026-07-19T11:51:58-04:00,3.0,17,18,1,81,84,3
874,VRB,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,2026-07-19T11:51:58-04:00,0.0,17,18,1,81,83,2
875,VRB,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,2026-07-19T11:51:58-04:00,0.0,17,18,1,82,83,1
876,VRB,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,2026-07-19T11:51:58-04:00,0.0,17,18,1,82,84,2
877,VRB,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,2026-07-19T11:52:00-04:00,2.0,17,18,1,82,83,1
878,VRB,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,2026-07-19T11:52:00-04:00,0.0,17,18,1,82,84,2
879,VRB,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,2026-07-19T11:52:00-04:00,0.0,17,18,1,82,83,1
880,VRB,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,2026-07-19T11:52:00-04:00,0.0,17,18,1,82,84,2
881,VRB,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,2026-07-19T11:52:01-04:00,1.0,17,18,1,82,83,1
882,VRB,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,2026-07-19T11:52:01-04:00,0.0,17,18,1,81,83,2
883,VRB,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,2026-07-19T11:52:01-04:00,0.0,17,18,1,81,84,3
884,VRB,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,2026-07-19T11:52:05-04:00,4.0,17,18,1,81,83,2
885,VRB,2026-07-19T11:52:05-04:00,T-37.917,T-42.917,2026-07-19T11:52:07-04:00,2.0,17,18,1,82,83,1
886,VRB,2026-07-19T11:52:07-04:00,T-37.883,T-42.883,2026-07-19T11:52:09-04:00,2.0,17,18,1,81,83,2
887,VRB,2026-07-19T11:52:09-04:00,T-37.850,T-42.850,2026-07-19T11:52:11-04:00,2.0,17,18,1,82,83,1
888,VRB,2026-07-19T11:52:11-04:00,T-37.817,T-42.817,2026-07-19T11:52:12-04:00,1.0,17,18,1,81,83,2
889,VRB,2026-07-19T11:52:12-04:00,T-37.800,T-42.800,2026-07-19T11:52:14-04:00,2.0,17,18,1,82,83,1
890,VRB,2026-07-19T11:52:14-04:00,T-37.767,T-42.767,2026-07-19T11:52:14-04:00,0.0,17,18,1,82,84,2
891,VRB,2026-07-19T11:52:14-04:00,T-37.767,T-42.767,2026-07-19T11:52:16-04:00,2.0,17,18,1,82,83,1
892,VRB,2026-07-19T11:52:16-04:00,T-37.733,T-42.733,2026-07-19T11:52:18-04:00,2.0,17,18,1,82,84,2
893,VRB,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,2026-07-19T11:52:18-04:00,0.0,17,18,1,82,83,1
894,VRB,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,2026-07-19T11:52:18-04:00,0.0,17,18,1,82,84,2
895,VRB,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,2026-07-19T11:52:21-04:00,3.0,17,18,1,82,83,1
896,VRB,2026-07-19T11:52:21-04:00,T-37.650,T-42.650,2026-07-19T11:52:25-04:00,4.0,17,18,1,82,84,2
897,VRB,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,2026-07-19T11:52:25-04:00,0.0,17,18,1,82,83,1
898,VRB,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,2026-07-19T11:52:25-04:00,0.0,17,18,1,82,84,2
899,VRB,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,2026-07-19T11:52:28-04:00,3.0,17,18,1,82,83,1
900,VRB,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,2026-07-19T11:52:28-04:00,0.0,17,18,1,82,84,2
901,VRB,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,2026-07-19T11:52:28-04:00,0.0,17,18,1,82,83,1
902,VRB,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,2026-07-19T11:52:28-04:00,0.0,17,18,1,82,84,2
903,VRB,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,2026-07-19T11:52:29-04:00,1.0,17,18,1,82,83,1
904,VRB,2026-07-19T11:52:29-04:00,T-37.517,T-42.517,2026-07-19T11:52:33-04:00,4.0,17,18,1,82,84,2
905,VRB,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,2026-07-19T11:52:33-04:00,0.0,17,18,1,82,83,1
906,VRB,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,2026-07-19T11:52:33-04:00,0.0,17,18,1,82,84,2
907,VRB,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,2026-07-19T11:52:39-04:00,6.0,17,18,1,82,83,1
908,VRB,2026-07-19T11:52:39-04:00,T-37.350,T-42.350,2026-07-19T11:52:42-04:00,3.0,17,18,1,82,84,2
909,VRB,2026-07-19T11:52:42-04:00,T-37.300,T-42.300,2026-07-19T11:52:44-04:00,2.0,17,18,1,82,83,1
910,VRB,2026-07-19T11:52:44-04:00,T-37.267,T-42.267,2026-07-19T11:52:46-04:00,2.0,17,18,1,82,84,2
911,VRB,2026-07-19T11:52:46-04:00,T-37.233,T-42.233,2026-07-19T11:52:47-04:00,1.0,17,18,1,82,83,1
912,VRB,2026-07-19T11:52:47-04:00,T-37.217,T-42.217,2026-07-19T11:52:49-04:00,2.0,17,18,1,82,84,2
913,VRB,2026-07-19T11:52:49-04:00,T-37.183,T-42.183,2026-07-19T11:52:53-04:00,4.0,17,18,1,82,83,1
914,VRB,2026-07-19T11:52:53-04:00,T-37.117,T-42.117,2026-07-19T11:52:56-04:00,3.0,17,18,1,82,84,2
915,VRB,2026-07-19T11:52:56-04:00,T-37.067,T-42.067,2026-07-19T11:52:56-04:00,0.0,17,18,1,82,83,1
916,VRB,2026-07-19T11:52:56-04:00,T-37.067,T-42.067,2026-07-19T11:52:57-04:00,1.0,17,18,1,82,84,2
917,VRB,2026-07-19T11:52:57-04:00,T-37.050,T-42.050,2026-07-19T11:52:59-04:00,2.0,17,18,1,81,84,3
918,VRB,2026-07-19T11:52:59-04:00,T-37.017,T-42.017,2026-07-19T11:52:59-04:00,0.0,17,18,1,82,84,2
919,VRB,2026-07-19T11:52:59-04:00,T-37.017,T-42.017,2026-07-19T11:53:07-04:00,8.0,17,18,1,82,83,1
920,NIK,2026-07-19T11:53:07-04:00,T-36.883,T-41.883,2026-07-19T11:53:07-04:00,0.0,17,19,2,82,83,1
921,VRB,2026-07-19T11:53:07-04:00,T-36.883,T-41.883,2026-07-19T11:53:10-04:00,3.0,17,19,2,81,83,2
922,NIK,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,81,83,2
923,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,83,1
924,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,84,2
925,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,83,1
926,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,84,2
927,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,83,1
928,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:10-04:00,0.0,17,18,1,82,84,2
929,VRB,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,2026-07-19T11:53:11-04:00,1.0,17,18,1,82,83,1
930,VRB,2026-07-19T11:53:11-04:00,T-36.817,T-41.817,2026-07-19T11:53:11-04:00,0.0,17,18,1,82,84,2
931,VRB,2026-07-19T11:53:11-04:00,T-36.817,T-41.817,2026-07-19T11:53:12-04:00,1.0,17,18,1,82,83,1
932,NIK,2026-07-19T11:53:12-04:00,T-36.800,T-41.800,2026-07-19T11:53:12-04:00,0.0,17,19,2,82,83,1
933,VRB,2026-07-19T11:53:12-04:00,T-36.800,T-41.800,2026-07-19T11:53:17-04:00,5.0,17,19,2,81,83,2
934,NIK,2026-07-19T11:53:17-04:00,T-36.717,T-41.717,2026-07-19T11:53:17-04:00,0.0,17,18,1,81,83,2
935,VRB,2026-07-19T11:53:17-04:00,T-36.717,T-41.717,2026-07-19T11:53:21-04:00,4.0,17,18,1,82,83,1
936,NIK,2026-07-19T11:53:21-04:00,T-36.650,T-41.650,2026-07-19T11:53:21-04:00,0.0,17,19,2,82,83,1
937,VRB,2026-07-19T11:53:21-04:00,T-36.650,T-41.650,2026-07-19T11:53:27-04:00,6.0,17,19,2,81,83,2
938,NIK,2026-07-19T11:53:27-04:00,T-36.550,T-41.550,2026-07-19T11:53:27-04:00,0.0,17,18,1,81,83,2
939,VRB,2026-07-19T11:53:27-04:00,T-36.550,T-41.550,2026-07-19T11:53:28-04:00,1.0,17,18,1,82,83,1
940,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:28-04:00,0.0,17,18,1,82,84,2
941,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:28-04:00,0.0,17,18,1,82,83,1
942,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:28-04:00,0.0,17,18,1,82,84,2
943,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:28-04:00,0.0,17,18,1,82,83,1
944,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:28-04:00,0.0,17,18,1,82,84,2
945,VRB,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,2026-07-19T11:53:30-04:00,2.0,17,18,1,82,83,1
946,VRB,2026-07-19T11:53:30-04:00,T-36.500,T-41.500,2026-07-19T11:53:30-04:00,0.0,17,18,1,82,84,2
947,VRB,2026-07-19T11:53:30-04:00,T-36.500,T-41.500,2026-07-19T11:53:32-04:00,2.0,17,18,1,82,83,1
948,NIK,2026-07-19T11:53:32-04:00,T-36.467,T-41.467,2026-07-19T11:53:32-04:00,0.0,17,19,2,82,83,1
949,VRB,2026-07-19T11:53:32-04:00,T-36.467,T-41.467,2026-07-19T11:53:44-04:00,12.0,17,19,2,81,83,2
950,VRB,2026-07-19T11:53:44-04:00,T-36.267,T-41.267,2026-07-19T11:53:44-04:00,0.0,17,19,2,81,84,3
951,VRB,2026-07-19T11:53:44-04:00,T-36.267,T-41.267,2026-07-19T11:53:58-04:00,14.0,17,19,2,81,83,2
952,VRB,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,2026-07-19T11:53:58-04:00,0.0,17,19,2,81,84,3
953,VRB,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,2026-07-19T11:53:58-04:00,0.0,17,19,2,81,83,2
954,VRB,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,2026-07-19T11:53:59-04:00,1.0,17,19,2,81,84,3
955,VRB,2026-07-19T11:53:59-04:00,T-36.017,T-41.017,2026-07-19T11:54:00-04:00,1.0,17,19,2,81,83,2
956,VRB,2026-07-19T11:54:00-04:00,T-36.000,T-41.000,2026-07-19T11:54:00-04:00,0.0,17,19,2,81,84,3
957,VRB,2026-07-19T11:54:00-04:00,T-36.000,T-41.000,2026-07-19T11:54:19-04:00,19.0,17,19,2,81,83,2
958,VRB,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,2026-07-19T11:54:19-04:00,0.0,17,19,2,81,84,3
959,VRB,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,2026-07-19T11:54:19-04:00,0.0,17,19,2,81,83,2
960,VRB,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,2026-07-19T11:54:19-04:00,0.0,17,19,2,81,84,3
961,VRB,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,2026-07-19T11:54:24-04:00,5.0,17,19,2,81,83,2
962,VRB,2026-07-19T11:54:24-04:00,T-35.600,T-40.600,2026-07-19T11:54:24-04:00,0.0,17,19,2,81,84,3
963,VRB,2026-07-19T11:54:24-04:00,T-35.600,T-40.600,2026-07-19T11:54:32-04:00,8.0,17,19,2,81,83,2
964,VRB,2026-07-19T11:54:32-04:00,T-35.467,T-40.467,2026-07-19T11:54:33-04:00,1.0,17,19,2,81,84,3
965,VRB,2026-07-19T11:54:33-04:00,T-35.450,T-40.450,2026-07-19T11:55:42-04:00,69.0,17,19,2,81,83,2
966,VRB,2026-07-19T11:55:42-04:00,T-34.300,T-39.300,2026-07-19T12:01:16-04:00,334.0,17,19,2,80,83,3
967,VRB,2026-07-19T12:01:16-04:00,T-28.733,T-33.733,2026-07-19T12:02:24-04:00,68.0,17,19,2,81,83,2
968,VRB,2026-07-19T12:02:24-04:00,T-27.600,T-32.600,2026-07-19T12:03:57-04:00,93.0,17,19,2,80,83,3
969,VRB,2026-07-19T12:03:57-04:00,T-26.050,T-31.050,2026-07-19T12:03:57-04:00,0.0,17,19,2,80,84,4
970,VRB,2026-07-19T12:03:57-04:00,T-26.050,T-31.050,2026-07-19T12:05:24-04:00,87.0,17,19,2,80,83,3
971,VRB,2026-07-19T12:05:24-04:00,T-24.600,T-29.600,2026-07-19T12:05:46-04:00,22.0,17,19,2,81,83,2
972,VRB,2026-07-19T12:05:46-04:00,T-24.233,T-29.233,2026-07-19T12:05:59-04:00,13.0,17,19,2,80,83,3
973,VRB,2026-07-19T12:05:59-04:00,T-24.017,T-29.017,2026-07-19T12:06:58-04:00,59.0,17,19,2,81,83,2
974,VRB,2026-07-19T12:06:58-04:00,T-23.033,T-28.033,2026-07-19T12:08:26-04:00,88.0,17,19,2,81,84,3
975,VRB,2026-07-19T12:08:26-04:00,T-21.567,T-26.567,2026-07-19T12:09:33-04:00,67.0,17,19,2,81,83,2
976,VRB,2026-07-19T12:09:33-04:00,T-20.450,T-25.450,2026-07-19T12:10:09-04:00,36.0,17,19,2,82,83,1
977,VRB,2026-07-19T12:10:09-04:00,T-19.850,T-24.850,2026-07-19T12:10:44-04:00,35.0,17,19,2,81,84,3
978,VRB,2026-07-19T12:10:44-04:00,T-19.267,T-24.267,2026-07-19T12:10:57-04:00,13.0,17,19,2,82,84,2
979,VRB,2026-07-19T12:10:57-04:00,T-19.050,T-24.050,2026-07-19T12:11:06-04:00,9.0,17,19,2,81,84,3
980,VRB,2026-07-19T12:11:06-04:00,T-18.900,T-23.900,2026-07-19T12:11:07-04:00,1.0,17,19,2,81,83,2
981,VRB,2026-07-19T12:11:07-04:00,T-18.883,T-23.883,2026-07-19T12:11:08-04:00,1.0,17,19,2,81,84,3
982,VRB,2026-07-19T12:11:08-04:00,T-18.867,T-23.867,2026-07-19T12:11:08-04:00,0.0,17,19,2,81,85,4
983,VRB,2026-07-19T12:11:08-04:00,T-18.867,T-23.867,2026-07-19T12:12:14-04:00,66.0,17,19,2,81,84,3
984,VRB,2026-07-19T12:12:14-04:00,T-17.767,T-22.767,2026-07-19T12:12:45-04:00,31.0,17,19,2,82,84,2
985,VRB,2026-07-19T12:12:45-04:00,T-17.250,T-22.250,2026-07-19T12:12:46-04:00,1.0,17,19,2,81,84,3
986,VRB,2026-07-19T12:12:46-04:00,T-17.233,T-22.233,2026-07-19T12:13:11-04:00,25.0,17,19,2,82,84,2
987,VRB,2026-07-19T12:13:11-04:00,T-16.817,T-21.817,2026-07-19T12:13:26-04:00,15.0,17,19,2,81,84,3
988,VRB,2026-07-19T12:13:26-04:00,T-16.567,T-21.567,2026-07-19T12:14:09-04:00,43.0,17,19,2,82,84,2
989,VRB,2026-07-19T12:14:09-04:00,T-15.850,T-20.850,2026-07-19T12:14:09-04:00,0.0,17,19,2,82,85,3
990,VRB,2026-07-19T12:14:09-04:00,T-15.850,T-20.850,2026-07-19T12:14:14-04:00,5.0,17,19,2,82,84,2
991,VRB,2026-07-19T12:14:14-04:00,T-15.767,T-20.767,2026-07-19T12:14:15-04:00,1.0,17,19,2,82,83,1
992,VRB,2026-07-19T12:14:15-04:00,T-15.750,T-20.750,2026-07-19T12:14:15-04:00,0.0,17,19,2,82,84,2
993,VRB,2026-07-19T12:14:15-04:00,T-15.750,T-20.750,2026-07-19T12:15:05-04:00,50.0,17,19,2,82,83,1
994,VRB,2026-07-19T12:15:05-04:00,T-14.917,T-19.917,2026-07-19T12:15:07-04:00,2.0,17,19,2,81,84,3
995,VRB,2026-07-19T12:15:07-04:00,T-14.883,T-19.883,2026-07-19T12:15:07-04:00,0.0,17,19,2,81,85,4
996,VRB,2026-07-19T12:15:07-04:00,T-14.883,T-19.883,2026-07-19T12:24:51-04:00,584.0,17,19,2,81,84,3
997,VRB,2026-07-19T12:24:51-04:00,T-5.150,T-10.150,2026-07-19T12:33:53-04:00,542.0,17,19,2,81,83,2
998,VRB,2026-07-19T12:33:53-04:00,T+3.883,T-1.117,2026-07-19T12:33:57-04:00,4.0,17,19,2,80,83,3
999,VRB,2026-07-19T12:33:57-04:00,T+3.950,T-1.050,2026-07-19T12:34:45-04:00,48.0,17,19,2,81,83,2
1000,VRB,2026-07-19T12:34:45-04:00,T+4.750,T-0.250,2026-07-19T12:34:54-04:00,9.0,17,19,2,81,84,3
1001,VRB,2026-07-19T12:34:54-04:00,T+4.900,T-0.100,2026-07-19T12:34:55-04:00,1.0,17,19,2,81,83,2
1002,VRB,2026-07-19T12:34:55-04:00,T+4.917,T-0.083,2026-07-19T12:34:55-04:00,0.0,17,19,2,81,84,3
1003,VRB,2026-07-19T12:34:55-04:00,T+4.917,T-0.083,2026-07-19T12:35:00-04:00,5.0,17,19,2,81,83,2
