episode_id,leg,side,peak_price_cents,peak_ts_et,peak_tminus_scheduled,peak_tminus_bell,trough_price_cents,trough_ts_et,trough_tminus_scheduled,trough_tminus_bell,resume_price_cents,resume_ts_et,resume_tminus_scheduled,resume_tminus_bell,depth_cents,seconds_peak_to_trough,seconds_at_trough_before_resume,seconds_peak_to_resume,full_recovery_ts_et,full_recovery_tminus_scheduled,full_recovery_tminus_bell
VRB_bid_0051,VRB,bid,82,2026-07-19T11:51:17-04:00,T-38.717,T-43.717,81,2026-07-19T11:51:52-04:00,T-38.133,T-43.133,82,2026-07-19T11:51:53-04:00,T-38.117,T-43.117,1,35.0,1.0,36.0,2026-07-19T11:51:53-04:00,T-38.117,T-43.117
VRB_ask_0073,VRB,ask,84,2026-07-19T11:51:18-04:00,T-38.700,T-43.700,83,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,84,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,1,5.0,0.0,5.0,2026-07-19T11:51:23-04:00,T-38.617,T-43.617
NIK_ask_0011,NIK,ask,19,2026-07-19T11:51:19-04:00,T-38.683,T-43.683,18,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,19,2026-07-19T11:51:26-04:00,T-38.567,T-43.567,1,4.0,3.0,7.0,2026-07-19T11:51:26-04:00,T-38.567,T-43.567
VRB_ask_0074,VRB,ask,84,2026-07-19T11:51:23-04:00,T-38.617,T-43.617,83,2026-07-19T11:51:27-04:00,T-38.550,T-43.550,84,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,1,4.0,2.0,6.0,2026-07-19T11:51:29-04:00,T-38.517,T-43.517
NIK_ask_0012,NIK,ask,19,2026-07-19T11:51:26-04:00,T-38.567,T-43.567,18,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,19,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,1,3.0,0.0,3.0,2026-07-19T11:51:29-04:00,T-38.517,T-43.517
NIK_ask_0013,NIK,ask,19,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,18,2026-07-19T11:51:32-04:00,T-38.467,T-43.467,19,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,1,3.0,2.0,5.0,2026-07-19T11:51:34-04:00,T-38.433,T-43.433
VRB_ask_0075,VRB,ask,84,2026-07-19T11:51:29-04:00,T-38.517,T-43.517,83,2026-07-19T11:51:32-04:00,T-38.467,T-43.467,84,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,1,3.0,2.0,5.0,2026-07-19T11:51:34-04:00,T-38.433,T-43.433
NIK_ask_0014,NIK,ask,19,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,18,2026-07-19T11:51:39-04:00,T-38.350,T-43.350,19,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,1,5.0,6.0,11.0,2026-07-19T11:51:45-04:00,T-38.250,T-43.250
VRB_ask_0076,VRB,ask,84,2026-07-19T11:51:34-04:00,T-38.433,T-43.433,83,2026-07-19T11:51:39-04:00,T-38.350,T-43.350,84,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,1,5.0,6.0,11.0,2026-07-19T11:51:45-04:00,T-38.250,T-43.250
NIK_ask_0015,NIK,ask,19,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,18,2026-07-19T11:51:46-04:00,T-38.233,T-43.233,19,2026-07-19T11:53:07-04:00,T-36.883,T-41.883,1,1.0,81.0,82.0,2026-07-19T11:53:07-04:00,T-36.883,T-41.883
VRB_ask_0077,VRB,ask,84,2026-07-19T11:51:45-04:00,T-38.250,T-43.250,83,2026-07-19T11:51:46-04:00,T-38.233,T-43.233,84,2026-07-19T11:51:49-04:00,T-38.183,T-43.183,1,1.0,3.0,4.0,2026-07-19T11:51:49-04:00,T-38.183,T-43.183
VRB_ask_0078,VRB,ask,84,2026-07-19T11:51:49-04:00,T-38.183,T-43.183,83,2026-07-19T11:51:53-04:00,T-38.117,T-43.117,84,2026-07-19T11:51:54-04:00,T-38.100,T-43.100,1,4.0,1.0,5.0,2026-07-19T11:51:54-04:00,T-38.100,T-43.100
VRB_bid_0052,VRB,bid,82,2026-07-19T11:51:53-04:00,T-38.117,T-43.117,81,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,82,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,1,2.0,3.0,5.0,2026-07-19T11:51:58-04:00,T-38.033,T-43.033
VRB_ask_0079,VRB,ask,84,2026-07-19T11:51:54-04:00,T-38.100,T-43.100,83,2026-07-19T11:51:54-04:00,T-38.100,T-43.100,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,1,0.0,1.0,1.0,2026-07-19T11:51:55-04:00,T-38.083,T-43.083
VRB_ask_0080,VRB,ask,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,83,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,1,0.0,0.0,0.0,2026-07-19T11:51:55-04:00,T-38.083,T-43.083
VRB_ask_0081,VRB,ask,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,83,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,1,0.0,0.0,0.0,2026-07-19T11:51:55-04:00,T-38.083,T-43.083
VRB_ask_0082,VRB,ask,84,2026-07-19T11:51:55-04:00,T-38.083,T-43.083,83,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,84,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,1,3.0,0.0,3.0,2026-07-19T11:51:58-04:00,T-38.033,T-43.033
VRB_ask_0083,VRB,ask,84,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,83,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,84,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,1,0.0,2.0,2.0,2026-07-19T11:52:00-04:00,T-38.000,T-43.000
VRB_bid_0053,VRB,bid,82,2026-07-19T11:51:58-04:00,T-38.033,T-43.033,81,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,82,2026-07-19T11:52:05-04:00,T-37.917,T-42.917,1,3.0,4.0,7.0,2026-07-19T11:52:05-04:00,T-37.917,T-42.917
VRB_ask_0084,VRB,ask,84,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,83,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,84,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,1,0.0,0.0,0.0,2026-07-19T11:52:00-04:00,T-38.000,T-43.000
VRB_ask_0085,VRB,ask,84,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,83,2026-07-19T11:52:00-04:00,T-38.000,T-43.000,84,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,1,0.0,1.0,1.0,2026-07-19T11:52:01-04:00,T-37.983,T-42.983
VRB_ask_0086,VRB,ask,84,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,83,2026-07-19T11:52:01-04:00,T-37.983,T-42.983,84,2026-07-19T11:52:14-04:00,T-37.767,T-42.767,1,0.0,13.0,13.0,2026-07-19T11:52:14-04:00,T-37.767,T-42.767
VRB_bid_0054,VRB,bid,82,2026-07-19T11:52:05-04:00,T-37.917,T-42.917,81,2026-07-19T11:52:07-04:00,T-37.883,T-42.883,82,2026-07-19T11:52:09-04:00,T-37.850,T-42.850,1,2.0,2.0,4.0,2026-07-19T11:52:09-04:00,T-37.850,T-42.850
VRB_bid_0055,VRB,bid,82,2026-07-19T11:52:09-04:00,T-37.850,T-42.850,81,2026-07-19T11:52:11-04:00,T-37.817,T-42.817,82,2026-07-19T11:52:12-04:00,T-37.800,T-42.800,1,2.0,1.0,3.0,2026-07-19T11:52:12-04:00,T-37.800,T-42.800
VRB_bid_0056,VRB,bid,82,2026-07-19T11:52:12-04:00,T-37.800,T-42.800,81,2026-07-19T11:52:57-04:00,T-37.050,T-42.050,82,2026-07-19T11:52:59-04:00,T-37.017,T-42.017,1,45.0,2.0,47.0,2026-07-19T11:52:59-04:00,T-37.017,T-42.017
VRB_ask_0087,VRB,ask,84,2026-07-19T11:52:14-04:00,T-37.767,T-42.767,83,2026-07-19T11:52:14-04:00,T-37.767,T-42.767,84,2026-07-19T11:52:16-04:00,T-37.733,T-42.733,1,0.0,2.0,2.0,2026-07-19T11:52:16-04:00,T-37.733,T-42.733
VRB_ask_0088,VRB,ask,84,2026-07-19T11:52:16-04:00,T-37.733,T-42.733,83,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,84,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,1,2.0,0.0,2.0,2026-07-19T11:52:18-04:00,T-37.700,T-42.700
VRB_ask_0089,VRB,ask,84,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,83,2026-07-19T11:52:18-04:00,T-37.700,T-42.700,84,2026-07-19T11:52:21-04:00,T-37.650,T-42.650,1,0.0,3.0,3.0,2026-07-19T11:52:21-04:00,T-37.650,T-42.650
VRB_ask_0090,VRB,ask,84,2026-07-19T11:52:21-04:00,T-37.650,T-42.650,83,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,84,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,1,4.0,0.0,4.0,2026-07-19T11:52:25-04:00,T-37.583,T-42.583
VRB_ask_0091,VRB,ask,84,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,83,2026-07-19T11:52:25-04:00,T-37.583,T-42.583,84,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,1,0.0,3.0,3.0,2026-07-19T11:52:28-04:00,T-37.533,T-42.533
VRB_ask_0092,VRB,ask,84,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,83,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,84,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,1,0.0,0.0,0.0,2026-07-19T11:52:28-04:00,T-37.533,T-42.533
VRB_ask_0093,VRB,ask,84,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,83,2026-07-19T11:52:28-04:00,T-37.533,T-42.533,84,2026-07-19T11:52:29-04:00,T-37.517,T-42.517,1,0.0,1.0,1.0,2026-07-19T11:52:29-04:00,T-37.517,T-42.517
VRB_ask_0094,VRB,ask,84,2026-07-19T11:52:29-04:00,T-37.517,T-42.517,83,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,84,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,1,4.0,0.0,4.0,2026-07-19T11:52:33-04:00,T-37.450,T-42.450
VRB_ask_0095,VRB,ask,84,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,83,2026-07-19T11:52:33-04:00,T-37.450,T-42.450,84,2026-07-19T11:52:39-04:00,T-37.350,T-42.350,1,0.0,6.0,6.0,2026-07-19T11:52:39-04:00,T-37.350,T-42.350
VRB_ask_0096,VRB,ask,84,2026-07-19T11:52:39-04:00,T-37.350,T-42.350,83,2026-07-19T11:52:42-04:00,T-37.300,T-42.300,84,2026-07-19T11:52:44-04:00,T-37.267,T-42.267,1,3.0,2.0,5.0,2026-07-19T11:52:44-04:00,T-37.267,T-42.267
VRB_ask_0097,VRB,ask,84,2026-07-19T11:52:44-04:00,T-37.267,T-42.267,83,2026-07-19T11:52:46-04:00,T-37.233,T-42.233,84,2026-07-19T11:52:47-04:00,T-37.217,T-42.217,1,2.0,1.0,3.0,2026-07-19T11:52:47-04:00,T-37.217,T-42.217
VRB_ask_0098,VRB,ask,84,2026-07-19T11:52:47-04:00,T-37.217,T-42.217,83,2026-07-19T11:52:49-04:00,T-37.183,T-42.183,84,2026-07-19T11:52:53-04:00,T-37.117,T-42.117,1,2.0,4.0,6.0,2026-07-19T11:52:53-04:00,T-37.117,T-42.117
VRB_ask_0099,VRB,ask,84,2026-07-19T11:52:53-04:00,T-37.117,T-42.117,83,2026-07-19T11:52:56-04:00,T-37.067,T-42.067,84,2026-07-19T11:52:56-04:00,T-37.067,T-42.067,1,3.0,0.0,3.0,2026-07-19T11:52:56-04:00,T-37.067,T-42.067
VRB_ask_0100,VRB,ask,84,2026-07-19T11:52:56-04:00,T-37.067,T-42.067,83,2026-07-19T11:52:59-04:00,T-37.017,T-42.017,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,1,3.0,11.0,14.0,2026-07-19T11:53:10-04:00,T-36.833,T-41.833
VRB_bid_0057,VRB,bid,82,2026-07-19T11:52:59-04:00,T-37.017,T-42.017,81,2026-07-19T11:53:07-04:00,T-36.883,T-41.883,82,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,1,8.0,3.0,11.0,2026-07-19T11:53:10-04:00,T-36.833,T-41.833
NIK_ask_0016,NIK,ask,19,2026-07-19T11:53:07-04:00,T-36.883,T-41.883,18,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,19,2026-07-19T11:53:12-04:00,T-36.800,T-41.800,1,3.0,2.0,5.0,2026-07-19T11:53:12-04:00,T-36.800,T-41.800
VRB_ask_0101,VRB,ask,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,83,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,1,0.0,0.0,0.0,2026-07-19T11:53:10-04:00,T-36.833,T-41.833
VRB_ask_0102,VRB,ask,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,83,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,1,0.0,0.0,0.0,2026-07-19T11:53:10-04:00,T-36.833,T-41.833
VRB_ask_0103,VRB,ask,84,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,83,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,84,2026-07-19T11:53:11-04:00,T-36.817,T-41.817,1,0.0,1.0,1.0,2026-07-19T11:53:11-04:00,T-36.817,T-41.817
VRB_bid_0058,VRB,bid,82,2026-07-19T11:53:10-04:00,T-36.833,T-41.833,81,2026-07-19T11:53:12-04:00,T-36.800,T-41.800,82,2026-07-19T11:53:17-04:00,T-36.717,T-41.717,1,2.0,5.0,7.0,2026-07-19T11:53:17-04:00,T-36.717,T-41.717
VRB_ask_0104,VRB,ask,84,2026-07-19T11:53:11-04:00,T-36.817,T-41.817,83,2026-07-19T11:53:11-04:00,T-36.817,T-41.817,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,1,0.0,17.0,17.0,2026-07-19T11:53:28-04:00,T-36.533,T-41.533
NIK_ask_0017,NIK,ask,19,2026-07-19T11:53:12-04:00,T-36.800,T-41.800,18,2026-07-19T11:53:17-04:00,T-36.717,T-41.717,19,2026-07-19T11:53:21-04:00,T-36.650,T-41.650,1,5.0,4.0,9.0,2026-07-19T11:53:21-04:00,T-36.650,T-41.650
VRB_bid_0059,VRB,bid,82,2026-07-19T11:53:17-04:00,T-36.717,T-41.717,81,2026-07-19T11:53:21-04:00,T-36.650,T-41.650,82,2026-07-19T11:53:27-04:00,T-36.550,T-41.550,1,4.0,6.0,10.0,2026-07-19T11:53:27-04:00,T-36.550,T-41.550
NIK_ask_0018,NIK,ask,19,2026-07-19T11:53:21-04:00,T-36.650,T-41.650,18,2026-07-19T11:53:27-04:00,T-36.550,T-41.550,19,2026-07-19T11:53:32-04:00,T-36.467,T-41.467,1,6.0,5.0,11.0,2026-07-19T11:53:32-04:00,T-36.467,T-41.467
VRB_bid_0060,VRB,bid,82,2026-07-19T11:53:27-04:00,T-36.550,T-41.550,80,2026-07-19T11:55:42-04:00,T-34.300,T-39.300,81,2026-07-19T12:01:16-04:00,T-28.733,T-33.733,2,135.0,334.0,469.0,2026-07-19T12:09:33-04:00,T-20.450,T-25.450
VRB_ask_0105,VRB,ask,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,83,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,1,0.0,0.0,0.0,2026-07-19T11:53:28-04:00,T-36.533,T-41.533
VRB_ask_0106,VRB,ask,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,83,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,1,0.0,0.0,0.0,2026-07-19T11:53:28-04:00,T-36.533,T-41.533
VRB_ask_0107,VRB,ask,84,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,83,2026-07-19T11:53:28-04:00,T-36.533,T-41.533,84,2026-07-19T11:53:30-04:00,T-36.500,T-41.500,1,0.0,2.0,2.0,2026-07-19T11:53:30-04:00,T-36.500,T-41.500
VRB_ask_0108,VRB,ask,84,2026-07-19T11:53:30-04:00,T-36.500,T-41.500,83,2026-07-19T11:53:30-04:00,T-36.500,T-41.500,84,2026-07-19T11:53:44-04:00,T-36.267,T-41.267,1,0.0,14.0,14.0,2026-07-19T11:53:44-04:00,T-36.267,T-41.267
VRB_ask_0109,VRB,ask,84,2026-07-19T11:53:44-04:00,T-36.267,T-41.267,83,2026-07-19T11:53:44-04:00,T-36.267,T-41.267,84,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,1,0.0,14.0,14.0,2026-07-19T11:53:58-04:00,T-36.033,T-41.033
VRB_ask_0110,VRB,ask,84,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,83,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,84,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,1,0.0,0.0,0.0,2026-07-19T11:53:58-04:00,T-36.033,T-41.033
VRB_ask_0111,VRB,ask,84,2026-07-19T11:53:58-04:00,T-36.033,T-41.033,83,2026-07-19T11:53:59-04:00,T-36.017,T-41.017,84,2026-07-19T11:54:00-04:00,T-36.000,T-41.000,1,1.0,1.0,2.0,2026-07-19T11:54:00-04:00,T-36.000,T-41.000
VRB_ask_0112,VRB,ask,84,2026-07-19T11:54:00-04:00,T-36.000,T-41.000,83,2026-07-19T11:54:00-04:00,T-36.000,T-41.000,84,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,1,0.0,19.0,19.0,2026-07-19T11:54:19-04:00,T-35.683,T-40.683
VRB_ask_0113,VRB,ask,84,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,83,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,84,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,1,0.0,0.0,0.0,2026-07-19T11:54:19-04:00,T-35.683,T-40.683
VRB_ask_0114,VRB,ask,84,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,83,2026-07-19T11:54:19-04:00,T-35.683,T-40.683,84,2026-07-19T11:54:24-04:00,T-35.600,T-40.600,1,0.0,5.0,5.0,2026-07-19T11:54:24-04:00,T-35.600,T-40.600
VRB_ask_0115,VRB,ask,84,2026-07-19T11:54:24-04:00,T-35.600,T-40.600,83,2026-07-19T11:54:24-04:00,T-35.600,T-40.600,84,2026-07-19T11:54:32-04:00,T-35.467,T-40.467,1,0.0,8.0,8.0,2026-07-19T11:54:32-04:00,T-35.467,T-40.467
VRB_ask_0116,VRB,ask,84,2026-07-19T11:54:32-04:00,T-35.467,T-40.467,83,2026-07-19T11:54:33-04:00,T-35.450,T-40.450,84,2026-07-19T12:03:57-04:00,T-26.050,T-31.050,1,1.0,564.0,565.0,2026-07-19T12:03:57-04:00,T-26.050,T-31.050
VRB_bid_0061,VRB,bid,81,2026-07-19T12:01:16-04:00,T-28.733,T-33.733,80,2026-07-19T12:02:24-04:00,T-27.600,T-32.600,81,2026-07-19T12:05:24-04:00,T-24.600,T-29.600,1,68.0,180.0,248.0,2026-07-19T12:05:24-04:00,T-24.600,T-29.600
VRB_ask_0117,VRB,ask,84,2026-07-19T12:03:57-04:00,T-26.050,T-31.050,83,2026-07-19T12:03:57-04:00,T-26.050,T-31.050,84,2026-07-19T12:06:58-04:00,T-23.033,T-28.033,1,0.0,181.0,181.0,2026-07-19T12:06:58-04:00,T-23.033,T-28.033
VRB_bid_0062,VRB,bid,81,2026-07-19T12:05:24-04:00,T-24.600,T-29.600,80,2026-07-19T12:05:46-04:00,T-24.233,T-29.233,81,2026-07-19T12:05:59-04:00,T-24.017,T-29.017,1,22.0,13.0,35.0,2026-07-19T12:05:59-04:00,T-24.017,T-29.017
VRB_ask_0118,VRB,ask,84,2026-07-19T12:06:58-04:00,T-23.033,T-28.033,83,2026-07-19T12:08:26-04:00,T-21.567,T-26.567,84,2026-07-19T12:10:09-04:00,T-19.850,T-24.850,1,88.0,103.0,191.0,2026-07-19T12:10:09-04:00,T-19.850,T-24.850
VRB_bid_0063,VRB,bid,82,2026-07-19T12:09:33-04:00,T-20.450,T-25.450,81,2026-07-19T12:10:09-04:00,T-19.850,T-24.850,82,2026-07-19T12:10:44-04:00,T-19.267,T-24.267,1,36.0,35.0,71.0,2026-07-19T12:10:44-04:00,T-19.267,T-24.267
VRB_ask_0119,VRB,ask,84,2026-07-19T12:10:09-04:00,T-19.850,T-24.850,83,2026-07-19T12:11:06-04:00,T-18.900,T-23.900,84,2026-07-19T12:11:07-04:00,T-18.883,T-23.883,1,57.0,1.0,58.0,2026-07-19T12:11:07-04:00,T-18.883,T-23.883
VRB_bid_0064,VRB,bid,82,2026-07-19T12:10:44-04:00,T-19.267,T-24.267,81,2026-07-19T12:10:57-04:00,T-19.050,T-24.050,82,2026-07-19T12:12:14-04:00,T-17.767,T-22.767,1,13.0,77.0,90.0,2026-07-19T12:12:14-04:00,T-17.767,T-22.767
VRB_ask_0120,VRB,ask,85,2026-07-19T12:11:08-04:00,T-18.867,T-23.867,84,2026-07-19T12:11:08-04:00,T-18.867,T-23.867,85,2026-07-19T12:14:09-04:00,T-15.850,T-20.850,1,0.0,181.0,181.0,2026-07-19T12:14:09-04:00,T-15.850,T-20.850
VRB_bid_0065,VRB,bid,82,2026-07-19T12:12:14-04:00,T-17.767,T-22.767,81,2026-07-19T12:12:45-04:00,T-17.250,T-22.250,82,2026-07-19T12:12:46-04:00,T-17.233,T-22.233,1,31.0,1.0,32.0,2026-07-19T12:12:46-04:00,T-17.233,T-22.233
VRB_bid_0066,VRB,bid,82,2026-07-19T12:12:46-04:00,T-17.233,T-22.233,81,2026-07-19T12:13:11-04:00,T-16.817,T-21.817,82,2026-07-19T12:13:26-04:00,T-16.567,T-21.567,1,25.0,15.0,40.0,2026-07-19T12:13:26-04:00,T-16.567,T-21.567
VRB_bid_0067,VRB,bid,82,2026-07-19T12:13:26-04:00,T-16.567,T-21.567,80,2026-07-19T12:33:53-04:00,T+3.883,T-1.117,81,2026-07-19T12:33:57-04:00,T+3.950,T-1.050,2,1227.0,4.0,1231.0,,,
VRB_ask_0121,VRB,ask,85,2026-07-19T12:14:09-04:00,T-15.850,T-20.850,83,2026-07-19T12:14:14-04:00,T-15.767,T-20.767,84,2026-07-19T12:14:15-04:00,T-15.750,T-20.750,2,5.0,1.0,6.0,2026-07-19T12:15:07-04:00,T-14.883,T-19.883
VRB_ask_0122,VRB,ask,84,2026-07-19T12:14:15-04:00,T-15.750,T-20.750,83,2026-07-19T12:14:15-04:00,T-15.750,T-20.750,84,2026-07-19T12:15:05-04:00,T-14.917,T-19.917,1,0.0,50.0,50.0,2026-07-19T12:15:05-04:00,T-14.917,T-19.917
VRB_ask_0123,VRB,ask,85,2026-07-19T12:15:07-04:00,T-14.883,T-19.883,83,2026-07-19T12:24:51-04:00,T-5.150,T-10.150,84,2026-07-19T12:34:45-04:00,T+4.750,T-0.250,2,584.0,594.0,1178.0,,,
VRB_ask_0124,VRB,ask,84,2026-07-19T12:34:45-04:00,T+4.750,T-0.250,83,2026-07-19T12:34:54-04:00,T+4.900,T-0.100,84,2026-07-19T12:34:55-04:00,T+4.917,T-0.083,1,9.0,1.0,10.0,2026-07-19T12:34:55-04:00,T+4.917,T-0.083
