ts_epoch,t_minus_bell_min,spread,bid_dwell_s,ask_dwell_s,book_changes_30min,trades_60min,median_size_60min,midsum_abs_dev
1784153794,1123.4,4,115,77,38,9,6.32,1.5
1784153854,1122.4,4,175,137,38,9,6.32,1.5
1784153914,1121.4,4,235,197,38,9,6.32,1.5
1784153974,1120.4,4,295,257,34,9,6.32,1.5
1784154034,1119.4,4,355,317,34,9,6.32,2.5
1784154094,1118.4,4,415,377,34,9,6.32,2.5
1784154154,1117.4,4,475,437,34,9,6.32,2.5
1784154214,1116.4,4,535,497,34,7,4.86,2.5
1784154274,1115.4,4,595,557,34,7,4.86,2.5
1784154334,1114.4,4,655,617,34,7,4.86,2.5
1784154394,1113.4,4,715,677,34,7,4.86,2.5
1784154454,1112.4,4,775,737,27,5,4.86,2.5
1784154514,1111.4,4,835,797,26,4,2.93,2.5
1784154574,1110.4,4,895,857,26,4,2.93,2.5
1784154634,1109.4,4,955,917,26,4,2.93,2.5
1784154694,1108.4,4,1015,977,26,4,2.93,2.5
1784154754,1107.4,4,1075,1037,26,4,2.93,2.5
1784154814,1106.4,4,1135,1097,26,4,2.93,2.5
1784154874,1105.4,4,1195,1157,26,4,2.93,2.5
1784154934,1104.4,4,1255,1217,25,4,2.93,2.5
1784154994,1103.4,4,1315,1277,25,4,2.93,2.5
1784155054,1102.4,4,12,20,47,4,2.93,0.5
1784155114,1101.4,4,72,80,47,4,2.93,1.0
1784155174,1100.4,4,132,140,47,4,2.93,1.0
1784155234,1099.4,2,29,200,49,4,2.93,2.0
1784155294,1098.4,2,89,260,49,4,2.93,2.0
1784155354,1097.4,2,149,320,42,3,1.0,2.0
1784155414,1096.4,2,209,380,41,3,1.0,2.0
1784155474,1095.4,2,269,440,36,3,1.0,2.0
1784155534,1094.4,2,329,500,25,3,1.0,2.0
1784155594,1093.4,2,389,560,24,3,1.0,2.0
1784155654,1092.4,2,449,620,24,3,1.0,2.0
1784155714,1091.4,2,509,680,24,3,1.0,2.0
1784155774,1090.4,2,569,740,24,2,8.16,2.0
1784155834,1089.4,2,629,800,25,3,4.0,2.5
1784155894,1088.4,4,54,860,26,3,4.0,1.5
1784155954,1087.4,4,114,920,26,3,4.0,1.5
1784156014,1086.4,2,22,980,27,3,4.0,3.0
1784156074,1085.4,2,82,1040,27,3,4.0,3.0
1784156134,1084.4,2,142,1100,27,3,4.0,3.0
1784156194,1083.4,2,202,1160,27,3,4.0,3.0
1784156254,1082.4,2,262,1220,27,1,4.0,3.0
1784156314,1081.4,1,24,58,36,2,4.5,2.0
1784156374,1080.4,1,84,118,36,2,4.5,2.0
1784156434,1079.4,1,144,178,36,2,4.5,2.0
1784156494,1078.4,1,204,238,36,2,4.5,2.0
1784156554,1077.4,1,264,298,36,2,4.5,3.0
1784156614,1076.4,1,324,358,36,2,4.5,3.0
1784156674,1075.4,1,384,418,36,2,4.5,2.0
1784156734,1074.4,4,37,32,55,5,4.0,0.5
1784156794,1073.4,4,97,92,55,5,4.0,0.5
1784156854,1072.4,4,157,152,33,5,4.0,0.5
1784156914,1071.4,4,217,212,33,5,4.0,0.5
1784156974,1070.4,4,277,272,34,5,4.0,0.5
1784157034,1069.4,4,337,332,32,5,4.0,0.5
1784157094,1068.4,4,397,392,37,5,4.0,0.0
1784157154,1067.4,4,457,452,37,5,4.0,0.5
1784157214,1066.4,4,517,512,37,5,4.0,0.5
1784157274,1065.4,4,577,572,38,5,4.0,0.5
1784157334,1064.4,4,637,632,38,5,4.0,0.5
1784157394,1063.4,4,697,692,38,5,4.0,0.5
1784157454,1062.4,4,757,752,38,5,4.0,0.5
1784157514,1061.4,4,817,812,38,5,4.0,0.5
1784157574,1060.4,4,877,872,38,5,4.0,0.5
1784157634,1059.4,4,937,932,41,5,4.0,0.5
1784157694,1058.4,4,997,992,40,5,4.0,0.5
1784157754,1057.4,4,1057,1052,42,5,4.0,0.5
1784157814,1056.4,4,1117,1112,41,5,4.0,0.5
1784157874,1055.4,4,1177,1172,41,5,4.0,0.5
1784157934,1054.4,4,1237,1232,41,5,4.0,0.5
1784157994,1053.4,4,1297,1292,41,5,4.0,0.5
1784158054,1052.4,4,1357,1352,43,5,4.0,0.5
1784158114,1051.4,4,5,12,39,5,4.0,0.5
1784158174,1050.4,2,65,30,49,5,4.0,1.5
1784158234,1049.4,1,125,31,52,5,4.0,0.5
1784158294,1048.4,1,185,91,52,5,4.0,0.5
1784158354,1047.4,1,245,151,53,6,4.5,0.5
1784158414,1046.4,1,305,211,54,6,4.5,0.5
1784158474,1045.4,1,365,271,54,6,4.5,0.5
1784158534,1044.4,1,425,331,35,6,4.5,0.5
1784158594,1043.4,1,485,3,46,11,9.0,0.5
1784158654,1042.4,-5,545,49,69,18,18.25,0.5
1784158714,1041.4,-5,605,109,69,18,18.25,0.5
1784158774,1040.4,-5,665,169,68,18,18.25,0.5
1784158834,1039.4,-5,725,229,68,18,18.25,0.5
1784158894,1038.4,-5,785,289,63,18,18.25,0.5
1784158954,1037.4,-5,845,349,63,18,18.25,0.5
1784159014,1036.4,-5,905,409,63,18,18.25,0.5
1784159074,1035.4,-5,965,469,62,18,18.25,0.5
1784159134,1034.4,-5,1025,529,62,18,18.25,0.5
1784159194,1033.4,-5,1085,589,62,18,18.25,0.5
1784159254,1032.4,-5,1145,649,62,18,18.25,0.5
1784159314,1031.4,-5,1205,709,62,18,18.25,0.5
1784159374,1030.4,-5,1265,769,63,18,18.25,0.5
1784159434,1029.4,-5,1325,829,61,17,21.5,0.5
1784159494,1028.4,-5,1385,889,62,17,21.5,0.5
1784159554,1027.4,-5,1445,949,60,17,21.5,0.5
1784159614,1026.4,-5,1505,1009,60,17,21.5,0.5
1784159674,1025.4,-5,1565,1069,60,17,21.5,0.5
1784159734,1024.4,-5,1625,1129,60,17,21.5,0.5
1784159794,1023.4,-5,1685,1189,60,17,21.5,0.5
1784159854,1022.4,-5,1745,1249,58,17,21.5,0.5
1784159914,1021.4,-6,1805,31,57,16,26.25,1.0
1784159974,1020.4,-6,1865,91,47,16,26.25,1.0
1784160034,1019.4,-6,1925,151,46,16,26.25,0.5
1784160094,1018.4,-6,1985,211,46,16,26.25,0.5
1784160154,1017.4,-6,2045,271,45,16,26.25,0.5
1784160214,1016.4,-6,2105,331,45,16,26.25,0.5
1784160274,1015.4,-6,2165,391,45,16,26.25,0.5
1784160334,1014.4,-6,2225,451,46,13,45.0,1.0
1784160394,1013.4,-6,2285,511,39,15,59.0,1.0
1784160454,1012.4,-6,2345,571,16,15,59.0,1.0
1784160514,1011.4,-6,2405,631,16,15,59.0,1.0
1784160574,1010.4,3,28,691,17,15,59.0,2.0
1784160634,1009.4,4,51,751,20,15,59.0,0.5
1784160694,1008.4,3,59,811,21,15,59.0,0.0
1784160754,1007.4,2,6,871,24,15,59.0,0.5
1784160814,1006.4,2,66,931,32,15,59.0,0.5
1784160874,1005.4,2,126,991,40,15,59.0,0.5
1784160934,1004.4,2,186,1051,49,15,59.0,0.5
1784160994,1003.4,2,246,1111,57,15,59.0,0.5
1784161054,1002.4,2,306,1171,65,15,59.0,0.5
1784161114,1001.4,2,366,1231,73,15,59.0,0.5
1784161174,1000.4,2,426,1291,80,15,59.0,0.5
1784161234,999.4,2,486,1351,86,15,59.0,0.5
1784161294,998.4,2,546,1411,90,15,59.0,0.5
1784161354,997.4,2,606,1471,102,15,59.0,0.5
1784161414,996.4,2,666,1531,110,15,59.0,0.5
1784161474,995.4,2,726,1591,118,15,59.0,0.5
1784161534,994.4,2,786,1651,126,15,59.0,0.5
1784161594,993.4,2,846,1711,135,16,52.0,0.5
1784161654,992.4,2,906,1771,143,16,52.0,0.5
1784161714,991.4,2,966,1831,147,16,52.0,0.5
1784161774,990.4,2,1026,1891,155,16,52.0,0.5
1784161834,989.4,2,1086,1951,162,16,52.0,0.5
1784161894,988.4,2,1146,2011,170,16,52.0,0.5
1784161954,987.4,2,3,2071,182,15,59.0,0.5
1784162014,986.4,2,2,2131,197,15,59.0,0.5
1784162074,985.4,2,3,2191,212,15,59.0,0.5
1784162134,984.4,4,23,12,248,19,31.0,0.0
1784162194,983.4,4,83,12,251,14,26.25,0.0
1784162254,982.4,4,143,12,254,7,5.0,0.0
1784162314,981.4,1,203,11,259,7,5.0,1.5
1784162374,980.4,4,263,12,261,7,5.0,0.0
1784162434,979.4,1,323,34,261,7,5.0,1.5
1784162494,978.4,1,383,11,266,7,5.0,0.5
1784162554,977.4,1,443,11,268,7,5.0,0.5
1784162614,976.4,3,503,11,263,7,5.0,0.5
1784162674,975.4,4,563,11,262,7,5.0,1.0
1784162734,974.4,4,623,10,261,7,5.0,1.0
1784162794,973.4,4,683,11,253,7,5.0,1.0
1784162854,972.4,4,743,11,249,7,5.0,1.0
1784162914,971.4,4,803,10,247,7,5.0,1.0
1784162974,970.4,4,863,10,243,7,5.0,1.0
1784163034,969.4,4,923,10,239,7,5.0,1.0
1784163094,968.4,4,983,9,238,7,5.0,1.0
1784163154,967.4,4,1043,10,230,7,5.0,1.0
1784163214,966.4,4,1103,9,226,7,5.0,1.0
1784163274,965.4,4,1163,9,222,7,5.0,1.0
1784163334,964.4,4,1223,4,218,7,5.0,1.5
1784163394,963.4,1,12,12,248,13,3.95,2.0
1784163454,962.4,1,26,72,245,13,3.95,0.5
1784163514,961.4,0,5,132,250,15,5.0,0.5
1784163574,960.4,-2,41,192,264,17,11.0,1.0
1784163634,959.4,-2,101,252,260,17,11.0,1.0
1784163694,958.4,-2,161,312,256,17,11.0,1.0
1784163754,957.4,-2,221,372,248,17,11.0,1.0
1784163814,956.4,-2,281,432,236,17,11.0,1.0
1784163874,955.4,-2,341,492,225,17,11.0,1.0
1784163934,954.4,-2,401,552,193,17,11.0,1.0
1784163994,953.4,-2,461,612,193,15,5.0,0.5
1784164054,952.4,-2,521,672,192,15,5.0,0.5
1784164114,951.4,1,581,9,194,15,5.0,1.0
1784164174,950.4,1,641,69,195,15,5.0,1.0
1784164234,949.4,1,701,129,196,15,5.0,0.5
1784164294,948.4,1,761,189,194,15,5.0,0.0
1784164354,947.4,1,821,249,193,15,5.0,0.0
1784164414,946.4,1,881,309,196,15,5.0,0.0
1784164474,945.4,1,941,369,193,15,5.0,0.0
1784164534,944.4,1,1001,429,193,15,5.0,0.0
1784164594,943.4,1,1061,489,193,15,5.0,0.0
1784164654,942.4,1,1121,549,205,15,5.0,0.0
1784164714,941.4,1,1181,609,205,15,5.0,0.0
1784164774,940.4,1,1241,669,205,15,5.0,0.0
1784164834,939.4,1,1301,729,206,15,5.0,0.0
1784164894,938.4,1,1361,789,206,15,5.0,0.0
1784164954,937.4,1,1421,849,206,15,5.0,0.0
1784165014,936.4,1,1481,909,206,15,5.0,0.0
1784165074,935.4,1,1541,969,213,15,5.0,0.5
1784165134,934.4,1,1601,1029,214,15,5.0,0.5
1784165194,933.4,1,1661,1089,179,14,8.0,0.5
1784165254,932.4,1,1721,1149,179,14,8.0,0.5
1784165314,931.4,1,1781,1209,170,14,8.0,0.5
1784165374,930.4,1,1841,1269,155,14,8.0,0.5
1784165434,929.4,1,1901,1329,155,14,8.0,0.5
1784165494,928.4,1,1961,1389,153,14,8.0,1.0
1784165554,927.4,1,2021,1449,153,14,8.0,1.0
1784165614,926.4,1,2081,1509,159,14,8.0,1.0
1784165674,925.4,1,2141,1569,161,15,8.97,1.0
1784165734,924.4,1,2201,1629,164,11,12.05,1.0
1784165794,923.4,1,2261,1689,170,11,12.05,1.0
1784165854,922.4,0,2321,2,178,17,14.0,1.5
1784165914,921.4,-2,2381,21,183,29,183.8,1.0
1784165974,920.4,-1,2441,12,188,31,161.0,1.5
1784166034,919.4,-1,2501,2,198,31,161.0,1.5
1784166094,918.4,-3,2561,59,202,31,161.0,1.0
1784166154,917.4,1,15,119,200,31,161.0,0.0
1784166214,916.4,1,75,179,205,31,161.0,1.0
1784166274,915.4,1,135,239,208,31,161.0,1.0
1784166334,914.4,0,50,47,219,32,172.4,0.5
1784166394,913.4,0,110,107,222,32,172.4,0.5
1784166454,912.4,0,170,167,210,32,172.4,0.5
1784166514,911.4,0,230,227,208,32,172.4,0.5
1784166574,910.4,0,290,287,208,32,172.4,0.5
1784166634,909.4,0,350,347,207,32,172.4,0.5
1784166694,908.4,0,410,407,207,32,172.4,0.5
1784166754,907.4,0,470,467,207,32,172.4,0.5
1784166814,906.4,0,530,527,207,32,172.4,0.5
1784166874,905.4,1,44,587,197,32,172.4,1.0
1784166934,904.4,1,104,647,196,37,85.0,1.0
1784166994,903.4,2,164,55,199,33,183.8,0.5
1784167054,902.4,2,224,115,198,33,183.8,0.5
1784167114,901.4,1,284,11,203,31,183.8,1.0
1784167174,900.4,1,344,71,202,29,161.0,1.0
1784167234,899.4,1,404,131,201,29,161.0,1.0
1784167294,898.4,1,464,191,201,29,161.0,1.0
1784167354,897.4,1,524,251,201,29,161.0,1.0
1784167414,896.4,1,584,311,197,29,161.0,1.0
1784167474,895.4,1,644,371,195,29,161.0,1.0
1784167534,894.4,1,704,431,191,29,161.0,1.0
1784167594,893.4,1,764,491,183,29,161.0,1.0
1784167654,892.4,1,824,551,174,29,161.0,1.0
1784167714,891.4,1,884,611,172,29,161.0,1.0
1784167774,890.4,1,944,671,167,29,161.0,1.0
1784167834,889.4,1,1004,731,157,29,161.0,1.0
1784167894,888.4,1,1064,791,153,29,161.0,1.0
1784167954,887.4,1,1124,851,157,29,161.0,1.0
1784168014,886.4,1,1184,911,150,29,161.0,1.0
1784168074,885.4,1,1244,971,149,29,161.0,1.0
1784168134,884.4,1,1304,1031,141,29,161.0,1.0
1784168194,883.4,1,1364,1091,138,29,161.0,1.0
1784168254,882.4,1,1424,1151,138,30,137.7,1.0
1784168314,881.4,1,1484,1211,137,30,137.7,1.0
1784168374,880.4,1,1544,1271,142,31,114.4,1.0
1784168434,879.4,1,1604,1331,142,31,114.4,1.0
1784168494,878.4,1,1664,1391,145,31,114.4,1.0
1784168554,877.4,1,1724,1451,145,31,114.4,1.0
1784168614,876.4,1,1784,1511,145,31,114.4,1.0
1784168674,875.4,1,1844,1571,148,31,114.4,1.0
1784168734,874.4,1,1904,1631,148,31,114.4,1.0
1784168794,873.4,1,1964,1691,145,31,114.4,1.0
1784168854,872.4,1,2024,1751,145,31,114.4,1.0
1784168914,871.4,1,2084,1811,140,31,114.4,1.0
1784168974,870.4,1,2144,1871,140,31,114.4,1.0
1784169034,869.4,1,2204,1931,139,32,91.025,1.0
1784169094,868.4,1,2264,1991,139,32,91.025,1.0
1784169154,867.4,1,2324,2051,139,32,91.025,1.0
1784169214,866.4,1,2384,2111,139,32,91.025,1.0
1784169274,865.4,1,2444,2171,139,31,114.4,1.0
1784169334,864.4,1,2504,2231,139,31,114.4,1.0
1784169394,863.4,1,2564,2291,139,31,114.4,1.0
1784169454,862.4,1,2624,2351,139,25,114.4,0.0
1784169514,861.4,1,2684,2411,133,13,23.41,0.0
1784169574,860.4,1,2744,2471,133,11,45.76,0.0
1784169634,859.4,1,2804,2531,131,11,45.76,0.0
1784169694,858.4,1,2864,2591,129,11,45.76,0.0
1784169754,857.4,1,2924,2651,125,11,45.76,0.0
1784169814,856.4,1,2984,2711,127,11,45.76,0.0
1784169874,855.4,1,3044,2771,125,11,45.76,0.0
1784169934,854.4,1,3104,2831,122,10,34.585,0.0
1784169994,853.4,1,3164,2891,123,10,34.585,0.0
1784170054,852.4,2,37,2951,132,10,34.585,0.5
1784170114,851.4,2,97,3011,131,10,34.585,0.5
1784170174,850.4,2,157,3071,124,10,34.585,0.5
1784170234,849.4,2,217,3131,120,10,34.585,0.5
1784170294,848.4,2,277,3191,115,10,34.585,0.5
1784170354,847.4,2,337,3251,111,10,34.585,0.5
1784170414,846.4,2,397,3311,108,10,34.585,0.5
1784170474,845.4,1,1,3371,114,10,34.585,0.0
1784170534,844.4,1,61,3431,110,5,11.71,0.0
1784170594,843.4,1,121,3491,106,3,5.0,0.0
1784170654,842.4,1,181,3551,102,3,5.0,0.0
1784170714,841.4,1,241,3611,98,3,5.0,0.0
1784170774,840.4,1,301,3671,94,3,5.0,0.5
1784170834,839.4,1,361,3731,92,4,8.355,0.5
1784170894,838.4,1,421,3791,88,4,8.355,0.5
1784170954,837.4,1,481,3851,84,4,8.355,0.5
1784171014,836.4,1,541,3911,80,4,8.355,0.5
1784171074,835.4,1,601,3971,76,4,8.355,0.5
1784171134,834.4,1,661,4031,72,4,8.355,0.5
1784171194,833.4,1,721,4091,68,4,8.355,0.5
1784171254,832.4,1,781,4151,68,4,8.355,0.5
1784171314,831.4,1,841,4211,70,6,8.355,0.5
1784171374,830.4,1,901,4271,70,6,8.355,0.5
1784171434,829.4,1,961,4331,68,6,8.355,0.5
1784171494,828.4,1,1021,4391,66,6,8.355,0.5
1784171554,827.4,1,1081,4451,64,6,8.355,0.5
1784171614,826.4,1,1141,4511,58,6,8.355,0.5
1784171674,825.4,1,1201,4571,54,6,8.355,0.5
1784171734,824.4,1,1261,4631,50,6,8.355,0.5
1784171794,823.4,1,1321,4691,47,7,11.71,0.5
1784171854,822.4,1,1381,4751,35,6,17.355,0.5
1784171914,821.4,2,40,4811,35,6,17.355,0.5
1784171974,820.4,2,100,4871,33,5,23.0,0.5
1784172034,819.4,2,160,4931,33,5,23.0,0.5
1784172094,818.4,2,220,4991,32,5,23.0,0.5
1784172154,817.4,2,280,5051,36,5,23.0,0.5
1784172214,816.4,2,340,5111,37,5,23.0,0.5
1784172274,815.4,2,400,5171,28,5,23.0,0.5
1784172334,814.4,2,460,5231,26,5,23.0,0.5
1784172394,813.4,3,520,44,32,8,13.785,1.0
1784172454,812.4,3,580,104,32,8,13.785,1.0
1784172514,811.4,3,640,164,32,8,13.785,1.0
1784172574,810.4,3,700,224,32,8,13.785,1.0
1784172634,809.4,3,760,284,34,7,23.0,1.0
1784172694,808.4,3,820,344,35,7,23.0,1.0
1784172754,807.4,3,880,404,35,7,23.0,1.0
1784172814,806.4,3,940,464,35,7,23.0,1.0
1784172874,805.4,3,1000,524,36,8,22.939999999999998,1.0
1784172934,804.4,3,1060,584,44,8,22.939999999999998,1.0
1784172994,803.4,3,1120,644,44,8,22.939999999999998,1.0
1784173054,802.4,3,1180,704,41,8,22.939999999999998,1.0
1784173114,801.4,3,1240,764,37,8,22.939999999999998,1.0
1784173174,800.4,2,1300,15,35,8,22.939999999999998,0.5
1784173234,799.4,2,1360,75,41,8,22.939999999999998,0.5
1784173294,798.4,2,1420,135,42,8,22.939999999999998,0.5
1784173354,797.4,2,1480,195,42,8,22.939999999999998,0.5
1784173414,796.4,2,1540,255,43,8,22.939999999999998,0.5
1784173474,795.4,2,1600,315,43,8,22.939999999999998,0.5
1784173534,794.4,2,1660,375,45,8,22.939999999999998,0.5
1784173594,793.4,2,1720,435,44,8,22.939999999999998,0.5
1784173654,792.4,2,1780,495,44,9,22.88,0.5
1784173714,791.4,2,1840,555,42,9,22.88,0.5
1784173774,790.4,2,1900,615,43,9,22.88,0.5
1784173834,789.4,2,1960,675,44,9,22.88,0.5
1784173894,788.4,2,2020,735,43,9,22.88,0.5
1784173954,787.4,2,2080,795,39,9,22.88,0.5
1784174014,786.4,2,2140,855,39,9,22.88,0.5
1784174074,785.4,2,2200,915,40,9,22.88,0.5
1784174134,784.4,2,2260,975,40,9,22.88,0.5
1784174194,783.4,2,2320,1035,34,9,22.88,0.5
1784174254,782.4,2,2380,1095,35,9,22.88,0.5
1784174314,781.4,2,2440,1155,35,9,22.88,0.5
1784174374,780.4,2,2500,1215,37,10,18.465,0.5
1784174434,779.4,2,2560,1275,45,9,14.05,0.5
1784174494,778.4,2,2620,1335,41,9,14.05,0.5
1784174554,777.4,2,2680,1395,42,9,14.05,0.5
1784174614,776.4,2,2740,1455,47,9,14.05,0.5
1784174674,775.4,2,2800,1515,51,9,14.05,0.5
1784174734,774.4,2,2860,1575,43,9,14.05,0.5
1784174794,773.4,2,2920,1635,44,9,14.05,0.5
1784174854,772.4,2,2980,1695,44,9,14.05,0.5
1784174914,771.4,2,3040,1755,42,7,14.05,0.5
1784174974,770.4,2,44,44,55,12,11.525,0.0
1784175034,769.4,2,104,104,49,12,11.525,0.0
1784175094,768.4,2,164,164,49,12,11.525,0.5
1784175154,767.4,2,224,224,50,12,11.525,0.5
1784175214,766.4,2,284,284,49,12,11.525,0.5
1784175274,765.4,2,344,344,49,12,11.525,0.5
1784175334,764.4,2,404,404,49,12,11.525,0.5
1784175394,763.4,2,464,464,49,11,9.0,0.5
1784175454,762.4,2,524,524,48,12,9.0,0.5
1784175514,761.4,2,584,584,51,13,9.0,0.5
1784175574,760.4,2,644,644,53,13,9.0,0.5
1784175634,759.4,2,704,704,52,13,9.0,0.5
1784175694,758.4,1,15,764,53,13,9.0,1.0
1784175754,757.4,1,75,824,55,14,11.525,1.0
1784175814,756.4,1,135,884,55,14,11.525,1.0
1784175874,755.4,1,19,944,61,15,14.05,1.0
1784175934,754.4,1,79,1004,62,16,18.465,1.0
1784175994,753.4,1,139,1064,63,15,22.88,1.0
1784176054,752.4,1,199,1124,63,15,22.88,1.0
1784176114,751.4,1,259,1184,63,15,22.88,1.0
1784176174,750.4,1,319,1244,61,15,22.88,1.0
1784176234,749.4,1,379,1304,53,15,22.88,1.0
1784176294,748.4,1,439,1364,53,15,22.88,1.0
1784176354,747.4,1,499,1424,52,15,22.88,1.0
1784176414,746.4,1,559,1484,47,15,22.88,1.0
1784176474,745.4,1,619,1544,45,14,18.525,1.0
1784176534,744.4,1,679,1604,43,16,23.0,1.0
1784176594,743.4,1,739,1664,43,18,23.494999999999997,1.0
1784176654,742.4,1,799,1724,44,18,23.494999999999997,1.0
1784176714,741.4,1,859,1784,45,18,23.494999999999997,1.0
1784176774,740.4,1,919,1844,31,19,23.0,1.0
1784176834,739.4,1,979,1904,37,20,23.494999999999997,1.0
1784176894,738.4,1,1039,1964,40,20,23.494999999999997,1.0
1784176954,737.4,1,1099,2024,39,20,23.494999999999997,1.0
1784177014,736.4,1,1159,2084,39,20,23.494999999999997,1.0
1784177074,735.4,1,1219,2144,48,20,23.494999999999997,1.0
1784177134,734.4,1,1279,2204,47,20,23.494999999999997,1.0
1784177194,733.4,1,1339,2264,45,21,23.0,1.0
1784177254,732.4,1,1399,2324,46,20,23.494999999999997,1.5
1784177314,731.4,1,1459,2384,45,20,23.494999999999997,1.0
1784177374,730.4,1,1519,2444,42,20,23.494999999999997,1.0
1784177434,729.4,1,1579,2504,44,21,23.99,1.0
1784177494,728.4,1,1639,2564,43,21,23.99,1.0
1784177554,727.4,1,1699,2624,41,21,23.99,1.0
1784177614,726.4,1,1759,2684,40,21,23.99,1.0
1784177674,725.4,1,1819,2744,33,21,23.99,1.0
1784177734,724.4,1,1879,2804,34,24,23.99,1.0
1784177794,723.4,1,1939,2864,35,24,23.99,1.0
1784177854,722.4,1,1999,2924,34,24,23.99,1.0
1784177914,721.4,1,2059,2984,34,24,23.99,1.0
1784177974,720.4,1,2119,3044,35,23,23.99,1.0
