ts_epoch,t_minus_bell_min,spread,bid_dwell_s,ask_dwell_s,book_changes_30min,trades_60min,median_size_60min,midsum_abs_dev
1784207134,234.4,1,6770,6770,36,24,47.98,0.0
1784207194,233.4,1,6830,6830,37,24,47.98,0.0
1784207254,232.4,1,6890,6890,40,27,47.98,0.0
1784207314,231.4,1,6950,6950,41,28,49.18,0.0
1784207374,230.4,1,7010,7010,42,28,49.18,0.0
1784207434,229.4,1,7070,7070,40,33,47.98,0.0
1784207494,228.4,1,7130,7130,41,35,47.98,0.0
1784207554,227.4,1,7190,7190,42,37,50.38,0.0
1784207614,226.4,1,7250,7250,43,39,50.38,0.0
1784207674,225.4,1,7310,7310,48,41,50.38,0.0
1784207734,224.4,1,7370,7370,50,45,52.78,0.0
1784207794,223.4,1,7430,7430,51,47,50.38,0.0
1784207854,222.4,1,7490,7490,54,49,50.38,0.0
1784207914,221.4,1,7550,7550,55,51,50.38,0.0
1784207974,220.4,1,7610,7610,56,51,50.38,0.0
1784208034,219.4,1,7670,7670,58,53,47.98,0.0
1784208094,218.4,1,7730,7730,58,53,47.98,0.0
1784208154,217.4,1,7790,7790,60,58,49.18,0.0
1784208214,216.4,1,7850,7850,63,60,50.38,0.0
1784208274,215.4,1,7910,7910,65,62,50.38,0.0
1784208334,214.4,1,7970,7970,67,63,50.38,0.0
1784208394,213.4,1,8030,8030,69,65,52.78,0.0
1784208454,212.4,1,8090,8090,67,65,52.78,0.0
1784208514,211.4,1,8150,8150,54,68,53.980000000000004,0.0
1784208574,210.4,1,8210,8210,53,69,55.18,0.0
1784208634,209.4,1,8270,8270,56,69,55.18,0.0
1784208694,208.4,1,8330,8330,62,75,55.18,0.0
1784208754,207.4,1,8390,8390,64,78,57.385000000000005,0.0
1784208814,206.4,1,8450,8450,63,79,59.98,0.0
1784208874,205.4,1,8510,8510,61,79,59.98,0.0
1784208934,204.4,1,8570,8570,60,79,59.98,0.0
1784208994,203.4,1,8630,8630,58,79,59.98,0.0
1784209054,202.4,1,8690,8690,58,79,59.98,0.0
1784209114,201.4,1,8750,8750,57,79,59.98,0.0
1784209174,200.4,1,8810,8810,58,81,59.98,0.0
1784209234,199.4,1,8870,8870,55,83,59.98,0.0
1784209294,198.4,1,8930,8930,55,83,59.98,0.0
1784209354,197.4,1,8990,8990,60,84,59.98,0.0
1784209414,196.4,1,9050,9050,62,86,59.785,0.0
1784209474,195.4,1,9110,9110,58,87,59.98,0.0
1784209534,194.4,1,9170,9170,57,88,59.785,0.0
1784209594,193.4,1,9230,9230,56,88,59.785,0.0
1784209654,192.4,1,9290,9290,54,88,59.785,0.0
1784209714,191.4,1,9350,9350,57,90,59.785,0.0
1784209774,190.4,1,9410,9410,58,91,59.98,0.0
1784209834,189.4,1,9470,9470,57,92,59.785,0.0
1784209894,188.4,1,9530,9530,74,95,59.98,0.0
1784209954,187.4,1,9590,9590,74,96,59.98,0.0
1784210014,186.4,1,9650,9650,74,98,59.785,0.0
1784210074,185.4,1,9710,9710,82,101,55.18,0.0
1784210134,184.4,1,9770,9770,84,103,52.78,0.0
1784210194,183.4,1,9830,9830,83,102,53.980000000000004,0.0
1784210254,182.4,1,9890,9890,84,105,52.78,0.0
1784210314,181.4,1,9950,9950,88,102,51.58,0.0
1784210374,180.4,1,10010,10010,90,102,51.58,0.0
1784210434,179.4,1,10070,10070,89,103,52.78,0.0
1784210494,178.4,1,10130,10130,86,103,52.78,0.0
1784210554,177.4,1,10190,10190,111,106,51.58,0.0
1784210614,176.4,1,10250,10250,111,106,54.985,0.0
1784210674,175.4,1,10310,10310,116,104,59.785,0.0
