c,X,target,raw_N,pooled_N,match_N,reach_raw,reach_pooled,reach_pooled_match,exp_ret_match,roc_match,net_raw,net_pooled,miss_cost_raw,reach_pooled_mono,reach_pooled_match_mono,W,xpos
26,59,85,274,1997.2,19,0.20437956204379562,0.2701297609628004,0.3647035700246578,6.013758353285923,0.23129839820330475,-8.627737226277373,-3.3014598793575733,26.0,0.2701297609628004,0.3647035700246578,73,22.0
26,60,86,274,1997.2,19,0.20437956204379562,0.2701297609628004,0.3647035700246578,6.37846192331058,0.24532545858886845,-8.42335766423358,-3.0313301183947745,26.0,0.2701297609628004,0.3647035700246578,73,23.0
26,61,87,274,1997.2,19,0.20072992700729927,0.26962906382426627,0.3598077404138227,6.317228317192581,0.24297031989202234,-8.536496350364963,-2.804761008484441,26.0,0.26962906382426627,0.3598077404138227,73,24.0
26,62,88,274,1997.2,19,0.20072992700729927,0.26913750349482946,0.35019476110495656,5.840706857735054,0.22464257145134822,-8.335766423357665,-2.577897693321176,26.0,0.26913750349482946,0.35019476110495656,73,25.0
26,63,89,274,1997.2,19,0.20072992700729927,0.2678053567284376,0.34585283922381443,5.813154415180645,0.22358286212233253,-8.135036496350365,-2.4246569585024407,26.0,0.2678053567284376,0.34585283922381443,73,26.0
26,64,90,274,1997.2,19,0.20072992700729927,0.2663690503383361,0.3411714255083443,5.751724261158561,0.2212201638907139,-7.934306569343066,-2.281810257712836,26.0,0.2663690503383361,0.3411714255083443,73,27.0
26,65,91,274,1997.2,19,0.20072992700729927,0.2663690503383361,0.3411714255083443,6.092895686666906,0.234342141794881,-7.733576642335768,-2.015441207374502,26.0,0.2663690503383361,0.3411714255083443,73,28.0
26,66,92,274,1997.2,19,0.20072992700729927,0.2663690503383361,0.3411714255083443,6.434067112175248,0.24746411969904802,-7.532846715328468,-1.7490721570361663,26.0,0.2663690503383361,0.3411714255083443,73,29.0
26,67,93,274,1997.2,19,0.20072992700729927,0.2663690503383361,0.3411714255083443,6.775238537683594,0.26058609760321516,-7.332116788321169,-1.4827031066978302,26.0,0.2663690503383361,0.3411714255083443,73,30.0
26,68,94,274,1997.2,19,0.20072992700729927,0.2663690503383361,0.3411714255083443,7.116409963191938,0.27370807550738224,-7.131386861313869,-1.2163340563594942,26.0,0.2663690503383361,0.3411714255083443,73,31.0
26,69,95,274,1997.2,19,0.20072992700729927,0.26587749000889926,0.3411714255083443,7.457581388700283,0.2868300534115493,-6.930656934306571,-0.9961716769882139,26.0,0.26587749000889926,0.3411714255083443,73,32.0
26,70,96,274,1997.2,19,0.20072992700729927,0.26587749000889926,0.3411714255083443,7.798752814208626,0.2999520313157164,-6.7299270072992705,-0.7302941869793159,26.0,0.26587749000889926,0.3411714255083443,73,33.0
26,71,97,274,1997.2,19,0.20072992700729927,0.16571142815880743,0.32769643225407297,7.258465663023304,0.2791717562701271,-6.529197080291972,-10.131268954784417,26.0,0.16571142815880743,0.32769643225407297,73,34.0
26,72,98,274,1997.2,19,0.20072992700729927,0.11272623550159214,0.31089470785560497,6.508411355329694,0.2503235136665267,-6.328467153284672,-14.865455871906619,26.0,0.11272623550159214,0.31089470785560497,73,35.0
26,73,99,274,1997.2,19,0.20072992700729927,0.16698078878863937,0.3083686896636537,7.205989054909918,0.277153425188843,-6.1277372262773735,-8.639059686313294,26.0,0.11272623550159214,0.3083686896636537,73,36.0
27,1,28,567,2071.5,17,1.0,0.9995283291955714,0.9953054030235238,0.8544674937292387,0.03164694421219402,1.0,0.9853782050627135,0.0,0.9995283291955714,0.9953054030235238,72,-35.5
27,2,29,567,2071.5,17,0.9982363315696648,0.9966770195854066,0.9953054030235238,1.8497728967527625,0.06851010728713935,1.9488536155202807,1.9036642180651617,27.0,0.9966770195854066,0.9953054030235238,72,-34.5
27,3,30,567,2071.5,17,0.9982363315696648,0.9938010196262734,0.98578062504237,2.549810182360518,0.09443741416150067,2.947089947089945,2.812630901419099,27.0,0.9938010196262734,0.98578062504237,72,-33.5
27,4,31,567,2071.5,17,0.9964726631393298,0.9904533488627117,0.9669090231170768,2.9178953969222428,0.108070199886009,3.890652557319224,3.7022318372684646,27.0,0.9904533488627117,0.9669090231170768,72,-32.5
27,5,32,567,2071.5,17,0.9929453262786596,0.9871031239251186,0.9192851332113076,2.356128398074707,0.08726401474350766,4.774250440917108,4.5840553131928194,27.0,0.9871031239251186,0.9192851332113076,72,-31.5
27,6,33,567,2071.5,17,0.9929453262786596,0.9861461600547616,0.9192851332113076,3.275413531286014,0.12131161226985238,5.7671957671957665,5.5386216655258025,27.0,0.9861461600547616,0.9192851332113076,72,-30.5
27,7,34,567,2071.5,17,0.9876543209876543,0.9832624975735347,0.904913226221951,3.701291437868619,0.1370848680692081,6.580246913580245,6.425287855413316,27.0,0.9832624975735347,0.904913226221951,72,-29.5
27,8,35,567,2071.5,17,0.9876543209876543,0.9799293004628165,0.8859484102772692,3.923844146159582,0.14532756096887342,7.567901234567899,7.290511754308892,27.0,0.9799293004628165,0.8859484102772692,72,-28.5
27,9,36,567,2071.5,17,0.9876543209876543,0.9737490506986518,0.87637278828554,4.484221408718053,0.16608227439696494,8.555555555555554,8.03758126530376,27.0,0.9737490506986518,0.87637278828554,72,-27.5
27,10,37,567,2071.5,17,0.9876543209876543,0.9632292592554753,0.8478662463561792,4.29612399159379,0.15911570339236258,9.543209876543209,8.609637068897994,27.0,0.9632292592554753,0.8478662463561792,72,-26.5
27,11,38,567,2071.5,17,0.9664902998236331,0.9531300551361035,0.8383414683750253,4.77252389668497,0.17676014432166556,9.726631393298057,9.18479023420073,27.0,0.9531300551361035,0.8383414683750253,72,-25.5
27,12,39,567,2071.5,17,0.9523809523809523,0.9459008912364588,0.8191224323774658,4.861322961155176,0.18004899856130283,10.14285714285714,9.859831186124367,27.0,0.9459008912364588,0.8191224323774658,72,-24.5
27,13,40,567,2071.5,17,0.9523809523809523,0.9319533982434094,0.8000220324045828,4.916480238627889,0.1820918606899218,11.095238095238093,10.265152211744434,27.0,0.9319533982434094,0.8000220324045828,72,-23.5
27,14,41,567,2071.5,17,0.9523809523809523,0.8950268528829814,0.7716002304928481,4.570563012677106,0.16928011158063358,12.047619047619046,9.621152988213339,27.0,0.8950268528829814,0.7716002304928481,72,-22.5
27,15,42,567,2071.5,17,0.9523809523809523,0.885959535072215,0.752618466544641,4.5542505592841165,0.16867594664015245,12.999999999999998,10.133845530365726,27.0,0.885959535072215,0.752618466544641,72,-21.5
27,16,43,567,2071.5,17,0.9523809523809523,0.8845240892666797,0.7430936885634872,4.887778794657989,0.18102884424659219,13.95238095238095,10.95664544999438,27.0,0.8845240892666797,0.7430936885634872,72,-20.5
27,17,44,567,2071.5,17,0.9523809523809523,0.8845240892666797,0.7430936885634872,5.630872483221475,0.2085508327119065,14.904761904761903,11.84116953926106,27.0,0.8845240892666797,0.7430936885634872,72,-19.5
27,18,45,567,2071.5,17,0.9506172839506173,0.8816361698287342,0.7287133075723681,5.736424649176327,0.21246017219171584,15.777777777777777,12.598142434366244,27.0,0.8816361698287342,0.7287133075723681,72,-18.5
27,19,46,567,2071.5,17,0.9506172839506173,0.8465205338564283,0.7191376855806386,6.043810589112603,0.22384483663380011,16.728395061728396,11.934209585304306,27.0,0.8465205338564283,0.7191376855806386,72,-17.5
27,20,47,567,2071.5,17,0.9506172839506173,0.845564421377415,0.7096806996135855,6.346840892142906,0.23506818119047798,17.679012345679013,12.738180133974941,27.0,0.845564421377415,0.7096806996135855,72,-16.5
27,21,48,567,2071.5,17,0.9506172839506173,0.845564421377415,0.7096806996135855,7.056521591756492,0.26135265154653675,18.62962962962963,13.583744555352359,27.0,0.845564421377415,0.7096806996135855,72,-15.5
27,22,49,567,2071.5,17,0.9506172839506173,0.843206067355272,0.6909023117076808,6.789726120263032,0.25147133778751973,19.580246913580247,14.306674567578336,27.0,0.843206067355272,0.6909023117076808,72,-14.5
27,23,50,567,2071.5,17,0.9506172839506173,0.8346002036528095,0.6718527557453732,6.490051521930716,0.24037227859002652,20.530864197530864,14.701904051601126,27.0,0.8346002036528095,0.6718527557453732,72,-13.5
27,24,51,567,2071.5,17,0.9506172839506173,0.7393822985522942,0.6528031997830656,6.171327367636092,0.22856768028281824,21.481481481481485,10.585173190027142,27.0,0.7393822985522942,0.6528031997830656,72,-12.5
27,25,52,567,2071.5,17,0.06525573192239859,0.4970473748199308,0.6335841637855061,5.8247406955460646,0.21573113687207646,-23.606701940035276,-1.276860545503464,27.0,0.4970473748199308,0.6335841637855061,72,-11.5
27,26,53,567,2071.5,17,0.06525573192239859,0.4200909626511646,0.6050437258490949,4.936665310826385,0.18283945595653275,-23.541446208112877,-4.783433286677091,27.0,0.4200909626511646,0.6050437258490949,72,-10.5
27,27,54,567,2071.5,17,0.06525573192239859,0.33928796439140846,0.5764354958985831,4.063538065215917,0.15050140982281177,-23.476190476190478,-8.567975084883718,27.0,0.33928796439140846,0.5764354958985831,72,-9.5
27,28,55,567,2071.5,17,0.06525573192239859,0.32883628425573075,0.56697850993153,4.14821029082774,0.1536374181788052,-23.41093474426808,-8.77217448754755,27.0,0.32883628425573075,0.56697850993153,72,-8.5
27,29,56,567,2071.5,17,0.059964726631393295,0.3264413204058072,0.5385228120127449,3.1218730933496035,0.11562492938331864,-23.641975308641975,-8.577445962191414,27.0,0.3264413204058072,0.5385228120127449,72,-7.5
27,30,57,567,2071.5,17,0.059964726631393295,0.32452228431703095,0.5241848010304386,2.8479425123720423,0.10547935231007564,-23.582010582010582,-8.360384590497793,27.0,0.32452228431703095,0.5241848010304386,72,-6.5
27,31,58,567,2071.5,17,0.0582010582010582,0.32067484683469727,0.49547488305877563,1.7165785370483357,0.06357698285364206,-23.624338624338627,-8.253719728780775,27.0,0.32067484683469727,0.49547488305877563,72,-5.5
27,32,59,567,2071.5,17,0.0582010582010582,0.32067484683469727,0.49547488305877563,2.212053420107111,0.08192790444841151,-23.56613756613757,-7.933044881946081,27.0,0.32067484683469727,0.49547488305877563,72,-4.5
27,33,60,567,2071.5,17,0.0582010582010582,0.3168733844849253,0.4669344451223646,0.9956613110975527,0.03687634485546492,-23.50793650793651,-7.845608693727293,27.0,0.3168733844849253,0.4669344451223646,72,-3.5
27,34,61,567,2071.5,17,0.0582010582010582,0.31256023593756915,0.4431055521659549,0.023320452850654413,0.0008637204759501635,-23.449735449735453,-7.790391708129426,27.0,0.31256023593756915,0.4431055521659549,72,-2.5
27,35,62,567,2071.5,17,0.0582010582010582,0.30969956102262314,0.424123788217748,-0.6915971798522133,-0.02561471036489679,-23.391534391534393,-7.652353075395812,27.0,0.30969956102262314,0.424123788217748,72,-1.5
27,36,63,567,2071.5,17,0.03350970017636684,0.30246273460088474,0.4145142702189682,-0.8728730255575894,-0.03232863057620702,-24.88888888888889,-7.799530542813066,27.0,0.30246273460088474,0.4145142702189682,72,-0.5
27,37,64,567,2071.5,17,0.03350970017636684,0.29476615685353,0.40493864822723885,-1.0616229408175715,-0.03931936817842857,-24.855379188712522,-7.981952206295527,27.0,0.29476615685353,0.40493864822723885,72,0.5
27,38,65,567,2071.5,17,0.03350970017636684,0.2837023263417076,0.3953630262355095,-1.2599484780692831,-0.046664758447010485,-24.821869488536155,-8.384207371686813,27.0,0.2837023263417076,0.3953630262355095,72,1.5
27,39,66,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,-1.460375567758118,-0.05408798399104141,-24.788359788359788,-8.399803158321332,27.0,0.27895156264367227,0.3859060402684564,72,2.5
27,40,67,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,-1.0744695274896614,-0.03979516768480228,-24.75485008818342,-8.120851595677658,27.0,0.27895156264367227,0.3859060402684564,72,3.5
27,41,68,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,-0.6885634872212054,-0.025502351378563163,-24.721340388007054,-7.841900033033985,27.0,0.27895156264367227,0.3859060402684564,72,4.5
27,42,69,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,-0.30265744695274877,-0.011209535072324028,-24.687830687830687,-7.562948470390313,27.0,0.27895156264367227,0.3859060402684564,72,5.5
27,43,70,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,0.08324859331570758,0.0030832812339150954,-24.65432098765432,-7.28399690774664,27.0,0.27895156264367227,0.3859060402684564,72,6.5
27,44,71,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,0.46915463358416387,0.017376097540154217,-24.620811287477952,-7.0050453451029675,27.0,0.27895156264367227,0.3859060402684564,72,7.5
27,45,72,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,0.85506067385262,0.03166891384639333,-24.58730158730159,-6.726093782459298,27.0,0.27895156264367227,0.3859060402684564,72,8.5
27,46,73,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,1.2409667141210763,0.045961730152632455,-24.55379188712522,-6.447142219815623,27.0,0.27895156264367227,0.3859060402684564,72,9.5
27,47,74,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,1.626872754389533,0.06025454645887159,-24.520282186948855,-6.168190657171951,27.0,0.27895156264367227,0.3859060402684564,72,10.5
27,48,75,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,2.012778794657989,0.0745473627651107,-24.486772486772487,-5.889239094528279,27.0,0.27895156264367227,0.3859060402684564,72,11.5
27,49,76,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,2.3986848349264456,0.08884017907134983,-24.45326278659612,-5.610287531884605,27.0,0.27895156264367227,0.3859060402684564,72,12.5
27,50,77,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,2.7845908751949016,0.10313299537758895,-24.419753086419753,-5.331335969240933,27.0,0.27895156264367227,0.3859060402684564,72,13.5
27,51,78,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,3.170496915463359,0.11742581168382811,-24.386243386243386,-5.052384406597263,27.0,0.27895156264367227,0.3859060402684564,72,14.5
27,52,79,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,3.556402955731815,0.13171862799006723,-24.35273368606702,-4.773432843953591,27.0,0.27895156264367227,0.3859060402684564,72,15.5
27,53,80,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,3.9423089960002713,0.14601144429630633,-24.319223985890652,-4.494481281309915,27.0,0.27895156264367227,0.3859060402684564,72,16.5
27,54,81,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,4.328215036268728,0.16030426060254546,-24.285714285714285,-4.215529718666246,27.0,0.27895156264367227,0.3859060402684564,72,17.5
27,55,82,567,2071.5,17,0.03350970017636684,0.27895156264367227,0.3859060402684564,4.714121076537184,0.1745970769087846,-24.252204585537918,-3.9365781560225734,27.0,0.27895156264367227,0.3859060402684564,72,18.5
27,56,83,567,2071.5,17,0.031746031746031744,0.2784688237517751,0.3811012812690665,4.7012321198562805,0.1741197081428252,-24.365079365079364,-3.697693921406362,27.0,0.2784688237517751,0.3811012812690665,72,19.5
27,57,84,567,2071.5,17,0.031746031746031744,0.2784688237517751,0.3811012812690665,5.082333401125348,0.18823457041204994,-24.333333333333332,-3.419225097654588,27.0,0.2784688237517751,0.3811012812690665,72,20.5
27,58,85,567,2071.5,17,0.031746031746031744,0.2770333779462397,0.37633889227848955,5.049106840214223,0.18700395704497122,-24.3015873015873,-3.265640058984394,27.0,0.2770333779462397,0.37633889227848955,72,21.5
27,59,86,567,2071.5,17,0.031746031746031744,0.2765548960110613,0.37157650328791264,5.011117890312521,0.18559695890046374,-24.26984126984127,-3.030234609398681,27.0,0.2765548960110613,0.37157650328791264,72,22.5
27,60,87,567,2071.5,17,0.031746031746031744,0.2765548960110613,0.37157650328791264,5.382694393600433,0.19935905161483086,-24.238095238095237,-2.75367971338762,27.0,0.2765548960110613,0.37157650328791264,72,23.5
27,61,88,567,2071.5,17,0.031746031746031744,0.2760738599018516,0.366788692292048,5.337731340248118,0.1976937533425229,-24.206349206349206,-2.5189749588778008,27.0,0.2760738599018516,0.366788692292048,72,24.5
27,62,89,567,2071.5,17,0.031746031746031744,0.27559282379264194,0.3572130703003186,4.871440919259711,0.18042373775035966,-24.174603174603174,-2.2847512404771906,27.0,0.27559282379264194,0.3572130703003186,72,25.5
27,63,90,567,2071.5,17,0.031746031746031744,0.2741675946832313,0.3524845773167921,4.817275099993221,0.17841759629604523,-24.142857142857142,-2.1331533492032695,27.0,0.2741675946832313,0.3524845773167921,72,26.5
27,64,91,567,2071.5,17,0.031746031746031744,0.27369592387880276,0.3477899803403159,4.728467561521253,0.17512842820449084,-24.11111111111111,-1.9033228101363286,27.0,0.27369592387880276,0.3477899803403159,72,27.5
27,65,92,567,2071.5,17,0.031746031746031744,0.27369592387880276,0.3477899803403159,5.076257541861569,0.18800953858746552,-24.07936507936508,-1.6296268862575238,27.0,0.27369592387880276,0.3477899803403159,72,28.5
27,66,93,567,2071.5,17,0.031746031746031744,0.27369592387880276,0.3477899803403159,5.424047522201885,0.20089064897044018,-24.047619047619047,-1.3559309623787208,27.0,0.27369592387880276,0.3477899803403159,72,29.5
27,67,94,567,2071.5,17,0.031746031746031744,0.27369592387880276,0.3477899803403159,5.771837502542201,0.21377175935341486,-24.015873015873016,-1.0822350384999189,27.0,0.27369592387880276,0.3477899803403159,72,30.5
27,68,95,567,2071.5,17,0.031746031746031744,0.27369592387880276,0.3477899803403159,6.119627482882517,0.2266528697363895,-23.984126984126984,-0.8085391146211157,27.0,0.27369592387880276,0.3477899803403159,72,31.5
27,69,96,567,2071.5,17,0.031746031746031744,0.2732148877695931,0.3477899803403159,6.467417463222832,0.23953398011936414,-23.952380952380953,-0.5800605850080238,27.0,0.2732148877695931,0.3477899803403159,72,32.5
27,70,97,567,2071.5,17,0.031746031746031744,0.27009348677917994,0.3571846706212925,8.062841476740555,0.29862375839779837,-23.92063492063492,-0.46279222558790184,27.0,0.27009348677917994,0.3477899803403159,72,33.5
27,71,98,567,2071.5,17,0.031746031746031744,0.16533244121170265,0.34423697556477634,7.433875057630245,0.2753287058381572,-23.88888888888889,-10.328580987017473,27.0,0.16533244121170265,0.34423697556477634,72,34.5
27,72,99,567,2071.5,17,0.031746031746031744,0.10855308083158903,0.3280214028149354,6.51071594742352,0.2411376276823526,-23.857142857142858,-15.461405640735489,27.0,0.10855308083158903,0.3280214028149354,72,35.5
28,1,29,372,2415.0,17,1.0,0.9995970466412949,0.9951451102408669,0.8494984174668742,0.030339229195245506,1.0,0.9875084458801359,0.0,0.9995970466412949,0.9951451102408669,71,-35.0
28,2,30,372,2415.0,17,1.0,0.9983881865651788,0.9951451102408669,1.844643527707741,0.06588012598956218,2.0,1.9496308301618377,0.0,0.9983881865651788,0.9951451102408669,71,-34.0
28,3,31,372,2415.0,17,0.9919354838709677,0.9959248280491159,0.9851671047690574,2.5304704683225148,0.09037394529723267,2.75,2.872871554720955,28.0,0.9959248280491159,0.9851671047690574,71,-33.0
28,4,32,372,2415.0,17,0.989247311827957,0.9926733729088447,0.9656804892441393,2.877702376481948,0.10277508487435529,3.655913978494624,3.7660087692446407,28.0,0.9926733729088447,0.9656804892441393,71,-32.0
28,5,33,372,2415.0,17,0.989247311827957,0.990241182055886,0.9265597339198539,2.5572125958907788,0.09132902128181353,4.645161290322581,4.678415391482545,28.0,0.990241182055886,0.9265597339198539,71,-31.0
28,6,34,372,2415.0,17,0.9838709677419355,0.989010059363267,0.9168499544015878,3.124510487634784,0.11158966027267085,5.451612903225807,5.625589541913271,28.0,0.989010059363267,0.9168499544015878,71,-30.0
28,7,35,372,2415.0,17,0.9758064516129032,0.9861559919275753,0.9021511721474169,3.536612842658656,0.12630760152352344,6.153225806451614,6.514707241027332,28.0,0.9861559919275753,0.9021511721474169,71,-29.0
28,8,36,372,2415.0,17,0.9758064516129032,0.9817134868043907,0.8729413658065555,3.3582425835523844,0.11993723512687086,7.129032258064517,7.334908784494533,28.0,0.9817134868043907,0.8729413658065555,71,-28.0
28,9,37,372,2415.0,17,0.9758064516129032,0.9764439254781176,0.8630974733115176,3.896491604527654,0.1391604144474162,8.10483870967742,8.118045297745798,28.0,0.9764439254781176,0.8630974733115176,71,-27.0
28,10,38,372,2415.0,17,0.9543010752688172,0.9682290199884903,0.843409688321442,3.991765463226222,0.14256305225807936,8.263440860215056,8.777420586464105,28.0,0.9682290199884903,0.843409688321442,71,-26.0
28,11,39,372,2415.0,17,0.9301075268817204,0.9596668176814154,0.8334316828496325,4.446032938147095,0.15878689064811052,8.274193548387094,9.416559156781137,28.0,0.9596668176814154,0.8334316828496325,71,-25.0
28,12,40,372,2415.0,17,0.9301075268817204,0.9535969152918574,0.8140121238131002,4.522101818571965,0.16150363637757018,9.204301075268814,10.14275457580254,28.0,0.9535969152918574,0.8140121238131002,71,-24.0
28,13,41,372,2415.0,17,0.9274193548387096,0.8720756661809707,0.7845340915186954,4.1179657743683284,0.1470702062274403,10.024193548387096,7.5713166222713,28.0,0.8720756661809707,0.7845340915186954,71,-23.0
28,14,42,372,2415.0,17,0.9274193548387096,0.8433991898633855,0.7649804195053913,4.0913577597768365,0.14611991999202986,10.951612903225804,7.206138471248387,28.0,0.8433991898633855,0.7649804195053913,71,-22.0
28,15,43,372,2415.0,17,0.9274193548387096,0.8384969617094128,0.7551365270103536,4.423206909500563,0.15797167533930584,11.879032258064514,7.833839622336973,28.0,0.8384969617094128,0.7551365270103536,71,-21.0
28,16,44,372,2415.0,17,0.9193548387096774,0.8372547077085424,0.7451585215385441,4.739311195751301,0.16926111413397504,12.451612903225804,8.617677408008086,28.0,0.8372547077085424,0.7451585215385441,71,-20.0
28,17,45,372,2415.0,17,0.9193548387096774,0.8372547077085424,0.7451585215385441,5.484469717289845,0.19587391847463734,13.370967741935482,9.454932115716629,28.0,0.8372547077085424,0.7451585215385441,71,-19.0
28,18,46,372,2415.0,17,0.9193548387096774,0.8348202905939334,0.7305133844750819,5.580387318276917,0.19929954708131845,14.290322580645158,10.184669517023668,28.0,0.8348202905939334,0.7305133844750819,71,-18.0
28,19,47,372,2415.0,17,0.9193548387096774,0.804597675560211,0.7158146022209109,5.635024945013681,0.20125089089334575,15.209677419354838,9.686870733230407,28.0,0.804597675560211,0.7158146022209109,71,-17.0
28,20,48,372,2415.0,17,0.9193548387096774,0.80418915654738,0.7158146022209109,6.350839547234591,0.2268156981155211,16.129032258064516,10.473085053213218,28.0,0.80418915654738,0.7158146022209109,71,-16.0
28,21,49,372,2415.0,17,0.9193548387096774,0.8021743897538535,0.6963950431843786,6.056837079555818,0.21631560998413635,17.048387096774192,11.172506336497223,28.0,0.8021743897538535,0.6963950431843786,71,-15.0
28,22,50,372,2415.0,17,0.9193548387096774,0.7993537162429165,0.6721205943887131,5.486105895606459,0.19593235341451637,17.967741935483872,11.827199796964937,28.0,0.7993537162429165,0.6721205943887131,71,-14.0
28,23,51,372,2415.0,17,0.9193548387096774,0.7920059396660832,0.6524328093986375,5.134461670511239,0.18337363108968713,18.887096774193548,12.244066177853819,28.0,0.7920059396660832,0.6524328093986375,71,-13.0
28,24,52,372,2415.0,17,0.3844086021505376,0.7096030909416755,0.6324767984550185,4.749181910841694,0.16961363967291762,-8.010752688172044,8.751123983850698,28.0,0.7096030909416755,0.6324767984550185,71,-12.0
28,25,53,372,2415.0,17,0.3844086021505376,0.5073205048716172,0.6130572394184861,4.371841639397028,0.1561372014070367,-7.626344086021508,-1.0579674008506554,28.0,0.5073205048716172,0.6130572394184861,71,-11.0
28,26,54,372,2415.0,17,0.3844086021505376,0.442317004075172,0.5837669652915617,3.422965506142375,0.1222487680765134,-7.24193548387097,-3.9324407508290053,28.0,0.442317004075172,0.5837669652915617,71,-10.0
28,27,55,372,2415.0,17,0.3790322580645161,0.3740854238857839,0.564079180301486,2.982967651950002,0.10653455899821436,-7.153225806451612,-7.041056717354933,28.0,0.3740854238857839,0.564079180301486,71,-9.0
28,28,56,372,2415.0,17,0.3790322580645161,0.3740854238857839,0.564079180301486,3.547046832251488,0.12668024400898173,-6.774193548387096,-6.666971293469152,28.0,0.3740854238857839,0.564079180301486,71,-8.0
28,29,57,372,2415.0,17,0.3790322580645161,0.3724736104509628,0.5446596212649536,2.9945013679523633,0.10694647742687012,-6.39516129032258,-6.384356282009468,28.0,0.3724736104509628,0.5446596212649536,71,-7.0
28,30,58,372,2415.0,17,0.3736559139784946,0.3708328556146876,0.5298803712247196,2.7015449814924097,0.09648374933901463,-6.327956989247314,-6.105421281057742,28.0,0.3708328556146876,0.5298803712247196,71,-6.0
28,31,59,372,2415.0,17,0.3709677419354839,0.3675647035120391,0.5003486937396062,1.5282978380988141,0.05458206564638622,-6.112903225806452,-5.919653103909652,28.0,0.3675647035120391,0.5003486937396062,71,-5.0
28,32,60,372,2415.0,17,0.3709677419354839,0.36434107664239673,0.49063891422134004,1.4169304221876506,0.05060465793527324,-5.741935483870968,-5.755176893185083,28.0,0.36434107664239673,0.49063891422134004,71,-4.0
28,33,61,372,2415.0,17,0.3709677419354839,0.36110520533367774,0.4612949949037069,0.14728287109060656,0.005260102538950234,-5.370967741935484,-5.5894027719183805,28.0,0.36110520533367774,0.4612949949037069,71,-3.0
28,34,62,372,2415.0,17,0.3709677419354839,0.3578370532310292,0.44160720991363134,-0.5923770184003007,-0.021156322085725023,-5.0,-5.427654844846262,28.0,0.3578370532310292,0.44160720991363134,71,-2.0
28,35,63,372,2415.0,17,0.3629032258064516,0.35659479923015874,0.43162920444182185,-0.7793841532106648,-0.027835148328952314,-5.13709677419355,-5.148079793670071,28.0,0.35659479923015874,0.43162920444182185,71,-1.0
28,36,64,372,2415.0,17,0.3629032258064516,0.35054493319545355,0.42191942492355566,-0.959471058419613,-0.03426682351498618,-4.774193548387098,-5.173443592652001,28.0,0.35054493319545355,0.42191942492355566,71,0.0
28,37,65,372,2415.0,17,0.3629032258064516,0.3440442491765615,0.4121291776192265,-1.1543372136687948,-0.04122632905959982,-4.411290322580646,-5.2324417526467455,28.0,0.3440442491765615,0.4121291776192265,71,1.0
28,38,66,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,-1.3623732632369507,-0.04865618797274824,-4.048387096774194,-5.480341553062392,28.0,0.3346483118814471,0.40228528512418865,71,2.0
28,39,67,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,-0.9600879781127621,-0.03428885636117008,-3.685483870967742,-5.145693241180944,28.0,0.3346483118814471,0.40228528512418865,71,3.0
28,40,68,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,-0.5578026929885738,-0.01992152474959192,-3.322580645161292,-4.811044929299497,28.0,0.3346483118814471,0.40228528512418865,71,4.0
28,41,69,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,-0.15551740786438523,-0.005554193138013758,-2.95967741935484,-4.4763966174180485,28.0,0.3346483118814471,0.40228528512418865,71,5.0
28,42,70,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,0.2467678772598037,0.008813138473564418,-2.596774193548388,-4.141748305536601,28.0,0.3346483118814471,0.40228528512418865,71,6.0
28,43,71,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,0.6490531623839921,0.023180470085142575,-2.233870967741936,-3.8070999936551546,28.0,0.3346483118814471,0.40228528512418865,71,7.0
28,44,72,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,1.051338447508181,0.03754780169672075,-1.870967741935484,-3.4724516817737068,28.0,0.3346483118814471,0.40228528512418865,71,8.0
28,45,73,372,2415.0,17,0.3629032258064516,0.3346483118814471,0.40228528512418865,1.4536237326323693,0.0519151333082989,-1.508064516129032,-3.137803369892261,28.0,0.3346483118814471,0.40228528512418865,71,9.0
