c,tbin,fill
45,40,0.4904236128312329
45,50,0.5345003383077097
45,60,0.5066701871856526
45,70,0.5658187333354923
45,80,0.561948355843836
45,90,0.596696542979401
45,100,0.6065833714732582
45,110,0.6515645894624231
45,120,0.6583317359788131
45,130,0.6055115561406159
45,140,0.6103652696588394
45,150,0.6390624552834671
45,160,0.6306030008492969
45,170,0.6119128767706892
45,180,0.6621373134328359
45,190,0.5974697204197253
45,200,0.6982962190436564
45,210,0.7489564543880898
45,220,0.7796675873431215
45,230,0.669460233165996
45,240,0.5753141580564088
46,20,0.25242370173848866
46,30,0.4047922599668835
46,40,0.47433563796982253
46,50,0.5036322618379746
46,60,0.49671041418101236
46,70,0.536577588396309
46,80,0.5277890071945943
46,90,0.5712652851423006
46,100,0.5778786779418859
46,110,0.611419708129771
46,120,0.6066124772781836
46,130,0.5368202031740851
46,140,0.5664703502225419
46,150,0.6195013270462684
46,160,0.5801763050289416
46,170,0.56801225542894
46,180,0.6260539445039734
46,190,0.5584718276340904
46,200,0.6418042263472283
46,210,0.6593116493704239
46,220,0.7382549347673557
46,230,0.6807359511376705
46,240,0.5736747205192931
47,20,0.2620155613361716
47,30,0.40828042313474344
47,40,0.48847007043289464
47,50,0.49142844811906766
47,60,0.5001486834321892
47,70,0.5192758299743231
47,80,0.4892745413376218
47,90,0.5383179478800751
47,100,0.5706793073500659
47,110,0.5932905151351114
47,120,0.5845009234931454
47,130,0.4890382697016414
47,140,0.5381852399516064
47,150,0.624303806244367
47,160,0.5589132242861103
47,170,0.5717912280459707
47,180,0.6282750820324152
47,190,0.5481228168413194
47,200,0.5757917439672748
47,210,0.5978211016379436
47,220,0.6772868867696015
47,230,0.672753877670471
47,240,0.5453909917107759
48,20,0.2705931765089745
48,30,0.40427726258646657
48,40,0.4831766036802009
48,50,0.468427734697634
48,60,0.4872480957612169
48,70,0.4908011281586096
48,80,0.46963452611106604
48,90,0.5003995357219931
48,100,0.5373050543724676
48,110,0.5867509515239133
48,120,0.5842372176361426
48,130,0.5204758922980588
48,140,0.4919117586465484
48,150,0.5655636005166905
48,160,0.4857145548574282
48,170,0.5064053344109921
48,180,0.5752214039339982
48,190,0.48037941162309206
48,200,0.4773213864654563
48,210,0.5175076299703497
48,220,0.6073700654295181
48,230,0.6239992821750097
48,240,0.5075010715816546
49,20,0.28339483826787276
49,30,0.4271635657599578
49,40,0.4930340114249081
49,50,0.4685814476436086
49,60,0.47321567788466773
49,70,0.4784494935227411
49,80,0.490475182787526
49,90,0.4890125147668601
49,100,0.4992770099928508
49,110,0.5488452513276522
49,120,0.5718060565388811
49,130,0.559375578290639
49,140,0.47450172442745137
49,150,0.5341115164147994
49,160,0.42827939190993064
49,170,0.4446229524487803
49,180,0.5180920802470075
49,190,0.45884185303514374
49,200,0.40475426114093305
49,210,0.463803244346565
49,220,0.5413010379014168
49,230,0.5748131528506263
49,240,0.49155307002213683
50,20,0.30359484216332544
50,30,0.4702741610971069
50,40,0.520290190947521
50,50,0.4879154123089715
50,60,0.49591553551246054
50,70,0.522331548517993
50,80,0.5459519745638953
50,90,0.5077770039465395
50,100,0.5065168967316148
50,110,0.5433738289977083
50,120,0.5938523870060878
50,130,0.6188577441685322
50,140,0.5269628937467725
50,150,0.5550984927275268
50,160,0.4492394267123889
50,170,0.48116196387897714
50,180,0.4878734211464904
50,190,0.4578379665008832
50,200,0.4111235498911265
50,210,0.4989544145772472
50,220,0.5302591183197177
50,230,0.5870974210175569
50,240,0.5734676133893639
51,20,0.29630723060594605
51,30,0.4694835822335883
51,40,0.520613154819369
51,50,0.503738774283245
51,60,0.5116421605996109
51,70,0.5322962450820616
51,80,0.5883402137000472
51,90,0.5538069151030048
51,100,0.5541811521551369
51,110,0.586600142551675
51,120,0.6135291228969169
51,130,0.6540611070044576
51,140,0.5617708581565918
51,150,0.5744070335320889
51,160,0.46231255323785175
51,170,0.4666124634654069
51,180,0.46638329989870303
51,190,0.45932940480172924
51,200,0.42884875964144253
51,210,0.5070017167670918
51,220,0.5359067291851476
51,230,0.6113668239194187
