ep,ts_et,t_minus_scheduled,t_minus_bell,changed_side,change_type,ARN_bid,ARN_bid_sz,ARN_ask,ARN_ask_sz,ARN_last,ARN_spread,ROM_bid,ROM_bid_sz,ROM_ask,ROM_ask_sz,ROM_last,ROM_spread,mark
1783838303,2026-07-12 02:38:23 ET,+4:21:37,+29:56:37,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783838303,2026-07-12 02:38:23 ET,+4:21:37,+29:56:37,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783838304,2026-07-12 02:38:24 ET,+4:21:36,+29:56:36,ARN,BBO,18,5,88,16,0,70,14,10,94,75,0,80,
1783838304,2026-07-12 02:38:24 ET,+4:21:36,+29:56:36,ROM,BBO,18,5,88,16,0,70,14,10,93,78,0,79,
1783838304,2026-07-12 02:38:24 ET,+4:21:36,+29:56:36,ROM,BBO,18,5,88,16,0,70,14,10,92,75,0,78,
1783838304,2026-07-12 02:38:24 ET,+4:21:36,+29:56:36,ROM,BBO,18,5,88,16,0,70,14,10,91,78,0,77,
1783838305,2026-07-12 02:38:25 ET,+4:21:35,+29:56:35,ARN,BBO,19,75,88,16,0,69,14,10,91,78,0,77,
1783838305,2026-07-12 02:38:25 ET,+4:21:35,+29:56:35,ARN,BBO,19,75,91,2,0,72,14,10,91,78,0,77,
1783838305,2026-07-12 02:38:25 ET,+4:21:35,+29:56:35,ARN,BBO,19,75,90,29,0,71,14,10,91,78,0,77,
1783838305,2026-07-12 02:38:25 ET,+4:21:35,+29:56:35,ARN,BBO,19,75,89,10,0,70,14,10,91,78,0,77,
1783838305,2026-07-12 02:38:25 ET,+4:21:35,+29:56:35,ROM,BBO,19,75,89,10,0,70,14,10,92,75,0,78,
1783838306,2026-07-12 02:38:26 ET,+4:21:34,+29:56:34,ROM,BBO,19,75,89,10,0,70,14,10,95,37,0,81,
1783838306,2026-07-12 02:38:26 ET,+4:21:34,+29:56:34,ROM,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838307,2026-07-12 02:38:27 ET,+4:21:33,+29:56:33,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838309,2026-07-12 02:38:29 ET,+4:21:31,+29:56:31,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838309,2026-07-12 02:38:29 ET,+4:21:31,+29:56:31,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838309,2026-07-12 02:38:29 ET,+4:21:31,+29:56:31,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838311,2026-07-12 02:38:31 ET,+4:21:29,+29:56:29,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838313,2026-07-12 02:38:33 ET,+4:21:27,+29:56:27,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838313,2026-07-12 02:38:33 ET,+4:21:27,+29:56:27,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838313,2026-07-12 02:38:33 ET,+4:21:27,+29:56:27,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838315,2026-07-12 02:38:35 ET,+4:21:25,+29:56:25,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838317,2026-07-12 02:38:37 ET,+4:21:23,+29:56:23,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838317,2026-07-12 02:38:37 ET,+4:21:23,+29:56:23,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838317,2026-07-12 02:38:37 ET,+4:21:23,+29:56:23,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838319,2026-07-12 02:38:39 ET,+4:21:21,+29:56:21,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838321,2026-07-12 02:38:41 ET,+4:21:19,+29:56:19,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838321,2026-07-12 02:38:41 ET,+4:21:19,+29:56:19,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838321,2026-07-12 02:38:41 ET,+4:21:19,+29:56:19,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838323,2026-07-12 02:38:43 ET,+4:21:17,+29:56:17,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838325,2026-07-12 02:38:45 ET,+4:21:15,+29:56:15,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838325,2026-07-12 02:38:45 ET,+4:21:15,+29:56:15,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838325,2026-07-12 02:38:45 ET,+4:21:15,+29:56:15,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838327,2026-07-12 02:38:47 ET,+4:21:13,+29:56:13,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838329,2026-07-12 02:38:49 ET,+4:21:11,+29:56:11,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838329,2026-07-12 02:38:49 ET,+4:21:11,+29:56:11,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838329,2026-07-12 02:38:49 ET,+4:21:11,+29:56:11,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838331,2026-07-12 02:38:51 ET,+4:21:09,+29:56:09,ARN,BBO,16,1,89,10,0,73,14,10,94,75,0,80,
1783838331,2026-07-12 02:38:51 ET,+4:21:09,+29:56:09,ARN,BBO,17,75,89,10,0,72,14,10,94,75,0,80,
1783838331,2026-07-12 02:38:51 ET,+4:21:09,+29:56:09,ARN,BBO,17,75,88,16,0,71,14,10,94,75,0,80,
1783838332,2026-07-12 02:38:52 ET,+4:21:08,+29:56:08,ARN,BBO,18,5,88,16,0,70,14,10,94,75,0,80,
1783838332,2026-07-12 02:38:52 ET,+4:21:08,+29:56:08,ROM,BBO,18,5,88,16,0,70,14,10,93,78,0,79,
1783838332,2026-07-12 02:38:52 ET,+4:21:08,+29:56:08,ROM,BBO,18,5,88,16,0,70,14,10,92,75,0,78,
1783838332,2026-07-12 02:38:52 ET,+4:21:08,+29:56:08,ROM,BBO,18,5,88,16,0,70,14,10,91,78,0,77,
1783838333,2026-07-12 02:38:53 ET,+4:21:07,+29:56:07,ARN,BBO,19,75,88,16,0,69,14,10,91,78,0,77,
1783838333,2026-07-12 02:38:53 ET,+4:21:07,+29:56:07,ARN,BBO,19,75,91,2,0,72,14,10,91,78,0,77,
1783838333,2026-07-12 02:38:53 ET,+4:21:07,+29:56:07,ARN,BBO,19,75,90,29,0,71,14,10,91,78,0,77,
1783838333,2026-07-12 02:38:53 ET,+4:21:07,+29:56:07,ARN,BBO,19,75,89,10,0,70,14,10,91,78,0,77,
1783838333,2026-07-12 02:38:53 ET,+4:21:07,+29:56:07,ROM,BBO,19,75,89,10,0,70,14,10,92,75,0,78,
1783838334,2026-07-12 02:38:54 ET,+4:21:06,+29:56:06,ROM,BBO,19,75,89,10,0,70,14,10,95,37,0,81,
1783838334,2026-07-12 02:38:54 ET,+4:21:06,+29:56:06,ROM,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838335,2026-07-12 02:38:55 ET,+4:21:05,+29:56:05,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838337,2026-07-12 02:38:57 ET,+4:21:03,+29:56:03,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838337,2026-07-12 02:38:57 ET,+4:21:03,+29:56:03,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838337,2026-07-12 02:38:57 ET,+4:21:03,+29:56:03,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838339,2026-07-12 02:38:59 ET,+4:21:01,+29:56:01,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838341,2026-07-12 02:39:01 ET,+4:20:59,+29:55:59,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838341,2026-07-12 02:39:01 ET,+4:20:59,+29:55:59,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838341,2026-07-12 02:39:01 ET,+4:20:59,+29:55:59,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838343,2026-07-12 02:39:03 ET,+4:20:57,+29:55:57,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838345,2026-07-12 02:39:05 ET,+4:20:55,+29:55:55,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838345,2026-07-12 02:39:05 ET,+4:20:55,+29:55:55,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838345,2026-07-12 02:39:05 ET,+4:20:55,+29:55:55,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838347,2026-07-12 02:39:07 ET,+4:20:53,+29:55:53,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838349,2026-07-12 02:39:09 ET,+4:20:51,+29:55:51,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838349,2026-07-12 02:39:09 ET,+4:20:51,+29:55:51,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838349,2026-07-12 02:39:09 ET,+4:20:51,+29:55:51,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838351,2026-07-12 02:39:11 ET,+4:20:49,+29:55:49,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838353,2026-07-12 02:39:13 ET,+4:20:47,+29:55:47,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838353,2026-07-12 02:39:13 ET,+4:20:47,+29:55:47,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838353,2026-07-12 02:39:13 ET,+4:20:47,+29:55:47,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838355,2026-07-12 02:39:15 ET,+4:20:45,+29:55:45,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838357,2026-07-12 02:39:17 ET,+4:20:43,+29:55:43,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838357,2026-07-12 02:39:17 ET,+4:20:43,+29:55:43,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838357,2026-07-12 02:39:17 ET,+4:20:43,+29:55:43,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838359,2026-07-12 02:39:19 ET,+4:20:41,+29:55:41,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838361,2026-07-12 02:39:21 ET,+4:20:39,+29:55:39,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838361,2026-07-12 02:39:21 ET,+4:20:39,+29:55:39,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838361,2026-07-12 02:39:21 ET,+4:20:39,+29:55:39,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838363,2026-07-12 02:39:23 ET,+4:20:37,+29:55:37,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838365,2026-07-12 02:39:25 ET,+4:20:35,+29:55:35,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838365,2026-07-12 02:39:25 ET,+4:20:35,+29:55:35,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838365,2026-07-12 02:39:25 ET,+4:20:35,+29:55:35,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838367,2026-07-12 02:39:27 ET,+4:20:33,+29:55:33,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838369,2026-07-12 02:39:29 ET,+4:20:31,+29:55:31,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838369,2026-07-12 02:39:29 ET,+4:20:31,+29:55:31,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838369,2026-07-12 02:39:29 ET,+4:20:31,+29:55:31,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838371,2026-07-12 02:39:31 ET,+4:20:29,+29:55:29,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838373,2026-07-12 02:39:33 ET,+4:20:27,+29:55:27,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838373,2026-07-12 02:39:33 ET,+4:20:27,+29:55:27,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838373,2026-07-12 02:39:33 ET,+4:20:27,+29:55:27,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838375,2026-07-12 02:39:35 ET,+4:20:25,+29:55:25,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838377,2026-07-12 02:39:37 ET,+4:20:23,+29:55:23,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838377,2026-07-12 02:39:37 ET,+4:20:23,+29:55:23,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838377,2026-07-12 02:39:37 ET,+4:20:23,+29:55:23,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838379,2026-07-12 02:39:39 ET,+4:20:21,+29:55:21,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838381,2026-07-12 02:39:41 ET,+4:20:19,+29:55:19,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838381,2026-07-12 02:39:41 ET,+4:20:19,+29:55:19,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838381,2026-07-12 02:39:41 ET,+4:20:19,+29:55:19,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838383,2026-07-12 02:39:43 ET,+4:20:17,+29:55:17,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838385,2026-07-12 02:39:45 ET,+4:20:15,+29:55:15,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838385,2026-07-12 02:39:45 ET,+4:20:15,+29:55:15,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838385,2026-07-12 02:39:45 ET,+4:20:15,+29:55:15,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838387,2026-07-12 02:39:47 ET,+4:20:13,+29:55:13,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838389,2026-07-12 02:39:49 ET,+4:20:11,+29:55:11,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838389,2026-07-12 02:39:49 ET,+4:20:11,+29:55:11,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838389,2026-07-12 02:39:49 ET,+4:20:11,+29:55:11,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838391,2026-07-12 02:39:51 ET,+4:20:09,+29:55:09,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838393,2026-07-12 02:39:53 ET,+4:20:07,+29:55:07,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838393,2026-07-12 02:39:53 ET,+4:20:07,+29:55:07,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838393,2026-07-12 02:39:53 ET,+4:20:07,+29:55:07,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838395,2026-07-12 02:39:55 ET,+4:20:05,+29:55:05,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838397,2026-07-12 02:39:57 ET,+4:20:03,+29:55:03,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838397,2026-07-12 02:39:57 ET,+4:20:03,+29:55:03,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838397,2026-07-12 02:39:57 ET,+4:20:03,+29:55:03,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838399,2026-07-12 02:39:59 ET,+4:20:01,+29:55:01,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838401,2026-07-12 02:40:01 ET,+4:19:59,+29:54:59,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838401,2026-07-12 02:40:01 ET,+4:19:59,+29:54:59,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838402,2026-07-12 02:40:02 ET,+4:19:58,+29:54:58,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838404,2026-07-12 02:40:04 ET,+4:19:56,+29:54:56,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838405,2026-07-12 02:40:05 ET,+4:19:55,+29:54:55,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838405,2026-07-12 02:40:05 ET,+4:19:55,+29:54:55,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838405,2026-07-12 02:40:05 ET,+4:19:55,+29:54:55,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838407,2026-07-12 02:40:07 ET,+4:19:53,+29:54:53,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838409,2026-07-12 02:40:09 ET,+4:19:51,+29:54:51,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838409,2026-07-12 02:40:09 ET,+4:19:51,+29:54:51,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838409,2026-07-12 02:40:09 ET,+4:19:51,+29:54:51,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838411,2026-07-12 02:40:11 ET,+4:19:49,+29:54:49,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838413,2026-07-12 02:40:13 ET,+4:19:47,+29:54:47,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838413,2026-07-12 02:40:13 ET,+4:19:47,+29:54:47,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838413,2026-07-12 02:40:13 ET,+4:19:47,+29:54:47,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838415,2026-07-12 02:40:15 ET,+4:19:45,+29:54:45,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838417,2026-07-12 02:40:17 ET,+4:19:43,+29:54:43,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838417,2026-07-12 02:40:17 ET,+4:19:43,+29:54:43,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838417,2026-07-12 02:40:17 ET,+4:19:43,+29:54:43,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838419,2026-07-12 02:40:19 ET,+4:19:41,+29:54:41,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838421,2026-07-12 02:40:21 ET,+4:19:39,+29:54:39,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838421,2026-07-12 02:40:21 ET,+4:19:39,+29:54:39,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838421,2026-07-12 02:40:21 ET,+4:19:39,+29:54:39,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838423,2026-07-12 02:40:23 ET,+4:19:37,+29:54:37,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838425,2026-07-12 02:40:25 ET,+4:19:35,+29:54:35,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838425,2026-07-12 02:40:25 ET,+4:19:35,+29:54:35,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838425,2026-07-12 02:40:25 ET,+4:19:35,+29:54:35,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838427,2026-07-12 02:40:27 ET,+4:19:33,+29:54:33,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838429,2026-07-12 02:40:29 ET,+4:19:31,+29:54:31,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838429,2026-07-12 02:40:29 ET,+4:19:31,+29:54:31,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838429,2026-07-12 02:40:29 ET,+4:19:31,+29:54:31,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838431,2026-07-12 02:40:31 ET,+4:19:29,+29:54:29,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838433,2026-07-12 02:40:33 ET,+4:19:27,+29:54:27,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838433,2026-07-12 02:40:33 ET,+4:19:27,+29:54:27,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838433,2026-07-12 02:40:33 ET,+4:19:27,+29:54:27,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838435,2026-07-12 02:40:35 ET,+4:19:25,+29:54:25,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838437,2026-07-12 02:40:37 ET,+4:19:23,+29:54:23,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838437,2026-07-12 02:40:37 ET,+4:19:23,+29:54:23,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838437,2026-07-12 02:40:37 ET,+4:19:23,+29:54:23,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838439,2026-07-12 02:40:39 ET,+4:19:21,+29:54:21,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838441,2026-07-12 02:40:41 ET,+4:19:19,+29:54:19,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838441,2026-07-12 02:40:41 ET,+4:19:19,+29:54:19,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838441,2026-07-12 02:40:41 ET,+4:19:19,+29:54:19,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838443,2026-07-12 02:40:43 ET,+4:19:17,+29:54:17,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838445,2026-07-12 02:40:45 ET,+4:19:15,+29:54:15,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838445,2026-07-12 02:40:45 ET,+4:19:15,+29:54:15,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838445,2026-07-12 02:40:45 ET,+4:19:15,+29:54:15,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838447,2026-07-12 02:40:47 ET,+4:19:13,+29:54:13,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838449,2026-07-12 02:40:49 ET,+4:19:11,+29:54:11,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838449,2026-07-12 02:40:49 ET,+4:19:11,+29:54:11,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838449,2026-07-12 02:40:49 ET,+4:19:11,+29:54:11,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838451,2026-07-12 02:40:51 ET,+4:19:09,+29:54:09,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838453,2026-07-12 02:40:53 ET,+4:19:07,+29:54:07,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838453,2026-07-12 02:40:53 ET,+4:19:07,+29:54:07,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838453,2026-07-12 02:40:53 ET,+4:19:07,+29:54:07,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838455,2026-07-12 02:40:55 ET,+4:19:05,+29:54:05,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838457,2026-07-12 02:40:57 ET,+4:19:03,+29:54:03,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838457,2026-07-12 02:40:57 ET,+4:19:03,+29:54:03,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838458,2026-07-12 02:40:58 ET,+4:19:02,+29:54:02,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838459,2026-07-12 02:40:59 ET,+4:19:01,+29:54:01,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838462,2026-07-12 02:41:02 ET,+4:18:58,+29:53:58,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838462,2026-07-12 02:41:02 ET,+4:18:58,+29:53:58,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838462,2026-07-12 02:41:02 ET,+4:18:58,+29:53:58,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838464,2026-07-12 02:41:04 ET,+4:18:56,+29:53:56,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838465,2026-07-12 02:41:05 ET,+4:18:55,+29:53:55,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838465,2026-07-12 02:41:05 ET,+4:18:55,+29:53:55,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838466,2026-07-12 02:41:06 ET,+4:18:54,+29:53:54,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838468,2026-07-12 02:41:08 ET,+4:18:52,+29:53:52,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838469,2026-07-12 02:41:09 ET,+4:18:51,+29:53:51,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838469,2026-07-12 02:41:09 ET,+4:18:51,+29:53:51,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838469,2026-07-12 02:41:09 ET,+4:18:51,+29:53:51,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838471,2026-07-12 02:41:11 ET,+4:18:49,+29:53:49,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838473,2026-07-12 02:41:13 ET,+4:18:47,+29:53:47,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838473,2026-07-12 02:41:13 ET,+4:18:47,+29:53:47,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838474,2026-07-12 02:41:14 ET,+4:18:46,+29:53:46,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838475,2026-07-12 02:41:15 ET,+4:18:45,+29:53:45,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838477,2026-07-12 02:41:17 ET,+4:18:43,+29:53:43,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838477,2026-07-12 02:41:17 ET,+4:18:43,+29:53:43,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838478,2026-07-12 02:41:18 ET,+4:18:42,+29:53:42,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838479,2026-07-12 02:41:19 ET,+4:18:41,+29:53:41,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838481,2026-07-12 02:41:21 ET,+4:18:39,+29:53:39,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838481,2026-07-12 02:41:21 ET,+4:18:39,+29:53:39,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838481,2026-07-12 02:41:21 ET,+4:18:39,+29:53:39,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
1783838483,2026-07-12 02:41:23 ET,+4:18:37,+29:53:37,ARN,BBO,19,75,88,16,0,69,14,10,94,75,0,80,
1783838485,2026-07-12 02:41:25 ET,+4:18:35,+29:53:35,ARN,BBO,19,75,91,2,0,72,14,10,94,75,0,80,
1783838485,2026-07-12 02:41:25 ET,+4:18:35,+29:53:35,ARN,BBO,19,75,90,29,0,71,14,10,94,75,0,80,
1783838486,2026-07-12 02:41:26 ET,+4:18:34,+29:53:34,ARN,BBO,19,75,89,10,0,70,14,10,94,75,0,80,
